Voltage,Capacitance,Dissipation Factor,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Ripple Current 105°C@50Hz,Status,V,VC,Vibration resistant,Weight (g)
350,33,0.25,16,25,-40,105,10.048,2000,562,400,UVZ2V330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,390,390,195,306.15,263.25,146.25,MP,6.3 to 100,11550,Normal,8.2
350,33,0.25,16,25,-40,105,10.048,2000,562,400,UVZ2V330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,312,312,195,273,243.75,156,MP,160 to 450,11550,Normal,8.2
350,47,0.25,16,35.5,-40,105,7.055,2000,758,300,UVZ2V470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,540,540,270,423.9,364.5,202.5,MP,6.3 to 100,16450,Normal,11.8
350,47,0.25,16,35.5,-40,105,7.055,2000,758,300,UVZ2V470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,432,432,270,378,337.5,216,MP,160 to 450,16450,Normal,11.8
350,100,0.25,18,40,-40,105,3.316,2000,1500,200,UVZ2V101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,630,630,420,562.8,516.6,336,MP,6.3 to 100,35000,Normal,17.7
350,100,0.25,18,40,-40,105,3.316,2000,1500,200,UVZ2V101MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,672,672,420,588,525,336,MP,160 to 450,35000,Normal,17.7
350,220,0.25,22,50,-40,105,1.507,2000,3180,250,UVZ2V221MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,930,930,620,830.8,762.6,496,EOL,6.3 to 100,77000,Normal,27.4
350,220,0.25,22,50,-40,105,1.507,2000,3180,250,UVZ2V221MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,992,992,620,868,775,496,EOL,160 to 450,77000,Normal,27.4
400,1,0.25,8,11.5,-40,105,331.573,1000,80,3000,UVZ2G010MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,27.2,27.2,17,23.8,21.25,13.6,MP,160 to 450,400,Normal,1.19
400,2.2,0.25,10,12.5,-40,105,150.715,2000,128,2000,UVZ2G2R2MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,48,48,30,42,37.5,24,MP,160 to 450,880.0000000000001,Normal,1.49
400,3.3,0.25,10,12.5,-40,105,100.477,2000,153,2000,UVZ2G3R3MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,60.8,60.8,38,53.2,47.5,30.4,MP,160 to 450,1320,Normal,1.49
400,4.7,0.25,10,16,-40,105,70.547,2000,175,1800,UVZ2G4R7MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,80,80,50,70,62.5,40,MP,160 to 450,1880,Normal,1.77
400,10,0.25,12.5,20,-40,105,33.157,2000,260,1000,UVZ2G100MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,144,144,90,126,112.5,72,MP,160 to 450,4000,Normal,3.43
400,22,0.25,16,25,-40,105,15.072,2000,452,400,UVZ2G220MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,264,264,165,231,206.25,132,MP,160 to 450,8800,Normal,8.2
400,33,0.25,16,30.5,-40,105,10.048,2000,628,300,UVZ2G330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,430,430,215,337.55,290.25,161.25,MP,6.3 to 100,13200,Normal,9.6
400,33,0.25,16,30.5,-40,105,10.048,2000,628,300,UVZ2G330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,344,344,215,301,268.75,172,MP,160 to 450,13200,Normal,9.6
400,47,0.25,16,35.5,-40,105,7.055,2000,852,300,UVZ2G470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,540,540,270,423.9,364.5,202.5,MP,6.3 to 100,18800,Normal,11.8
400,47,0.25,16,35.5,-40,105,7.055,2000,852,300,UVZ2G470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,432,432,270,378,337.5,216,MP,160 to 450,18800,Normal,11.8
400,100,0.25,20,40,-40,105,3.316,2000,1700,150,UVZ2G101MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,675,675,450,603,553.5,360,EOL,6.3 to 100,40000,Normal,19.6
400,100,0.25,20,40,-40,105,3.316,2000,1700,150,UVZ2G101MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,720,720,450,630,562.5,360,EOL,160 to 450,40000,Normal,19.6
400,220,0.25,25,50,-40,105,1.507,2000,3620,140,UVZ2G221MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,990,990,660,884.4,811.8,528,EOL,6.3 to 100,88000,Normal,38.8
400,220,0.25,25,50,-40,105,1.507,2000,3620,140,UVZ2G221MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,1056,1056,660,924,825,528,EOL,160 to 450,88000,Normal,38.8
450,1,0.25,8,11.5,-25,105,331.573,1000,85,3000,UVZ2W010MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,20.8,20.8,13,18.2,16.25,10.4,MP,160 to 450,450,Normal,1.19
450,2.2,0.25,10,12.5,-25,105,150.715,2000,139,2000,UVZ2W2R2MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,36.8,36.8,23,32.2,28.75,18.4,MP,160 to 450,990.0000000000001,Normal,1.49
450,3.3,0.25,10,16,-25,105,100.477,2000,159,1800,UVZ2W3R3MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,49.6,49.6,31,43.4,38.75,24.8,MP,160 to 450,1485,Normal,1.77
450,4.7,0.25,10,20,-25,105,70.547,2000,185,1400,UVZ2W4R7MPD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,64,64,40,56,50,32,MP,160 to 450,2115,Normal,2.34
450,10,0.25,12.5,20,-25,105,33.157,2000,280,1000,UVZ2W100MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,104,104,65,91,81.25,52,MP,160 to 450,4500,Normal,3.43
450,22,0.25,16,25,-25,105,15.072,2000,496,400,UVZ2W220MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,184,184,115,161,143.75,92,MP,160 to 450,9900,Normal,8.2
450,33,0.25,16,35.5,-25,105,10.048,2000,694,300,UVZ2W330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,330,330,165,259.05,222.75,123.75,MP,6.3 to 100,14850,Normal,11.8
450,33,0.25,16,35.5,-25,105,10.048,2000,694,300,UVZ2W330MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,264,264,165,231,206.25,132,MP,160 to 450,14850,Normal,11.8
450,47,0.25,18,40,-25,105,7.055,2000,946,200,UVZ2W470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,370,370,185,290.45,249.75,138.75,MP,6.3 to 100,21150,Normal,17.7
450,47,0.25,18,40,-25,105,7.055,2000,946,200,UVZ2W470MHD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,296,296,185,259,231.25,148,MP,160 to 450,21150,Normal,17.7
450,100,0.25,22,40,-25,105,3.316,2000,1900,250,UVZ2W101MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,405,405,270,361.8,332.1,216,EOL,6.3 to 100,45000,Normal,23.8
450,100,0.25,22,40,-25,105,3.316,2000,1900,250,UVZ2W101MRD,Uni-Polar,Radial Lead,6mmL Wide Temp. Range,432,432,270,378,337.5,216,EOL,160 to 450,45000,Normal,23.8
