Voltage,Capacitance,ESR(est.) 20°C@10kHz,ESR(est.) 20°C@100kHz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Dissipation Factor,ESR(est.) 20°C@120Hz,Impedance -10°C@100kHz,Part Number,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,VC
16,56,,,0.75,5,11.5,,,1.5,ELXY160E□□560MEB5D,163,146.7,65.2,122.58,896
16,120,,,0.35,6.3,11.5,,,0.7,ELXY160E□□121MFB5D,273,245.7,109.2,205.3,1920
16,180,,,0.25,6.3,15,,,0.5,ELXY160E□□181MF15D,390,351,156,293.28,2880
16,270,,,0.17,8,12,,,0.34,ELXY160E□□271MH12D,445,418.3,222.5,378.25,4320
16,270,,,0.12,10,12.5,,,0.24,ELXY160E□□271MJC5S,625,587.5,312.5,531.25,4320
16,330,,,0.13,8,15,,,0.26,ELXY160E□□331MH15D,555,521.7,277.5,471.75,5280
16,470,,,0.095,8,20,,,0.19,ELXY160E□□471MH20D,740,695.6,370,629,7520
16,470,,,0.084,10,16,,,0.17,ELXY160E□□471MJ16S,825,775.5,412.5,701.25,7520
16,680,,,0.062,10,20,,,0.13,ELXY160E□□681MJ20S,1040,983.95,622.75,902.99,10880
16,820,,,0.052,10,25,,,0.11,ELXY160E□□821MJ25S,1260,1192.1,754.49,1094.01,13120
16,1200,,,0.044,10,30,,,0.088,ELXY160E□□122MJ30S,1440,1362.4,862.28,1250.3,19200
16,1200,,,0.046,12.5,20,,,0.092,ELXY160E□□122MK20S,1340,1267.78,802.4,1163.47,19200
16,1500,,,0.034,12.5,25,,,0.068,ELXY160E□□152MK25S,1690,1598.92,1011.98,1467.37,24000
16,2200,,,0.03,12.5,30,,,0.06,ELXY160E□□222MK30S,1950,1862.03,1466.17,1759.4,35200
16,2200,,,0.038,16,20,,,0.076,ELXY160E□□222ML20S,1630,1556.47,1225.56,1470.68,35200
16,2700,,,0.024,12.5,35,,,0.048,ELXY160E□□272MK35S,2220,2119.85,1669.17,2003.01,43200
16,2700,,,0.028,16,25,,,0.056,ELXY160E□□272ML25S,2070,1976.62,1556.39,1867.67,43200
16,3300,,,0.022,12.5,40,,,0.044,ELXY160E□□332MK40S,2390,2282.18,1796.99,2156.39,52800
16,3900,,,0.025,16,30,,,0.05,ELXY160E□□392ML30S,2350,2243.98,1766.92,2120.3,62400
16,4700,,,0.022,16,35,,,0.044,ELXY160E□□472ML35S,2550,2485.17,2161.02,2420.34,75200
16,5600,,,0.018,16,40,,,0.036,ELXY160E□□562ML40S,2900,2826.27,2457.63,2752.54,89600
25,39,,,0.75,5,11.5,,,1.5,ELXY250E□□390MEB5D,163,146.7,65.2,122.58,975
25,82,,,0.35,6.3,11.5,,,0.7,ELXY250E□□820MFB5D,273,245.7,109.2,205.3,2050
25,120,,,0.25,6.3,15,,,0.5,ELXY250E□□121MF15D,390,351,156,293.28,3000
25,150,,,0.17,8,12,,,0.34,ELXY250E□□151MH12D,445,400.5,178,334.64,3750
25,180,,,0.12,10,12.5,,,0.24,ELXY250E□□181MJC5S,625,562.5,250,470,4500
25,220,,,0.13,8,15,,,0.26,ELXY250E□□221MH15D,555,521.7,277.5,471.75,5500
25,330,,,0.095,8,20,,,0.19,ELXY250E□□331MH20D,740,695.6,370,629,8250
25,330,,,0.084,10,16,,,0.17,ELXY250E□□331MJ16S,825,775.5,412.5,701.25,8250
25,470,,,0.062,10,20,,,0.13,ELXY250E□□471MJ20S,1040,977.6,520,884,11750
25,560,,,0.052,10,25,,,0.11,ELXY250E□□561MJ25S,1260,1184.4,630,1071,14000
25,820,,,0.044,10,30,,,0.088,ELXY250E□□821MJ30S,1440,1362.4,862.28,1250.3,20500
25,820,,,0.046,12.5,20,,,0.092,ELXY250E□□821MK20S,1340,1267.78,802.4,1163.47,20500
25,1000,,,0.034,12.5,25,,,0.068,ELXY250E□□102MK25S,1690,1598.92,1011.98,1467.37,25000
25,1500,,,0.03,12.5,30,,,0.06,ELXY250E□□152MK30S,1950,1844.91,1167.66,1693.11,37500
25,1500,,,0.038,16,20,,,0.076,ELXY250E□□152ML20S,1630,1542.16,976.05,1415.27,37500
25,1800,,,0.024,12.5,35,,,0.048,ELXY250E□□182MK35S,2220,2100.36,1329.34,1927.54,45000
25,1800,,,0.028,16,25,,,0.056,ELXY250E□□182ML25S,2070,1958.44,1239.52,1797.31,45000
25,2200,,,0.022,12.5,40,,,0.044,ELXY250E□□222MK40S,2390,2282.18,1796.99,2156.39,55000
25,2700,,,0.025,16,30,,,0.05,ELXY250E□□272ML30S,2350,2243.98,1766.92,2120.3,67500
25,3300,,,0.022,16,35,,,0.044,ELXY250E□□332ML35S,2550,2434.96,1917.29,2300.75,82500
25,3900,,,0.018,16,40,,,0.036,ELXY250E□□392ML40S,2900,2769.17,2180.45,2616.54,97500
35,27,,,0.75,5,11.5,,,1.5,ELXY350E□□270MEB5D,163,146.7,65.2,122.58,945
35,56,,,0.35,6.3,11.5,,,0.7,ELXY350E□□560MFB5D,273,245.7,109.2,205.3,1960
35,82,,,0.25,6.3,15,,,0.5,ELXY350E□□820MF15D,390,351,156,293.28,2870
35,120,,,0.17,8,12,,,0.34,ELXY350E□□121MH12D,445,400.5,178,334.64,4200
35,120,,,0.12,10,12.5,,,0.24,ELXY350E□□121MJC5S,625,562.5,250,470,4200
35,180,,,0.13,8,15,,,0.26,ELXY350E□□181MH15D,555,499.5,222,417.36,6300
35,220,,,0.095,8,20,,,0.19,ELXY350E□□221MH20D,740,695.6,370,629,7700
35,220,,,0.084,10,16,,,0.17,ELXY350E□□221MJ16S,825,775.5,412.5,701.25,7700
35,330,,,0.062,10,20,,,0.13,ELXY350E□□331MJ20S,1040,977.6,520,884,11550
35,390,,,0.052,10,25,,,0.11,ELXY350E□□391MJ25S,1260,1184.4,630,1071,13650
35,560,,,0.044,10,30,,,0.088,ELXY350E□□561MJ30S,1440,1353.6,720,1224,19600
35,560,,,0.046,12.5,20,,,0.092,ELXY350E□□561MK20S,1340,1259.6,670,1139,19600
35,680,,,0.034,12.5,25,,,0.068,ELXY350E□□681MK25S,1690,1598.92,1011.98,1467.37,23800
35,1000,,,0.03,12.5,30,,,0.06,ELXY350E□□102MK30S,1950,1844.91,1167.66,1693.11,35000
35,1000,,,0.038,16,20,,,0.076,ELXY350E□□102ML20S,1630,1542.16,976.05,1415.27,35000
35,1200,,,0.024,12.5,35,,,0.048,ELXY350E□□122MK35S,2220,2100.36,1329.34,1927.54,42000
35,1200,,,0.028,16,25,,,0.056,ELXY350E□□122ML25S,2070,1958.44,1239.52,1797.31,42000
35,1500,,,0.022,12.5,40,,,0.044,ELXY350E□□152MK40S,2390,2261.2,1431.14,2075.15,52500
35,1800,,,0.025,16,30,,,0.05,ELXY350E□□182ML30S,2350,2223.35,1407.19,2040.42,63000
35,2200,,,0.022,16,35,,,0.044,ELXY350E□□222ML35S,2550,2434.96,1917.29,2300.75,77000
35,2700,,,0.018,16,40,,,0.036,ELXY350E□□272ML40S,2900,2769.17,2180.45,2616.54,94500
50,18,,,1.2,5,11.5,,,2.4,ELXY500E□□180MEB5D,129,116.1,51.6,97.01,900
50,39,,,0.54,6.3,11.5,,,1.1,ELXY500E□□390MFB5D,219,197.1,87.6,164.69,1950
50,56,,,0.34,6.3,15,,,0.68,ELXY500E□□560MF15D,310,279,124,233.12,2800
50,68,,,0.3,8,12,,,0.6,ELXY500E□□680MH12D,340,306,136,255.68,3400
50,82,,,0.2,8,15,,,0.4,ELXY500E□□820MH15D,470,423,188,353.44,4100
50,82,,,0.2,10,12.5,,,0.4,ELXY500E□□820MJC5S,480,432,192,360.96,4100
50,120,,,0.14,8,20,,,0.28,ELXY500E□□121MH20D,610,549,244,458.72,6000
50,120,,,0.13,10,16,,,0.26,ELXY500E□□121MJ16S,755,679.5,302,567.76,6000
50,180,,,0.088,10,20,,,0.18,ELXY500E□□181MJ20S,945,850.5,378,710.64,9000
50,220,,,0.073,10,25,,,0.15,ELXY500E□□221MJ25S,1150,1081,575,977.5,11000
50,330,,,0.054,10,30,,,0.11,ELXY500E□□331MJ30S,1260,1184.4,630,1071,16500
50,330,,,0.059,12.5,20,,,0.12,ELXY500E□□331MK20S,1190,1118.6,595,1011.5,16500
50,470,,,0.044,12.5,25,,,0.088,ELXY500E□□471MK25S,1490,1400.6,745,1266.5,23500
50,560,,,0.039,12.5,30,,,0.078,ELXY500E□□561MK30S,1720,1616.8,860,1462,28000
50,680,,,0.033,12.5,35,,,0.066,ELXY500E□□681MK35S,1890,1788.14,1131.74,1641.02,34000
50,680,,,0.05,16,20,,,0.1,ELXY500E□□681ML20S,1420,1343.47,850.3,1232.93,34000
50,820,,,0.029,12.5,40,,,0.058,ELXY500E□□821MK40S,2030,1920.6,1215.57,1762.57,41000
50,820,,,0.034,16,25,,,0.068,ELXY500E□□821ML25S,1880,1778.68,1125.75,1632.34,41000
50,1000,,,0.03,16,30,,,0.06,ELXY500E□□102ML30S,2150,2034.13,1287.43,1866.77,50000
50,1200,,,0.027,16,35,,,0.054,ELXY500E□□122ML35S,2320,2194.97,1389.22,2014.37,60000
50,1500,,,0.024,16,40,,,0.048,ELXY500E□□152ML40S,2540,2403.11,1520.96,2205.39,75000
63,10,,,1.9,5,11.5,,,4.8,ELXY630E□□100MEB5D,103,92.7,41.2,77.46,630
63,18,,,1,6.3,11.5,,,2.5,ELXY630E□□180MFB5D,161,144.9,64.4,121.07,1134
63,33,,,0.61,6.3,15,,,1.6,ELXY630E□□330MF15D,233,209.7,93.2,175.22,2079
63,47,,,0.47,8,12,,,1.2,ELXY630E□□470MH12D,274,246.6,109.6,206.05,2961
63,56,,,0.27,10,12.5,,,0.68,ELXY630E□□560MJC5S,418,376.2,167.2,314.34,3528
63,68,,,0.34,8,15,,,0.85,ELXY630E□□680MH15D,360,324,144,270.72,4284
63,68,,,0.21,10,16,,,0.53,ELXY630E□□680MJ16S,525,472.5,210,394.8,4284
63,82,,,0.21,8,20,,,0.53,ELXY630E□□820MH20D,500,450,200,376,5166
63,120,,,0.16,10,20,,,0.4,ELXY630E□□121MJ20S,650,585,260,488.8,7560
63,150,,,0.13,10,25,,,0.33,ELXY630E□□151MJ25S,783,704.7,313.2,588.82,9450
63,180,,,0.1,10,30,,,0.25,ELXY630E□□181MJ30S,960,864,384,721.92,11340
63,220,,,0.11,12.5,20,,,0.28,ELXY630E□□221MK20S,870,817.8,435,739.5,13860
63,270,,,0.074,12.5,25,,,0.19,ELXY630E□□271MK25S,1150,1081,575,977.5,17010
63,330,,,0.085,16,20,,,0.22,ELXY630E□□331ML20S,1100,1034,550,935,20790
63,390,,,0.068,12.5,30,,,0.17,ELXY630E□□391MK30S,1280,1203.2,640,1088,24570
63,470,,,0.063,12.5,35,,,0.16,ELXY630E□□471MK35S,1390,1306.6,695,1181.5,29610
63,470,,,0.055,16,25,,,0.14,ELXY630E□□471ML25S,1480,1391.2,740,1258,29610
63,560,,,0.051,12.5,40,,,0.13,ELXY630E□□561MK40S,1530,1438.2,765,1300.5,35280
63,680,,,0.046,16,30,,,0.12,ELXY630E□□681ML30S,1720,1627.31,1029.94,1493.41,42840
63,820,,,0.04,16,35,,,0.1,ELXY630E□□821ML35S,1910,1807.07,1143.71,1658.38,51660
63,1000,,,0.036,16,40,,,0.09,ELXY630E□□102ML40S,2070,1958.44,1239.52,1797.31,63000
