Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Status,Vibration resistant,Weight (g)
10,5600,0.064,0.026,18,20,-40,105,0.27,8000,0.067,560,400,UHE1A562MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2860,MP,Normal,9.0
10,6800,0.057,0.017,16,30.5,-40,105,0.29,8000,0.05,680,300,UHE1A682MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3450,MP,Normal,9.6
10,6800,0.057,0.019,18,25,-40,105,0.29,8000,0.049,680,300,UHE1A682MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3140,MP,Normal,10.6
10,8200,0.053,0.015,16,35.5,-40,105,0.33,8000,0.044,820,300,UHE1A822MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3610,MP,Normal,11.8
10,8200,0.053,0.015,18,30.5,-40,105,0.33,8000,0.04,820,300,UHE1A822MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4170,MP,Normal,13.1
10,10000,0.049,0.013,16,40,-40,105,0.37,8000,0.038,1000,300,UHE1A103MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4080,MP,Normal,14.1
10,10000,0.049,0.014,18,35.5,-40,105,0.37,8000,0.038,1000,250,UHE1A103MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4220,MP,Normal,14.2
10,12000,0.045,0.012,18,40,-40,105,0.41,8000,0.032,1200,200,UHE1A123MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4280,MP,Normal,17.7
16,56,3.789,0.58,5,11,-40,105,0.16,5000,2.3,9,6000,UHE1C560MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,210,EOL,Normal,0.44
16,120,1.768,0.22,6.3,11,-40,105,0.16,5000,0.87,19,4000,UHE1C121MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,340,EOL,Normal,0.59
16,330,0.643,0.13,8,11.5,-40,105,0.16,7000,0.52,53,3000,UHE1C331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,640,MP,Normal,1.19
16,470,0.452,0.087,8,15,-40,105,0.16,7000,0.35,75,2000,UHE1C471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,840,MP,Normal,1.36
16,470,0.452,0.08,10,12.5,-40,105,0.16,7000,0.32,75,2000,UHE1C471MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,865,MP,Normal,1.49
16,680,0.312,0.069,8,20,-40,105,0.16,7000,0.27,109,2000,UHE1C681MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1050,MP,Normal,1.66
16,680,0.312,0.06,10,16,-40,105,0.16,7000,0.24,109,1800,UHE1C681MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1210,MP,Normal,1.77
16,1000,0.212,0.046,10,20,-40,105,0.16,7000,0.18,160,1400,UHE1C102MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1400,MP,Normal,2.34
16,1000,0.212,0.049,12.5,15,-40,105,0.16,10000,0.16,160,1200,UHE1C102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1450,MP,Normal,2.96
16,1200,0.177,0.042,10,25,-40,105,0.16,7000,0.17,192,1200,UHE1C122MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1650,MP,Normal,3.07
16,1500,0.141,0.031,10,30.5,-40,105,0.16,7000,0.12,240,1000,UHE1C152MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1910,MP,Normal,3.21
16,1500,0.141,0.035,12.5,20,-40,105,0.16,10000,0.12,240,1000,UHE1C152MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1900,MP,Normal,3.43
16,1500,0.141,0.042,16,15,-40,105,0.16,10000,0.12,240,700,UHE1C152MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1940,MP,Normal,4.74
16,2200,0.109,0.027,12.5,25,-40,105,0.18,10000,0.089,352,800,UHE1C222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2230,MP,Normal,4.56
16,2200,0.109,0.043,18,15,-40,105,0.18,10000,0.11,352,400,UHE1C222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2210,MP,Normal,6.31
16,2700,0.088,0.024,12.5,30.5,-40,105,0.18,10000,0.078,432,600,UHE1C272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2650,MP,Normal,6.01
16,2700,0.088,0.027,16,20,-40,105,0.18,10000,0.078,432,600,UHE1C272MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2530,MP,Normal,6.6
16,3300,0.08,0.02,12.5,35.5,-40,105,0.2,10000,0.065,528,500,UHE1C332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2880,MP,Normal,7.06
16,3900,0.068,0.017,12.5,40,-40,105,0.2,10000,0.056,624,400,UHE1C392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3350,MP,Normal,7.57
16,3900,0.068,0.026,16,20,-40,105,0.2,10000,0.067,624,600,UHE1C392MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2860,MP,Normal,6.6
16,3900,0.068,0.021,16,25,-40,105,0.2,10000,0.06,624,400,UHE1C392MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2930,MP,Normal,8.2
16,4700,0.062,0.017,16,30.5,-40,105,0.22,10000,0.05,752,300,UHE1C472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3450,MP,Normal,9.6
16,4700,0.062,0.019,18,25,-40,105,0.22,10000,0.049,752,300,UHE1C472MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3140,MP,Normal,10.6
16,5600,0.057,0.015,16,35.5,-40,105,0.24,10000,0.044,896,300,UHE1C562MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3610,MP,Normal,11.8
16,5600,0.057,0.015,18,30.5,-40,105,0.24,10000,0.04,896,300,UHE1C562MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4170,MP,Normal,13.1
16,6800,0.051,0.013,16,40,-40,105,0.26,10000,0.038,1088,300,UHE1C682MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4080,MP,Normal,14.1
16,8200,0.049,0.014,18,35.5,-40,105,0.3,10000,0.038,1312,250,UHE1C822MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4220,MP,Normal,14.2
16,10000,0.045,0.012,18,40,-40,105,0.34,10000,0.032,1600,200,UHE1C103MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4280,MP,Normal,17.7
25,47,3.951,0.58,5,11,-40,105,0.14,5000,2.3,12,6000,UHE1E470MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,210,EOL,Normal,0.44
25,100,1.857,0.22,6.3,11,-40,105,0.14,5000,0.87,25,4000,UHE1E101MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,340,EOL,Normal,0.59
25,220,0.844,0.13,8,11.5,-40,105,0.14,7000,0.52,55,3000,UHE1E221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,640,MP,Normal,1.19
25,330,0.563,0.087,8,15,-40,105,0.14,7000,0.35,83,2000,UHE1E331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,840,MP,Normal,1.36
25,330,0.563,0.08,10,12.5,-40,105,0.14,7000,0.32,83,2000,UHE1E331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,865,MP,Normal,1.49
25,470,0.395,0.069,8,20,-40,105,0.14,7000,0.27,118,2000,UHE1E471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1050,MP,Normal,1.66
25,470,0.395,0.06,10,16,-40,105,0.14,7000,0.24,118,1800,UHE1E471MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1210,MP,Normal,1.77
25,680,0.273,0.046,10,20,-40,105,0.14,7000,0.18,170,1400,UHE1E681MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1400,MP,Normal,2.34
25,680,0.273,0.049,12.5,15,-40,105,0.14,10000,0.16,170,1200,UHE1E681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1450,MP,Normal,2.96
25,820,0.226,0.042,10,25,-40,105,0.14,7000,0.17,205,1200,UHE1E821MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1650,MP,Normal,3.07
25,1000,0.186,0.031,10,30.5,-40,105,0.14,7000,0.12,250,1000,UHE1E102MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1910,MP,Normal,3.21
25,1000,0.186,0.035,12.5,20,-40,105,0.14,10000,0.12,250,1000,UHE1E102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1900,MP,Normal,3.43
25,1000,0.186,0.042,16,15,-40,105,0.14,10000,0.12,250,700,UHE1E102MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1940,MP,Normal,4.74
25,1200,0.155,0.043,18,15,-40,105,0.14,10000,0.11,300,400,UHE1E122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2210,MP,Normal,6.31
25,1500,0.124,0.027,12.5,25,-40,105,0.14,10000,0.089,375,800,UHE1E152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2230,MP,Normal,4.56
25,1800,0.103,0.024,12.5,30.5,-40,105,0.14,10000,0.078,450,600,UHE1E182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2650,MP,Normal,6.01
25,1800,0.103,0.027,16,20,-40,105,0.14,10000,0.078,450,600,UHE1E182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2530,MP,Normal,6.6
25,2200,0.096,0.02,12.5,35.5,-40,105,0.16,10000,0.065,550,500,UHE1E222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2880,MP,Normal,7.06
25,2200,0.096,0.026,18,20,-40,105,0.16,10000,0.067,550,400,UHE1E222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2860,MP,Normal,9.0
25,2700,0.079,0.017,12.5,40,-40,105,0.16,10000,0.056,675,400,UHE1E272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3350,MP,Normal,7.57
25,2700,0.079,0.021,16,25,-40,105,0.16,10000,0.06,675,400,UHE1E272MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2930,MP,Normal,8.2
25,3300,0.072,0.017,16,30.5,-40,105,0.18,10000,0.05,825,300,UHE1E332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3450,MP,Normal,9.6
25,3300,0.072,0.019,18,25,-40,105,0.18,10000,0.049,825,300,UHE1E332MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3140,MP,Normal,10.6
25,3900,0.061,0.015,16,35.5,-40,105,0.18,10000,0.044,975,300,UHE1E392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3610,MP,Normal,11.8
25,3900,0.061,0.015,18,30.5,-40,105,0.18,10000,0.04,975,300,UHE1E392MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4170,MP,Normal,13.1
25,4700,0.056,0.013,16,40,-40,105,0.2,10000,0.038,1175,300,UHE1E472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4080,MP,Normal,14.1
25,4700,0.056,0.014,18,35.5,-40,105,0.2,10000,0.038,1175,250,UHE1E472MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4220,MP,Normal,14.2
25,5600,0.052,0.012,18,40,-40,105,0.22,10000,0.032,1400,200,UHE1E562MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4280,MP,Normal,17.7
35,33,4.823,0.58,5,11,-40,105,0.12,5000,2.3,12,6000,UHE1V330MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,210,EOL,Normal,0.44
35,47,3.386,0.22,6.3,11,-40,105,0.12,5000,0.87,16,4000,UHE1V470MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,250,EOL,Normal,0.59
35,56,2.842,0.22,6.3,11,-40,105,0.12,5000,0.87,20,4000,UHE1V560MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,340,EOL,Normal,0.59
35,100,1.592,0.13,8,11.5,-40,105,0.12,7000,0.52,35,3000,UHE1V101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,640,MP,Normal,1.19
35,150,1.061,0.13,8,11.5,-40,105,0.12,7000,0.52,53,3000,UHE1V151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,640,MP,Normal,1.19
35,220,0.723,0.087,8,15,-40,105,0.12,7000,0.35,77,2000,UHE1V221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,840,MP,Normal,1.36
35,220,0.723,0.08,10,12.5,-40,105,0.12,7000,0.32,77,2000,UHE1V221MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,865,MP,Normal,1.49
35,270,0.589,0.069,8,20,-40,105,0.12,7000,0.27,95,2000,UHE1V271MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1050,MP,Normal,1.66
35,330,0.482,0.06,10,16,-40,105,0.12,7000,0.24,116,1800,UHE1V331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1210,MP,Normal,1.77
35,470,0.339,0.046,10,20,-40,105,0.12,7000,0.18,165,1400,UHE1V471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1400,MP,Normal,2.34
35,470,0.339,0.049,12.5,15,-40,105,0.12,10000,0.16,165,1200,UHE1V471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1450,MP,Normal,2.96
35,560,0.284,0.042,10,25,-40,105,0.12,7000,0.17,196,1200,UHE1V561MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1650,MP,Normal,3.07
35,680,0.234,0.031,10,30.5,-40,105,0.12,7000,0.12,238,1000,UHE1V681MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1910,MP,Normal,3.21
35,680,0.234,0.035,12.5,20,-40,105,0.12,10000,0.12,238,1000,UHE1V681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1900,MP,Normal,3.43
35,680,0.234,0.042,16,15,-40,105,0.12,10000,0.12,238,700,UHE1V681MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1940,MP,Normal,4.74
35,1000,0.159,0.027,12.5,25,-40,105,0.12,10000,0.089,350,800,UHE1V102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2230,MP,Normal,4.56
35,1000,0.159,0.043,18,15,-40,105,0.12,10000,0.11,350,400,UHE1V102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2210,MP,Normal,6.31
35,1200,0.133,0.024,12.5,30.5,-40,105,0.12,10000,0.078,420,600,UHE1V122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2650,MP,Normal,6.01
35,1200,0.133,0.027,16,20,-40,105,0.12,10000,0.078,420,600,UHE1V122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2530,MP,Normal,6.6
35,1500,0.106,0.02,12.5,35.5,-40,105,0.12,10000,0.065,525,500,UHE1V152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2880,MP,Normal,7.06
35,1800,0.088,0.017,12.5,40,-40,105,0.12,10000,0.056,630,400,UHE1V182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3350,MP,Normal,7.57
35,1800,0.088,0.021,16,25,-40,105,0.12,10000,0.06,630,400,UHE1V182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2930,MP,Normal,8.2
35,1800,0.088,0.026,18,20,-40,105,0.12,10000,0.067,630,400,UHE1V182MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2860,MP,Normal,9.0
35,2200,0.084,0.017,16,30.5,-40,105,0.14,10000,0.05,770,300,UHE1V222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3450,MP,Normal,9.6
35,2200,0.084,0.019,18,25,-40,105,0.14,10000,0.049,770,300,UHE1V222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3140,MP,Normal,10.6
35,2700,0.069,0.015,16,35.5,-40,105,0.14,10000,0.044,945,300,UHE1V272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3610,MP,Normal,11.8
35,2700,0.069,0.015,18,30.5,-40,105,0.14,10000,0.04,945,300,UHE1V272MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4170,MP,Normal,13.1
