Voltage,Capacitance,Dissipation Factor,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Status,VC,Vibration resistant,Weight (g)
50,180,0.1,0.095,12.5,15,-55,105,0.737,5000,0.19,270,1200,UPM1H181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,605,,,MP,9000,Normal,2.96
50,220,0.1,0.075,10,25,-55,105,0.603,5000,0.15,330,1200,UPM1H221MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1184.4,1184.4,840,1075.2,924,MP,11000,Normal,3.07
50,220,0.1,0.08,12.5,15,-55,105,0.603,5000,0.16,330,1200,UPM1H221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,944.7,944.7,670,857.6,737,MP,11000,Normal,2.96
50,270,0.1,0.065,10,30.5,-55,105,0.491,5000,0.13,405,1000,UPM1H271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,900,,,MP,13500,Normal,3.21
50,270,0.1,0.07,16,15,-55,105,0.491,5000,0.14,405,700,UPM1H271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,840,,,MP,13500,Normal,4.74
50,330,0.1,0.055,10,30.5,-55,105,0.402,5000,0.11,495,1000,UPM1H331MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1343.25,1343.25,995,1253.7,1084.55,MP,16500,Normal,3.21
50,330,0.1,0.06,16,15,-55,105,0.402,5000,0.12,495,700,UPM1H331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1248.75,1248.75,925,1165.5,1008.25,MP,16500,Normal,4.74
50,390,0.1,0.048,12.5,25,-55,105,0.34,5000,0.096,585,800,UPM1H391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1120,,,MP,19500,Normal,4.56
50,390,0.1,0.055,16,15,-55,105,0.34,5000,0.11,585,700,UPM1H391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,990,,,MP,19500,Normal,4.74
50,470,0.1,0.044,12.5,25,-55,105,0.282,5000,0.088,705,800,UPM1H471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1560,1560,1200,1464,1296,MP,23500,Normal,4.56
50,470,0.1,0.046,18,15,-55,105,0.282,5000,0.092,705,400,UPM1H471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1521,1521,1170,1427.4,1263.6,MP,23500,Normal,6.31
50,560,0.1,0.04,12.5,30.5,-55,105,0.237,5000,0.08,840,600,UPM1H561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1410,,,MP,28000,Normal,6.01
50,560,0.1,0.044,16,20,-55,105,0.237,5000,0.088,840,600,UPM1H561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1270,,,MP,28000,Normal,6.6
50,680,0.1,0.036,12.5,35.5,-55,105,0.195,5000,0.072,1020,500,UPM1H681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1975,1975,1580,1896,1690.6,MP,34000,Normal,7.06
50,680,0.1,0.04,16,20,-55,105,0.195,5000,0.08,1020,600,UPM1H681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1687.5,1687.5,1350,1620,1444.5,MP,34000,Normal,6.6
50,820,0.1,0.033,12.5,40,-55,105,0.162,5000,0.066,1230,400,UPM1H821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1800,,,MP,41000,Normal,7.57
50,820,0.1,0.036,18,20,-55,105,0.162,5000,0.072,1230,400,UPM1H821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1540,,,MP,41000,Normal,9
50,1000,0.1,0.03,16,30.5,-55,105,0.159,5000,0.06,1500,300,UPM1H102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2232,2232,1860,2176.2,1990.2,MP,50000,Normal,9.6
50,1000,0.1,0.033,18,25,-55,105,0.159,5000,0.066,1500,300,UPM1H102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2100,2100,1750,2047.5,1872.5,MP,50000,Normal,10.6
50,1200,0.1,0.028,16,35.5,-55,105,0.133,5000,0.056,1800,300,UPM1H122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2040,,,MP,60000,Normal,11.8
50,1200,0.1,0.031,18,30.5,-55,105,0.133,5000,0.062,1800,300,UPM1H122MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1880,,,MP,60000,Normal,13.1
50,1500,0.1,0.026,16,40,-55,105,0.106,5000,0.052,2250,300,UPM1H152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2641.8,2641.8,2380,2594.2,2522.8,MP,75000,Normal,14.1
50,1500,0.1,0.029,18,30.5,-55,105,0.106,5000,0.058,2250,300,UPM1H152MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2331,2331,2100,2289,2226,MP,75000,Normal,13.1
50,1800,0.1,0.025,18,35.5,-55,105,0.088,5000,0.05,2700,250,UPM1H182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2350,,,MP,90000,Normal,14.2
50,2200,0.12,0.024,18,40,-55,105,0.096,5000,0.048,3300,200,UPM1H222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2786.1,2786.1,2510,2735.9,2660.6,MP,110000,Normal,17.7
63,10,0.08,1.06,5,11,-55,105,10.61,2000,2.12,19,6000,UPM1J100MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,134,134,67,107.2,80.4,EOL,630,Normal,0.44
63,12,0.08,0.93,5,11,-55,105,8.842,2000,1.86,23,6000,UPM1J120MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,72,,,EOL,756,Normal,0.44
63,15,0.08,0.73,6.3,11,-55,105,7.074,2000,1.46,28,4000,UPM1J150MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,176.64,176.64,92,143.52,109.48,EOL,945,Normal,0.59
63,18,0.08,0.63,6.3,11,-55,105,5.895,2000,1.26,34,4000,UPM1J180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,100,,,EOL,1134,Normal,0.59
63,22,0.08,0.52,6.3,11,-55,105,4.823,2000,1.04,42,4000,UPM1J220MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,203.5,203.5,110,167.2,130.9,EOL,1386,Normal,0.59
63,27,0.08,0.43,6.3,11,-55,105,3.93,2000,0.86,51,4000,UPM1J270MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,130,,,EOL,1701,Normal,0.59
63,33,0.08,0.35,6.3,15,-55,105,3.215,2000,0.7,62,4000,UPM1J330MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,297.5,297.5,170,249.9,197.2,EOL,2079,Normal,0.72
63,39,0.08,0.3,6.3,15,-55,105,2.721,2000,0.6,74,4000,UPM1J390MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,190,,,EOL,2457,Normal,0.72
63,47,0.08,0.25,8,11.5,-55,105,2.258,3000,0.5,89,3000,UPM1J470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,359.05,359.05,215,305.3,242.95,MP,2961,Normal,1.19
63,56,0.08,0.21,8,15,-55,105,1.895,3000,0.42,106,2000,UPM1J560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,275,,,MP,3528,Normal,1.36
63,56,0.08,0.23,10,12.5,-55,105,1.895,5000,0.46,106,2000,UPM1J560MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,275,,,MP,3528,Normal,1.49
63,68,0.08,0.17,8,15,-55,105,1.56,3000,0.34,129,2000,UPM1J680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500.85,500.85,315,434.7,349.65,MP,4284,Normal,1.36
63,68,0.08,0.19,10,12.5,-55,105,1.56,5000,0.38,129,2000,UPM1J680MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,492.9,492.9,310,427.8,344.1,MP,4284,Normal,1.49
63,82,0.08,0.15,8,20,-55,105,1.294,3000,0.3,155,2000,UPM1J820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,385,,,MP,5166,Normal,1.66
63,82,0.08,0.16,10,16,-55,105,1.294,5000,0.32,155,1800,UPM1J820MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,375,,,MP,5166,Normal,1.77
63,100,0.08,0.12,10,20,-55,105,1.061,5000,0.24,189,1400,UPM1J101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,762.3,762.3,495,668.25,554.4,MP,6300,Normal,2.34
63,100,0.08,0.14,12.5,15,-55,105,1.061,5000,0.28,189,1200,UPM1J101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,708.4,708.4,460,621,515.2,MP,6300,Normal,2.96
63,120,0.08,0.1,10,20,-55,105,0.884,5000,0.2,227,1400,UPM1J121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,555,,,MP,7560,Normal,2.34
63,120,0.08,0.12,12.5,15,-55,105,0.884,5000,0.24,227,1200,UPM1J121MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,510,,,MP,7560,Normal,2.96
63,150,0.08,0.09,10,25,-55,105,0.707,5000,0.18,284,1200,UPM1J151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,977.55,977.55,665,877.8,731.5,MP,9450,Normal,3.07
63,150,0.08,0.095,12.5,15,-55,105,0.707,5000,0.19,284,1200,UPM1J151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,867.3,867.3,590,778.8,649,MP,9450,Normal,2.96
63,180,0.08,0.075,10,30.5,-55,105,0.589,5000,0.15,340,1000,UPM1J181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,790,,,MP,11340,Normal,3.21
63,180,0.08,0.08,16,15,-55,105,0.589,5000,0.16,340,700,UPM1J181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,750,,,MP,11340,Normal,4.74
63,220,0.08,0.065,12.5,20,-55,105,0.482,5000,0.13,416,1000,UPM1J221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1177.35,1177.35,835,1068.8,918.5,MP,13860,Normal,3.43
63,220,0.08,0.07,16,15,-55,105,0.482,5000,0.14,416,700,UPM1J221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1156.2,1156.2,820,1049.6,902,MP,13860,Normal,4.74
63,270,0.08,0.055,12.5,25,-55,105,0.393,5000,0.11,510,800,UPM1J271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1000,,,MP,17010,Normal,4.56
63,270,0.08,0.06,18,15,-55,105,0.393,5000,0.12,510,400,UPM1J271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,965,,,MP,17010,Normal,6.31
63,330,0.08,0.049,12.5,25,-55,105,0.322,5000,0.098,624,800,UPM1J331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1471.5,1471.5,1090,1373.4,1188.1,MP,20790,Normal,4.56
63,330,0.08,0.05,18,15,-55,105,0.322,5000,0.1,624,400,UPM1J331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1458,1458,1080,1360.8,1177.2,MP,20790,Normal,6.31
63,390,0.08,0.043,12.5,30.5,-55,105,0.272,5000,0.086,737,600,UPM1J391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1260,,,MP,24570,Normal,6.01
63,390,0.08,0.047,16,20,-55,105,0.272,5000,0.094,737,600,UPM1J391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1170,,,MP,24570,Normal,6.6
63,470,0.08,0.039,12.5,35.5,-55,105,0.226,5000,0.078,888,500,UPM1J471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1846,1846,1420,1732.4,1533.6,MP,29610,Normal,7.06
63,470,0.08,0.042,16,25,-55,105,0.226,5000,0.084,888,400,UPM1J471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1768,1768,1360,1659.2,1468.8,MP,29610,Normal,8.2
63,560,0.08,0.035,12.5,40,-55,105,0.189,5000,0.07,1058,400,UPM1J561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1590,,,MP,35280,Normal,7.57
63,560,0.08,0.039,18,20,-55,105,0.189,5000,0.078,1058,400,UPM1J561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1410,,,MP,35280,Normal,9
63,680,0.08,0.032,16,30.5,-55,105,0.156,5000,0.064,1285,300,UPM1J681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2125,2125,1700,2040,1819,MP,42840,Normal,9.6
63,680,0.08,0.035,18,25,-55,105,0.156,5000,0.07,1285,300,UPM1J681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2012.5,2012.5,1610,1932,1722.7,MP,42840,Normal,10.6
63,820,0.08,0.029,16,35.5,-55,105,0.129,5000,0.058,1550,300,UPM1J821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1890,,,MP,51660,Normal,11.8
63,820,0.08,0.032,18,30.5,-55,105,0.129,5000,0.064,1550,300,UPM1J821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1790,,,MP,51660,Normal,13.1
63,1000,0.08,0.027,16,40,-55,105,0.133,5000,0.054,1890,300,UPM1J102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2460,2460,2050,2398.5,2193.5,MP,63000,Normal,14.1
63,1000,0.08,0.029,18,35.5,-55,105,0.133,5000,0.058,1890,250,UPM1J102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2364,2364,1970,2304.9,2107.9,MP,63000,Normal,14.2
63,1200,0.08,0.025,18,40,-55,105,0.111,5000,0.05,2268,200,UPM1J122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,2210,,,MP,75600,Normal,17.7
80,4.7,0.08,4.2,5,11,-55,105,22.575,2000,11,11,6000,UPM1K4R7MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,26,,,EOL,376,Normal,0.44
80,6.8,0.08,2.6,5,11,-55,105,15.603,2000,7,16,6000,UPM1K6R8MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,34,,,EOL,544,Normal,0.44
80,10,0.08,1.7,6.3,11,-55,105,10.61,2000,4.6,24,4000,UPM1K100MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,86,86,43,68.8,51.6,EOL,800,Normal,0.59
80,12,0.08,1.4,6.3,11,-55,105,8.842,2000,3.8,29,4000,UPM1K120MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,48,,,EOL,960,Normal,0.59
80,15,0.08,1.2,6.3,11,-55,105,7.074,2000,3.2,36,4000,UPM1K150MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,99.84,99.84,52,81.12,61.88,EOL,1200,Normal,0.59
80,18,0.08,1,6.3,11,-55,105,5.895,2000,2.7,43,4000,UPM1K180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,78,,,EOL,1440,Normal,0.59
80,22,0.08,0.77,6.3,15,-55,105,4.823,2000,2.1,53,4000,UPM1K220MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,175.75,175.75,95,144.4,113.05,EOL,1760,Normal,0.72
80,27,0.08,0.63,6.3,15,-55,105,3.93,2000,1.7,65,4000,UPM1K270MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,115,,,EOL,2160,Normal,0.72
80,33,0.08,0.53,8,11.5,-55,105,3.215,3000,1.4,79,3000,UPM1K330MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,262.5,262.5,150,220.5,174,MP,2640,Normal,1.19
80,39,0.08,0.46,8,15,-55,105,2.721,3000,1.2,94,2000,UPM1K390MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,170,,,MP,3120,Normal,1.36
80,39,0.08,0.49,10,12.5,-55,105,2.721,5000,1.3,94,2000,UPM1K390MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,215,,,MP,3120,Normal,1.49
80,47,0.08,0.39,8,15,-55,105,2.258,3000,1.1,113,2000,UPM1K470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,359.05,359.05,215,305.3,242.95,MP,3760,Normal,1.36
80,47,0.08,0.42,10,12.5,-55,105,2.258,5000,1.1,113,2000,UPM1K470MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,409.15,409.15,245,347.9,276.85,MP,3760,Normal,1.49
80,56,0.08,0.34,8,20,-55,105,1.895,3000,0.92,134,2000,UPM1K560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,295,,,MP,4480,Normal,1.66
80,56,0.08,0.36,10,16,-55,105,1.895,5000,0.97,134,1800,UPM1K560MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,305,,,MP,4480,Normal,1.77
80,68,0.08,0.28,10,20,-55,105,1.56,5000,0.76,163,1400,UPM1K680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,564.45,564.45,355,489.9,394.05,MP,5440,Normal,2.34
80,68,0.08,0.31,12.5,15,-55,105,1.56,5000,0.84,163,1200,UPM1K680MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,516.75,516.75,325,448.5,360.75,MP,5440,Normal,2.96
80,82,0.08,0.25,10,20,-55,105,1.294,5000,0.68,197,1400,UPM1K820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,395,,,MP,6560,Normal,2.34
80,82,0.08,0.27,12.5,15,-55,105,1.294,5000,0.73,197,1200,UPM1K820MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,355,,,MP,6560,Normal,2.96
80,100,0.08,0.21,10,25,-55,105,1.061,5000,0.57,240,1200,UPM1K101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,808.5,808.5,525,708.75,588,MP,8000,Normal,3.07
80,100,0.08,0.23,12.5,15,-55,105,1.061,5000,0.62,240,1200,UPM1K101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,616,616,400,540,448,MP,8000,Normal,2.96
80,120,0.08,0.18,10,30.5,-55,105,0.884,5000,0.49,288,1000,UPM1K121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,585,,,MP,9600,Normal,3.21
80,120,0.08,0.2,16,15,-55,105,0.884,5000,0.54,288,700,UPM1K121MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,445,,,MP,9600,Normal,4.74
80,150,0.08,0.15,10,30.5,-55,105,0.707,5000,0.41,360,1000,UPM1K151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,977.55,977.55,665,877.8,731.5,MP,12000,Normal,3.21
80,150,0.08,0.18,16,15,-55,105,0.707,5000,0.47,360,700,UPM1K151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,690.9,690.9,470,620.4,517,MP,12000,Normal,4.74
80,180,0.08,0.13,12.5,25,-55,105,0.589,5000,0.35,432,800,UPM1K181MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,735,,,MP,14400,Normal,4.56
80,180,0.08,0.15,16,15,-55,105,0.589,5000,0.41,432,700,UPM1K181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,545,,,MP,14400,Normal,4.74
80,220,0.08,0.12,12.5,30.5,-55,105,0.482,5000,0.32,528,600,UPM1K221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1191.45,1191.45,845,1081.6,929.5,MP,17600,Normal,6.01
80,220,0.08,0.13,18,15,-55,105,0.482,5000,0.35,528,400,UPM1K221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,909.45,909.45,645,825.6,709.5,MP,17600,Normal,6.31
80,270,0.08,0.1,12.5,30.5,-55,105,0.393,5000,0.27,648,600,UPM1K271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,945,,,MP,21600,Normal,6.01
80,270,0.08,0.11,16,20,-55,105,0.393,5000,0.3,648,600,UPM1K271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,920,,,MP,21600,Normal,6.6
80,330,0.08,0.088,12.5,35.5,-55,105,0.322,5000,0.24,792,500,UPM1K331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1485,1485,1100,1386,1199,MP,26400,Normal,7.06
80,330,0.08,0.099,16,25,-55,105,0.322,5000,0.27,792,400,UPM1K331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1485,1485,1100,1386,1199,MP,26400,Normal,8.2
80,390,0.08,0.078,12.5,40,-55,105,0.272,5000,0.21,936,400,UPM1K391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1250,,,MP,31200,Normal,7.57
80,390,0.08,0.089,18,20,-55,105,0.272,5000,0.24,936,400,UPM1K391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1120,,,MP,31200,Normal,9
80,470,0.08,0.069,16,30.5,-55,105,0.226,5000,0.19,1128,300,UPM1K471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1859,1859,1430,1744.6,1544.4,MP,37600,Normal,9.6
80,470,0.08,0.08,18,25,-55,105,0.226,5000,0.22,1128,300,UPM1K471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1716,1716,1320,1610.4,1425.6,MP,37600,Normal,10.6
80,560,0.08,0.062,16,35.5,-55,105,0.189,5000,0.17,1344,300,UPM1K561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1640,,,MP,44800,Normal,11.8
80,560,0.08,0.072,18,30.5,-55,105,0.189,5000,0.19,1344,300,UPM1K561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1430,,,MP,44800,Normal,13.1
80,680,0.08,0.055,16,40,-55,105,0.156,5000,0.15,1632,300,UPM1K681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2287.5,2287.5,1830,2196,1958.1,MP,54400,Normal,14.1
80,680,0.08,0.065,18,30.5,-55,105,0.156,5000,0.18,1632,300,UPM1K681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1925,1925,1540,1848,1647.8,MP,54400,Normal,13.1
80,820,0.08,0.049,18,35.5,-55,105,0.129,5000,0.13,1968,250,UPM1K821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1910,,,MP,65600,Normal,14.2
80,1000,0.08,0.044,18,40,-55,105,0.133,5000,0.12,2400,200,UPM1K102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2460,2460,2050,2398.5,2193.5,MP,80000,Normal,17.7
100,2.2,0.08,6.6,5,11,-55,105,48.229,2000,18,7,6000,UPM2A2R2MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,21,,,EOL,220.00000000000003,Normal,0.44
100,3.3,0.08,4.1,5,11,-55,105,32.153,2000,11,10,6000,UPM2A3R3MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,27,,,EOL,330,Normal,0.44
100,4.7,0.08,2.8,6.3,11,-55,105,22.575,2000,7.6,14,4000,UPM2A4R7MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,34,,,EOL,470,Normal,0.59
100,6.8,0.08,1.9,6.3,11,-55,105,15.603,2000,5.1,20,4000,UPM2A6R8MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,41,,,EOL,680,Normal,0.59
100,10,0.08,1.2,6.3,11,-55,105,10.61,2000,3.2,30,4000,UPM2A100MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,104,104,52,83.2,62.4,EOL,1000,Normal,0.59
100,12,0.08,1,6.3,11,-55,105,8.842,2000,2.7,36,4000,UPM2A120MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,75,,,EOL,1200,Normal,0.59
100,15,0.08,0.81,6.3,15,-55,105,7.074,2000,2.2,45,4000,UPM2A150MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,172.8,172.8,90,140.4,107.1,EOL,1500,Normal,0.72
100,18,0.08,0.67,6.3,15,-55,105,5.895,2000,1.8,54,4000,UPM2A180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,110,,,EOL,1800,Normal,0.72
100,22,0.08,0.55,8,11.5,-55,105,4.823,3000,1.5,66,3000,UPM2A220MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,268.25,268.25,145,220.4,172.55,MP,2200,Normal,1.19
100,27,0.08,0.47,8,15,-55,105,3.93,3000,1.3,81,2000,UPM2A270MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,160,,,MP,2700,Normal,1.36
100,27,0.08,0.5,10,12.5,-55,105,3.93,5000,1.4,81,2000,UPM2A270MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,205,,,MP,2700,Normal,1.49
100,33,0.08,0.38,8,15,-55,105,3.215,3000,1,99,2000,UPM2A330MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,350,350,200,294,232,MP,3300,Normal,1.36
100,33,0.08,0.42,10,12.5,-55,105,3.215,5000,1.1,99,2000,UPM2A330MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,402.5,402.5,230,338.1,266.8,MP,3300,Normal,1.49
100,39,0.08,0.33,8,20,-55,105,2.721,3000,0.89,117,2000,UPM2A390MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,280,,,MP,3900,Normal,1.66
100,39,0.08,0.36,10,16,-55,105,2.721,5000,0.97,117,1800,UPM2A390MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,285,,,MP,3900,Normal,1.77
100,47,0.08,0.28,10,20,-55,105,2.258,5000,0.76,141,1400,UPM2A470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,567.8,567.8,340,482.8,384.2,MP,4700,Normal,2.34
100,47,0.08,0.31,12.5,15,-55,105,2.258,5000,0.84,141,1200,UPM2A470MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,517.7,517.7,310,440.2,350.3,MP,4700,Normal,2.96
100,56,0.08,0.24,10,20,-55,105,1.895,5000,0.65,168,1400,UPM2A560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,375,,,MP,5600,Normal,2.34
100,56,0.08,0.27,12.5,15,-55,105,1.895,5000,0.73,168,1200,UPM2A560MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,340,,,MP,5600,Normal,2.96
