Voltage,Capacitance,Dissipation Factor,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Ripple Current 105°C@50Hz,Status,VC,Vibration resistant,Weight (g)
50,3.3,0.14,5,11,-55,105,56.267,1000,5,6000,UKT1H3R3MDD,Uni-Polar,Radial Lead,105degC Standard,,25,,,,EOL,165,Normal,0.44
50,4.7,0.14,5,11,-55,105,39.507,1000,7,6000,UKT1H4R7MDD,Uni-Polar,Radial Lead,105degC Standard,,30,,,,EOL,235,Normal,0.44
50,10,0.14,5,11,-55,105,18.568,1000,15,6000,UKT1H100MDD,Uni-Polar,Radial Lead,105degC Standard,,46,,,,EOL,500,Normal,0.44
50,22,0.14,5,11,-55,105,8.44,1000,33,6000,UKT1H220MDD,Uni-Polar,Radial Lead,105degC Standard,,68,,,,EOL,1100,Normal,0.44
50,33,0.14,5,11,-55,105,5.627,1000,50,6000,UKT1H330MDD,Uni-Polar,Radial Lead,105degC Standard,,90,,,,EOL,1650,Normal,0.44
50,47,0.14,6.3,11,-55,105,3.951,1000,71,4000,UKT1H470MED,Uni-Polar,Radial Lead,105degC Standard,,115,,,,EOL,2350,Normal,0.59
50,100,0.14,8,11.5,-55,105,1.857,1000,150,3000,UKT1H101MPD,Uni-Polar,Radial Lead,105degC Standard,285,190,254.6,233.7,152,MP,5000,Normal,1.19
50,220,0.14,10,12.5,-55,105,0.844,1000,330,2000,UKT1H221MPD,Uni-Polar,Radial Lead,105degC Standard,450,300,402,369,240,MP,11000,Normal,1.49
50,330,0.14,10,16,-55,105,0.563,1000,495,1800,UKT1H331MPD,Uni-Polar,Radial Lead,105degC Standard,615,410,549.4,504.3,328,MP,16500,Normal,1.77
50,470,0.14,12.5,20,-55,105,0.395,1000,705,1000,UKT1H471MHD,Uni-Polar,Radial Lead,105degC Standard,795,530,710.2,651.9,424,MP,23500,Normal,3.43
50,1000,0.14,12.5,30.5,-55,105,0.212,1000,1500,600,UKT1H102MHD,Uni-Polar,Radial Lead,105degC Standard,1196,1040,1175.2,1144,884,MP,50000,Normal,6.01
50,2200,0.16,16,35.5,-55,105,0.121,1000,3300,300,UKT1H222MHD,Uni-Polar,Radial Lead,105degC Standard,1690.5,1470,1661.1,1617,1249.5,MP,110000,Normal,11.8
50,3300,0.18,18,35.5,-55,105,0.096,1000,4950,250,UKT1H332MHD,Uni-Polar,Radial Lead,105degC Standard,2035.5,1770,2000.1,1947,1504.5,MP,165000,Normal,14.2
50,4700,0.2,20,40,-55,105,0.079,1000,7050,150,UKT1H472MRD,Uni-Polar,Radial Lead,105degC Standard,2415,2100,2373,2310,1785,EOL,235000,Normal,19.6
50,6800,0.24,22,50,-55,105,0.07,1000,10200,250,UKT1H682MRD,Uni-Polar,Radial Lead,105degC Standard,2875,2500,2825,2750,2125,EOL,340000,Normal,27.4
