Voltage,Capacitance,Dissipation Factor,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@50Hz,Status,VC,Vibration resistant,Weight (g)
350,150,0.24,18,35.5,-40,105,2.122,12000,2200,250,UCY2V151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1944,1944,1080,1728,864,MP,52500,Normal,14.2
350,180,0.24,18,40,-40,105,1.768,12000,2620,200,UCY2V181MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,2169,2169,1205,1928,964,MP,63000,Normal,17.7
350,220,0.24,18,46,-40,105,1.447,12000,3180,200,UCY2V221MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,2340,2340,1300,2080,1040,MP,77000,Normal,20.9
400,6.8,0.24,10,16,-40,105,46.81,10000,209,1800,UCY2G6R8MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,252,252,140,224,112,MP,2720,Normal,1.77
400,10,0.24,10,16,-40,105,31.831,10000,260,1800,UCY2G100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,270,270,150,240,120,MP,4000,Normal,1.77
400,12,0.24,10,20,-40,105,26.526,10000,292,1400,UCY2G120MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,315,315,175,280,140,MP,4800,Normal,2.34
400,15,0.24,10,20,-40,105,21.221,10000,340,1400,UCY2G150MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,324,324,180,288,144,MP,6000,Normal,2.34
400,18,0.24,10,25,-40,105,17.684,12000,388,1200,UCY2G180MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,423,423,235,376,188,MP,7200,Normal,3.07
400,22,0.24,10,30.5,-40,105,14.469,12000,452,1000,UCY2G220MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,495,495,275,440,220,MP,8800,Normal,3.21
400,27,0.24,12.5,20,-40,105,11.789,10000,532,1000,UCY2G270MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,648,648,360,576,288,MP,10800,Normal,3.43
400,33,0.24,12.5,25,-40,105,9.646,12000,628,800,UCY2G330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,693,693,385,616,308,MP,13200,Normal,4.56
400,33,0.24,16,20,-40,105,9.646,10000,628,600,UCY2G330MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,810,810,450,720,360,MP,13200,Normal,6.6
400,39,0.24,12.5,25,-40,105,8.162,12000,724,800,UCY2G390MHD9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,693,693,385,616,308,MP,15600,Normal,4.56
400,39,0.24,12.5,30.5,-40,105,8.162,12000,724,600,UCY2G390MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,837,837,465,744,372,MP,15600,Normal,6.01
400,47,0.24,12.5,30.5,-40,105,6.773,12000,852,600,UCY2G470MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,918,918,510,816,408,MP,18800,Normal,6.01
400,47,0.24,16,20,-40,105,6.773,10000,852,600,UCY2G470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,936,936,520,832,416,MP,18800,Normal,6.6
400,47,0.24,18,20,-40,105,6.773,10000,852,400,UCY2G470MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1062,1062,590,944,472,MP,18800,Normal,9
400,56,0.24,12.5,35.5,-40,105,5.684,12000,996,500,UCY2G560MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1134,1134,630,1008,504,MP,22400,Normal,7.06
400,56,0.24,16,25,-40,105,5.684,12000,996,400,UCY2G560MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1053,1053,585,936,468,MP,22400,Normal,8.2
400,56,0.24,18,20,-40,105,5.684,10000,996,400,UCY2G560MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1080,1080,600,960,480,MP,22400,Normal,9
400,68,0.24,12.5,40,-40,105,4.681,12000,1188,400,UCY2G680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1296,1296,720,1152,576,MP,27200,Normal,7.57
400,68,0.24,16,25,-40,105,4.681,12000,1188,400,UCY2G680MHD9,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1152,1152,640,1024,512,MP,27200,Normal,8.2
400,68,0.24,18,25,-40,105,4.681,12000,1188,300,UCY2G680MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1323,1323,735,1176,588,MP,27200,Normal,10.6
400,82,0.24,16,30.5,-40,105,3.882,12000,1412,300,UCY2G820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1449,1449,805,1288,644,MP,32800,Normal,9.6
400,82,0.24,18,25,-40,105,3.882,12000,1412,300,UCY2G820MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1377,1377,765,1224,612,MP,32800,Normal,10.6
400,100,0.24,16,35.5,-40,105,3.183,12000,1700,300,UCY2G101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1530,1530,850,1360,680,MP,40000,Normal,11.8
400,100,0.24,18,30.5,-40,105,3.183,12000,1700,300,UCY2G101MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1575,1575,875,1400,700,MP,40000,Normal,13.1
400,120,0.24,16,40,-40,105,2.653,12000,2020,300,UCY2G121MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1710,1710,950,1520,760,MP,48000,Normal,14.1
400,120,0.24,18,30.5,-40,105,2.653,12000,2020,300,UCY2G121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1692,1692,940,1504,752,MP,48000,Normal,13.1
400,120,0.24,18,35.5,-40,105,2.653,12000,2020,250,UCY2G121MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1728,1728,960,1536,768,MP,48000,Normal,14.2
400,150,0.24,18,40,-40,105,2.122,12000,2500,200,UCY2G151MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1854,1854,1030,1648,824,MP,60000,Normal,17.7
400,180,0.24,18,46,-40,105,1.768,12000,2980,200,UCY2G181MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1998,1998,1110,1776,888,MP,72000,Normal,20.9
420,6.8,0.24,10,16,-40,105,46.81,10000,214,1800,UCYW66R8MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,189,189,105,168,84,MP,2856,Normal,1.77
420,10,0.24,10,20,-40,105,31.831,10000,268,1400,UCYW6100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,243,243,135,216,108,MP,4200,Normal,2.34
420,12,0.24,10,20,-40,105,26.526,10000,302,1400,UCYW6120MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,270,270,150,240,120,MP,5040,Normal,2.34
420,15,0.24,10,25,-40,105,21.221,12000,352,1200,UCYW6150MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,333,333,185,296,148,MP,6300,Normal,3.07
420,18,0.24,10,30.5,-40,105,17.684,12000,402,1000,UCYW6180MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,387,387,215,344,172,MP,7560,Normal,3.21
420,22,0.24,12.5,20,-40,105,14.469,10000,470,1000,UCYW6220MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,513,513,285,456,228,MP,9240,Normal,3.43
420,27,0.24,12.5,25,-40,105,11.789,12000,554,800,UCYW6270MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,612,612,340,544,272,MP,11340,Normal,4.56
420,33,0.24,12.5,30.5,-40,105,9.646,12000,654,600,UCYW6330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,720,720,400,640,320,MP,13860,Normal,6.01
420,33,0.24,16,20,-40,105,9.646,10000,654,600,UCYW6330MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,693,693,385,616,308,MP,13860,Normal,6.6
420,39,0.24,12.5,30.5,-40,105,8.162,12000,755,600,UCYW6390MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,774,774,430,688,344,MP,16380,Normal,6.01
420,47,0.24,12.5,35.5,-40,105,6.773,12000,890,500,UCYW6470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,909,909,505,808,404,MP,19740,Normal,7.06
420,47,0.24,16,25,-40,105,6.773,12000,890,400,UCYW6470MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,900,900,500,800,400,MP,19740,Normal,8.2
420,47,0.24,18,20,-40,105,6.773,10000,890,400,UCYW6470MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,864,864,480,768,384,MP,19740,Normal,9
420,56,0.24,12.5,40,-40,105,5.684,12000,1041,400,UCYW6560MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1026,1026,570,912,456,MP,23520,Normal,7.57
420,68,0.24,16,30.5,-40,105,4.681,12000,1242,300,UCYW6680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1161,1161,645,1032,516,MP,28560,Normal,9.6
420,68,0.24,18,25,-40,105,4.681,12000,1242,300,UCYW6680MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1107,1107,615,984,492,MP,28560,Normal,10.6
420,82,0.24,16,35.5,-40,105,3.882,12000,1478,300,UCYW6820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1305,1305,725,1160,580,MP,34440,Normal,11.8
420,82,0.24,18,30.5,-40,105,3.882,12000,1478,300,UCYW6820MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1314,1314,730,1168,584,MP,34440,Normal,13.1
420,100,0.24,16,40,-40,105,3.183,12000,1780,300,UCYW6101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1485,1485,825,1320,660,MP,42000,Normal,14.1
420,100,0.24,18,35.5,-40,105,3.183,12000,1780,250,UCYW6101MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1503,1503,835,1336,668,MP,42000,Normal,14.2
420,120,0.24,18,40,-40,105,2.653,12000,2116,200,UCYW6121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1674,1674,930,1488,744,MP,50400,Normal,17.7
420,120,0.24,18,46,-40,105,2.653,12000,2116,200,UCYW6121MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1701,1701,945,1512,756,MP,50400,Normal,20.9
450,6.8,0.24,10,16,-40,105,46.81,10000,222,1800,UCY2W6R8MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,189,189,105,168,84,MP,3060,Normal,1.77
450,10,0.24,10,20,-40,105,31.831,10000,280,1400,UCY2W100MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,243,243,135,216,108,MP,4500,Normal,2.34
450,12,0.24,10,20,-40,105,26.526,10000,316,1400,UCY2W120MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,270,270,150,240,120,MP,5400,Normal,2.34
450,15,0.24,10,25,-40,105,21.221,12000,370,1200,UCY2W150MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,333,333,185,296,148,MP,6750,Normal,3.07
450,18,0.24,10,30.5,-40,105,17.684,12000,424,1000,UCY2W180MPD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,387,387,215,344,172,MP,8100,Normal,3.21
450,18,0.24,12.5,20,-40,105,17.684,10000,424,1000,UCY2W180MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,459,459,255,408,204,MP,8100,Normal,3.43
450,22,0.24,12.5,25,-40,105,14.469,12000,496,800,UCY2W220MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,540,540,300,480,240,MP,9900,Normal,4.56
450,27,0.24,12.5,25,-40,105,11.789,12000,586,800,UCY2W270MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,612,612,340,544,272,MP,12150,Normal,4.56
450,33,0.24,12.5,30.5,-40,105,9.646,12000,694,600,UCY2W330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,720,720,400,640,320,MP,14850,Normal,6.01
450,33,0.24,16,20,-40,105,9.646,10000,694,600,UCY2W330MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,693,693,385,616,308,MP,14850,Normal,6.6
450,39,0.24,12.5,35.5,-40,105,8.162,12000,802,500,UCY2W390MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,828,828,460,736,368,MP,17550,Normal,7.06
450,39,0.24,18,20,-40,105,8.162,10000,802,400,UCY2W390MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,792,792,440,704,352,MP,17550,Normal,9
450,47,0.24,12.5,40,-40,105,6.773,12000,946,400,UCY2W470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,945,945,525,840,420,MP,21150,Normal,7.57
450,47,0.24,16,25,-40,105,6.773,12000,946,400,UCY2W470MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,900,900,500,800,400,MP,21150,Normal,8.2
450,56,0.24,16,30.5,-40,105,5.684,12000,1108,300,UCY2W560MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1053,1053,585,936,468,MP,25200,Normal,9.6
450,56,0.24,18,25,-40,105,5.684,12000,1108,300,UCY2W560MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1008,1008,560,896,448,MP,25200,Normal,10.6
450,68,0.24,16,35.5,-40,105,4.681,12000,1324,300,UCY2W680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1188,1188,660,1056,528,MP,30600,Normal,11.8
450,82,0.24,16,40,-40,105,3.882,12000,1576,300,UCY2W820MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1350,1350,750,1200,600,MP,36900,Normal,14.1
450,82,0.24,18,30.5,-40,105,3.882,12000,1576,300,UCY2W820MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1314,1314,730,1168,584,MP,36900,Normal,13.1
450,100,0.24,18,35.5,-40,105,3.183,12000,1900,250,UCY2W101MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1503,1503,835,1336,668,MP,45000,Normal,14.2
450,120,0.24,18,40,-40,105,2.653,12000,2260,200,UCY2W121MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1674,1674,930,1488,744,MP,54000,Normal,17.7
450,120,0.24,18,46,-40,105,2.653,12000,2260,200,UCY2W121MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,1701,1701,945,1512,756,MP,54000,Normal,20.9
500,10,0.24,12.5,20,-40,105,31.831,10000,300,1000,UCY2H100MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,288,288,160,256,128,MP,5000,Normal,3.43
500,15,0.24,12.5,25,-40,105,21.221,10000,400,800,UCY2H150MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,396,396,220,352,176,MP,7500,Normal,4.56
500,15,0.24,16,20,-40,105,21.221,10000,400,600,UCY2H150MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,396,396,220,352,176,MP,7500,Normal,6.6
500,18,0.24,12.5,30.5,-40,105,17.684,10000,460,600,UCY2H180MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,432,432,240,384,192,MP,9000,Normal,6.01
500,18,0.24,16,20,-40,105,17.684,10000,460,600,UCY2H180MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,432,432,240,384,192,MP,9000,Normal,6.6
500,22,0.24,12.5,35.5,-40,105,14.469,10000,540,500,UCY2H220MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,504,504,280,448,224,MP,11000,Normal,7.06
500,22,0.24,16,25,-40,105,14.469,10000,540,400,UCY2H220MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,504,504,280,448,224,MP,11000,Normal,8.2
500,22,0.24,18,20,-40,105,14.469,10000,540,400,UCY2H220MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,504,504,280,448,224,MP,11000,Normal,9
500,27,0.24,12.5,40,-40,105,11.789,10000,640,400,UCY2H270MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,558,558,310,496,248,MP,13500,Normal,7.57
500,27,0.24,16,25,-40,105,11.789,10000,640,400,UCY2H270MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,558,558,310,496,248,MP,13500,Normal,8.2
500,33,0.24,16,30.5,-40,105,9.646,10000,760,300,UCY2H330MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,630,630,350,560,280,MP,16500,Normal,9.6
500,33,0.24,18,25,-40,105,9.646,10000,760,300,UCY2H330MHD3,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,630,630,350,560,280,MP,16500,Normal,10.6
500,39,0.24,16,35.5,-40,105,8.162,10000,880,300,UCY2H390MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,684,684,380,608,304,MP,19500,Normal,11.8
500,47,0.24,16,40,-40,105,6.773,10000,1040,300,UCY2H470MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,792,792,440,704,352,MP,23500,Normal,14.1
500,47,0.24,18,30.5,-40,105,6.773,10000,1040,300,UCY2H470MHD6,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,792,792,440,704,352,MP,23500,Normal,13.1
500,56,0.24,18,35.5,-40,105,5.684,10000,1220,250,UCY2H560MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,864,864,480,768,384,MP,28000,Normal,14.2
500,68,0.24,18,40,-40,105,4.681,10000,1460,200,UCY2H680MHD,Uni-Polar,Radial Lead,Minitualized Hi-Ripple Cur. Hi-Reliability,945,945,525,840,420,MP,34000,Normal,17.7
