Voltage,Capacitance,Dissipation Factor,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,ESR(est.) 20°C@120Hz,Endurance,Lead Diameter,Lead Space,Lead Space Taping,Lead Space Taping_1,Part Number,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@60Hz,Straight leads,Taping,VC
100,47,0.07,0.6,6.3,11.2,1.975,1000,0.5,2.5,5,2.5,EEUFC1H470( ),260,232.99,168.83,221.17,143.51,200,2000,4700
100,68,0.07,0.234,8,11.5,1.365,2000,0.6,3.5,5,,EEUFC1H680( ),485,434.61,314.94,412.56,267.69,200,1000,6800
100,68,0.07,0.234,8,11.5,1.365,2000,0.6,3.5,5,,EEUFC1H680( ),485,434.61,314.94,412.56,267.69,200,1000,6800
100,82,0.07,0.234,8,11.5,1.132,2000,0.6,3.5,5,,EEUFC1H820( ),485,434.61,314.94,412.56,267.69,200,1000,8200
100,82,0.07,0.234,8,11.5,1.132,2000,0.6,3.5,5,,EEUFC1H820( ),485,434.61,314.94,412.56,267.69,200,1000,8200
100,100,0.07,0.162,10,12.5,0.928,3000,0.6,5,5,,EEUFC1H101( ),615,551.1,399.35,523.15,339.45,200,500,10000
100,100,0.07,0.162,10,12.5,0.928,3000,0.6,5,5,,EEUFC1H101( ),615,551.1,399.35,523.15,339.45,200,500,10000
100,120,0.07,0.155,8,15,0.774,2000,0.6,3.5,5,,EEUFC1H121L( ),635,569.03,412.34,540.16,350.49,200,1000,12000
100,120,0.07,0.155,8,15,0.774,2000,0.6,3.5,5,,EEUFC1H121L( ),635,569.03,412.34,540.16,350.49,200,1000,12000
100,150,0.07,0.119,10,16,0.619,3000,0.6,5,5,,EEUFC1H151( ),850,761.69,551.95,723.05,469.16,200,500,15000
100,150,0.07,0.119,10,16,0.619,3000,0.6,5,5,,EEUFC1H151( ),850,761.69,551.95,723.05,469.16,200,500,15000
100,180,0.07,0.12,8,20,0.516,2000,0.6,3.5,5,,EEUFC1H181L( ),860,770.65,558.44,731.56,474.68,200,1000,18000
100,180,0.07,0.12,8,20,0.516,2000,0.6,3.5,5,,EEUFC1H181L( ),860,770.65,558.44,731.56,474.68,200,1000,18000
100,220,0.07,0.09,10,20,0.422,3000,0.6,5,5,,EEUFC1H221( ),1030,922.99,668.83,876.17,568.51,200,500,22000
100,220,0.07,0.09,10,20,0.422,3000,0.6,5,5,,EEUFC1H221( ),1030,922.99,668.83,876.17,568.51,200,500,22000
100,270,0.07,0.082,10,25,0.344,3000,0.6,5,5,,EEUFC1H271( ),1200,1075.32,779.22,1020.78,662.34,200,500,27000
100,270,0.07,0.082,10,25,0.344,3000,0.6,5,5,,EEUFC1H271( ),1200,1075.32,779.22,1020.78,662.34,200,500,27000
100,330,0.07,0.063,12.5,20,0.281,5000,0.6,5,5,,EEUFC1H331( ),1480,1326.23,961.04,1258.96,816.88,200,500,33000
100,330,0.07,0.063,12.5,20,0.281,5000,0.6,5,5,,EEUFC1H331( ),1480,1326.23,961.04,1258.96,816.88,200,500,33000
100,390,0.07,0.07,12.5,25,0.238,5000,0.6,5,5,,EEUFC1H391( ),1720,1642.41,1293.23,1551.88,1202.71,200,500,39000
100,390,0.07,0.07,12.5,25,0.238,5000,0.6,5,5,,EEUFC1H391( ),1720,1642.41,1293.23,1551.88,1202.71,200,500,39000
100,470,0.07,0.055,12.5,30,0.198,5000,0.8,5,,,EEUFC1H471L,2090,1995.71,1571.43,1885.71,1461.43,100,,47000
100,470,0.07,0.055,12.5,30,0.198,5000,0.8,5,,,EEUFC1H471L,2090,1995.71,1571.43,1885.71,1461.43,100,,47000
100,560,0.07,0.059,16,20,0.166,5000,0.8,7.5,7.5,,EEUFC1H561( ),1765,1685.38,1327.07,1592.48,1234.17,100,250,56000
100,560,0.07,0.059,16,20,0.166,5000,0.8,7.5,7.5,,EEUFC1H561( ),1765,1685.38,1327.07,1592.48,1234.17,100,250,56000
100,680,0.07,0.047,12.5,35,0.137,5000,0.8,5,,,EEUFC1H681L,2265,2162.82,1703.01,2043.61,1583.8,100,,68000
100,680,0.07,0.047,12.5,35,0.137,5000,0.8,5,,,EEUFC1H681L,2265,2162.82,1703.01,2043.61,1583.8,100,,68000
100,820,0.07,0.05,16,25,0.113,5000,0.8,7.5,7.5,,EEUFC1H821( ),2160,2062.56,1624.06,1948.87,1510.38,100,250,82000
100,820,0.07,0.05,16,25,0.113,5000,0.8,7.5,7.5,,EEUFC1H821( ),2160,2062.56,1624.06,1948.87,1510.38,100,250,82000
100,1000,0.07,0.043,16,31.5,0.119,5000,0.8,7.5,,,EEUFC1H102U,2670,2549.55,2007.52,2409.02,1866.99,100,,100000
100,1000,0.07,0.043,16,31.5,0.119,5000,0.8,7.5,,,EEUFC1H102U,2670,2549.55,2007.52,2409.02,1866.99,100,,100000
100,1200,0.07,0.03,16,40,0.099,5000,0.8,7.5,,,EEUFC1H122L,2825,2689.4,2260,2531.2,2124.4,100,,120000
100,1200,0.07,0.03,16,40,0.099,5000,0.8,7.5,,,EEUFC1H122L,2825,2689.4,2260,2531.2,2124.4,100,,120000
100,1500,0.07,0.03,18,35.5,0.08,5000,0.8,7.5,,,EEUFC1H152,3095,2946.44,2476,2773.12,2327.44,50,,150000
100,1500,0.07,0.03,18,35.5,0.08,5000,0.8,7.5,,,EEUFC1H152,3095,2946.44,2476,2773.12,2327.44,50,,150000
100,1800,0.07,0.025,18,40,0.066,5000,0.8,7.5,,,EEUFC1H182,3205,3051.16,2564,2871.68,2410.16,50,,180000
100,1800,0.07,0.025,18,40,0.066,5000,0.8,7.5,,,EEUFC1H182,3205,3051.16,2564,2871.68,2410.16,50,,180000
100,2200,0.07,0.023,18,35.5,0.066,5000,0.8,7.5,,,EEUFC1H222,3100,2951.2,2480,2777.6,2331.2,50,,220000
100,2200,0.07,0.023,18,35.5,0.066,5000,0.8,7.5,,,EEUFC1H222,3100,2951.2,2480,2777.6,2331.2,50,,220000
