Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Status,Vibration resistant,Weight (g)
16,3900,0.065,0.011,12.5,35.5,-40,105,0.19,6000,0.029,624,500,UHV1C392MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3925,MP,Normal,7.06
16,4700,0.059,0.012,16,25,-40,105,0.21,6000,0.033,752,400,UHV1C472MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3990,MP,Normal,8.2
25,68,2.536,0.23,5,11,-40,105,0.13,5000,0.76,17,6000,UHV1E680MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,360,EOL,Normal,0.44
25,100,1.724,0.1,6.3,11,-40,105,0.13,5000,0.33,25,4000,UHV1E101MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,450,EOL,Normal,0.59
25,150,1.149,0.1,6.3,11,-40,105,0.13,5000,0.33,38,4000,UHV1E151MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,550,EOL,Normal,0.59
25,220,0.784,0.059,8,11.5,-40,105,0.13,6000,0.181,55,3000,UHV1E221MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,810,MP,Normal,1.19
25,270,0.639,0.059,8,11.5,-40,105,0.13,6000,0.181,68,3000,UHV1E271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,900,MP,Normal,1.19
25,330,0.522,0.059,8,11.5,-40,105,0.13,6000,0.181,83,3000,UHV1E331MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,990,MP,Normal,1.19
25,390,0.442,0.046,8,15,-40,105,0.13,6000,0.143,98,2000,UHV1E391MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1330,MP,Normal,1.36
25,470,0.367,0.043,10,12.5,-40,105,0.13,6000,0.133,118,2000,UHV1E471MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1360,MP,Normal,1.49
25,560,0.308,0.031,8,20,-40,105,0.13,6000,0.105,140,2000,UHV1E561MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1550,MP,Normal,1.66
25,680,0.254,0.03,10,16,-40,105,0.13,6000,0.095,170,1800,UHV1E681MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1815,MP,Normal,1.77
25,820,0.21,0.019,10,20,-40,105,0.13,6000,0.057,205,1400,UHV1E821MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2160,MP,Normal,2.34
25,1000,0.172,0.017,10,25,-40,105,0.13,6000,0.051,250,1200,UHV1E102MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2475,MP,Normal,3.07
25,1200,0.144,0.016,12.5,20,-40,105,0.13,6000,0.041,300,1000,UHV1E122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2475,MP,Normal,3.43
25,1500,0.115,0.016,12.5,20,-40,105,0.13,6000,0.041,375,1000,UHV1E152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2725,MP,Normal,3.43
25,1800,0.096,0.014,12.5,25,-40,105,0.13,6000,0.036,450,800,UHV1E182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3190,MP,Normal,4.56
25,2200,0.09,0.012,12.5,30.5,-40,105,0.15,6000,0.031,550,600,UHV1E222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3795,MP,Normal,6.01
25,2200,0.09,0.014,16,20,-40,105,0.15,6000,0.036,550,600,UHV1E222MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3575,MP,Normal,6.6
25,2700,0.074,0.011,12.5,35.5,-40,105,0.15,6000,0.029,675,500,UHV1E272MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3925,MP,Normal,7.06
25,3300,0.068,0.012,16,25,-40,105,0.17,6000,0.033,825,400,UHV1E332MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3990,MP,Normal,8.2
35,47,3.104,0.23,5,11,-40,105,0.11,5000,0.76,16,6000,UHV1V470MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,360,EOL,Normal,0.44
35,68,2.145,0.1,6.3,11,-40,105,0.11,5000,0.33,24,4000,UHV1V680MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,450,EOL,Normal,0.59
35,100,1.459,0.1,6.3,11,-40,105,0.11,5000,0.33,35,4000,UHV1V101MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,550,EOL,Normal,0.59
35,150,0.973,0.059,8,11.5,-40,105,0.11,6000,0.181,53,3000,UHV1V151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,820,MP,Normal,1.19
35,220,0.663,0.059,8,11.5,-40,105,0.11,6000,0.181,77,3000,UHV1V221MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,990,MP,Normal,1.19
35,270,0.54,0.046,8,15,-40,105,0.11,6000,0.143,95,2000,UHV1V271MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1330,MP,Normal,1.36
35,330,0.442,0.043,10,12.5,-40,105,0.11,6000,0.133,116,2000,UHV1V331MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1360,MP,Normal,1.49
35,390,0.374,0.031,8,20,-40,105,0.11,6000,0.105,137,2000,UHV1V391MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1550,MP,Normal,1.66
35,470,0.31,0.03,10,16,-40,105,0.11,6000,0.095,165,1800,UHV1V471MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1815,MP,Normal,1.77
35,560,0.261,0.019,10,20,-40,105,0.11,6000,0.057,196,1400,UHV1V561MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2160,MP,Normal,2.34
35,680,0.215,0.017,10,25,-40,105,0.11,6000,0.051,238,1200,UHV1V681MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2475,MP,Normal,3.07
35,820,0.178,0.016,12.5,20,-40,105,0.11,6000,0.041,287,1000,UHV1V821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2725,MP,Normal,3.43
35,1000,0.146,0.016,12.5,20,-40,105,0.11,6000,0.041,350,1000,UHV1V102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2920,MP,Normal,3.43
35,1200,0.122,0.014,12.5,25,-40,105,0.11,6000,0.041,420,800,UHV1V122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3190,MP,Normal,4.56
35,1500,0.097,0.012,12.5,30.5,-40,105,0.11,6000,0.031,525,600,UHV1V152MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3795,MP,Normal,6.01
35,1500,0.097,0.014,16,20,-40,105,0.11,6000,0.036,525,600,UHV1V152MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3575,MP,Normal,6.6
35,1800,0.081,0.011,12.5,35.5,-40,105,0.11,6000,0.029,630,500,UHV1V182MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3925,MP,Normal,7.06
35,2200,0.078,0.012,16,25,-40,105,0.13,6000,0.033,770,400,UHV1V222MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,3990,MP,Normal,8.2
