Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Dissipation Factor,Part Number,Ripple Current 105°C@120Hz
250,150,1.768,12.5,40,0.2,EKXJ251E□□151MK40S,890
250,150,1.768,12.5,45,0.2,EKXJ251E□□151MK45S,920
250,150,1.768,14.5,31.5,0.2,EKXJ251E□□151MUN3S,870
250,180,1.474,12.5,50,0.2,EKXJ251E□□181MK50S,1035
250,180,1.474,14.5,35.5,0.2,EKXJ251E□□181MUP1S,990
250,180,1.474,14.5,40,0.2,EKXJ251E□□181MU40S,1020
250,180,1.474,16,31.5,0.2,EKXJ251E□□181MLN3S,995
250,180,1.474,18,25,0.2,EKXJ251E□□181MM25S,950
250,220,1.206,14.5,45,0.2,EKXJ251E□□221MU45S,1160
250,220,1.206,14.5,50,0.2,EKXJ251E□□221MU50S,1185
250,220,1.206,16,35.5,0.2,EKXJ251E□□221MLP1S,1125
250,220,1.206,18,31.5,0.2,EKXJ251E□□221MMN3S,1135
250,270,0.982,16,40,0.2,EKXJ251E□□271ML40S,1285
250,270,0.982,16,45,0.2,EKXJ251E□□271ML45S,1310
250,270,0.982,18,35.5,0.2,EKXJ251E□□271MMP1S,1300
250,330,0.804,16,50,0.2,EKXJ251E□□331ML50S,1475
250,330,0.804,18,40,0.2,EKXJ251E□□331MM40S,1460
250,330,0.804,18,45,0.2,EKXJ251E□□331MM45S,1485
250,390,0.68,18,50,0.2,EKXJ251E□□391MM50S,1625
350,12,26.526,10,16,0.24,EKXJ351E□□120MJ16S,135
350,22,14.469,10,20,0.24,EKXJ351E□□220MJ20S,200
350,27,11.789,10,25,0.24,EKXJ351E□□270MJ25S,240
350,27,11.789,10,30,0.24,EKXJ351E□□270MJ30S,255
350,33,9.646,12.5,20,0.24,EKXJ351E□□330MK20S,330
350,39,8.162,10,35,0.24,EKXJ351E□□390MJ35S,325
350,47,6.773,10,40,0.24,EKXJ351E□□470MJ40S,375
350,47,6.773,12.5,25,0.24,EKXJ351E□□470MK25S,425
350,47,6.773,14.5,20,0.24,EKXJ351E□□470MU20S,420
350,56,5.684,10,45,0.24,EKXJ351E□□560MJ45S,425
350,56,5.684,12.5,30,0.24,EKXJ351E□□560MK30S,495
350,56,5.684,16,20,0.24,EKXJ351E□□560ML20S,475
350,68,4.681,10,50,0.24,EKXJ351E□□680MJ50S,485
350,68,4.681,12.5,35,0.24,EKXJ351E□□680MK35S,580
350,68,4.681,14.5,25,0.24,EKXJ351E□□680MU25S,545
350,68,4.681,18,20,0.24,EKXJ351E□□680MM20S,550
350,82,3.882,12.5,40,0.24,EKXJ351E□□820MK40S,655
350,82,3.882,14.5,31.5,0.24,EKXJ351E□□820MUN3S,645
350,82,3.882,16,25,0.24,EKXJ351E□□820ML25S,625
350,100,3.183,12.5,45,0.24,EKXJ351E□□101MK45S,750
350,100,3.183,12.5,50,0.24,EKXJ351E□□101MK50S,770
350,100,3.183,14.5,35.5,0.24,EKXJ351E□□101MUP1S,740
350,100,3.183,16,31.5,0.24,EKXJ351E□□101MLN3S,740
350,100,3.183,18,25,0.24,EKXJ351E□□101MM25S,710
350,120,2.653,14.5,40,0.24,EKXJ351E□□121MU40S,835
350,120,2.653,14.5,45,0.24,EKXJ351E□□121MU45S,860
350,120,2.653,16,35.5,0.24,EKXJ351E□□121MLP1S,830
350,150,2.122,14.5,50,0.24,EKXJ351E□□151MU50S,980
350,150,2.122,16,40,0.24,EKXJ351E□□151ML40S,960
350,150,2.122,16,45,0.24,EKXJ351E□□151ML45S,975
350,150,2.122,18,31.5,0.24,EKXJ351E□□151MMN3S,940
350,180,1.768,16,50,0.24,EKXJ351E□□181ML50S,1090
350,180,1.768,18,35.5,0.24,EKXJ351E□□181MMP1S,1065
350,180,1.768,18,40,0.24,EKXJ351E□□181MM40S,1080
350,220,1.447,18,45,0.24,EKXJ351E□□221MM45S,1210
350,220,1.447,18,50,0.24,EKXJ351E□□221MM50S,1220
400,10,31.831,10,16,0.24,EKXJ401E□□100MJ16S,125
400,18,17.684,10,20,0.24,EKXJ401E□□180MJ20S,180
400,22,14.469,10,25,0.24,EKXJ401E□□220MJ25S,215
400,27,11.789,10,30,0.24,EKXJ401E□□270MJ30S,255
400,27,11.789,12.5,20,0.24,EKXJ401E□□270MK20S,300
400,33,9.646,10,35,0.24,EKXJ401E□□330MJ35S,300
400,39,8.162,10,40,0.24,EKXJ401E□□390MJ40S,340
400,39,8.162,10,45,0.24,EKXJ401E□□390MJ45S,355
400,39,8.162,12.5,25,0.24,EKXJ401E□□390MK25S,390
400,39,8.162,14.5,20,0.24,EKXJ401E□□390MU20S,385
400,47,6.773,12.5,30,0.24,EKXJ401E□□470MK30S,455
400,47,6.773,16,20,0.24,EKXJ401E□□470ML20S,435
400,56,5.684,10,50,0.24,EKXJ401E□□560MJ50S,440
400,56,5.684,12.5,35,0.24,EKXJ401E□□560MK35S,525
400,56,5.684,14.5,25,0.24,EKXJ401E□□560MU25S,495
400,56,5.684,18,20,0.24,EKXJ401E□□560MM20S,500
400,68,4.681,12.5,40,0.24,EKXJ401E□□680MK40S,600
400,68,4.681,14.5,31.5,0.24,EKXJ401E□□680MUN3S,585
400,68,4.681,16,25,0.24,EKXJ401E□□680ML25S,570
400,82,3.882,12.5,45,0.24,EKXJ401E□□820MK45S,680
400,82,3.882,12.5,50,0.24,EKXJ401E□□820MK50S,700
400,82,3.882,14.5,35.5,0.24,EKXJ401E□□820MUP1S,670
400,82,3.882,16,31.5,0.24,EKXJ401E□□820MLN3S,670
400,82,3.882,18,25,0.24,EKXJ401E□□820MM25S,640
400,100,3.183,14.5,40,0.24,EKXJ401E□□101MU40S,760
400,100,3.183,14.5,45,0.24,EKXJ401E□□101MU45S,785
400,100,3.183,16,35.5,0.24,EKXJ401E□□101MLP1S,760
400,120,2.653,14.5,50,0.24,EKXJ401E□□121MU50S,875
400,120,2.653,16,40,0.24,EKXJ401E□□121ML40S,860
400,120,2.653,16,45,0.24,EKXJ401E□□121ML45S,875
400,120,2.653,18,31.5,0.24,EKXJ401E□□121MMN3S,840
400,120,2.653,18,35.5,0.24,EKXJ401E□□121MMP1S,870
400,150,2.122,16,50,0.24,EKXJ401E□□151ML50S,995
400,150,2.122,18,40,0.24,EKXJ401E□□151MM40S,985
400,180,1.768,18,45,0.24,EKXJ401E□□181MM45S,1095
400,220,1.447,18,50,0.24,EKXJ401E□□221MM50S,1220
420,6.8,46.81,10,16,0.24,EKXJ421E□□6R8MJ16S,105
420,12,26.526,10,20,0.24,EKXJ421E□□120MJ20S,150
420,15,21.221,10,25,0.24,EKXJ421E□□150MJ25S,185
420,18,17.684,10,30,0.24,EKXJ421E□□180MJ30S,215
420,22,14.469,12.5,20,0.24,EKXJ421E□□220MK20S,285
420,27,11.789,10,35,0.24,EKXJ421E□□270MJ35S,275
420,27,11.789,10,40,0.24,EKXJ421E□□270MJ40S,290
420,27,11.789,12.5,25,0.24,EKXJ421E□□270MK25S,340
420,27,11.789,14.5,20,0.24,EKXJ421E□□270MU20S,335
420,33,9.646,10,45,0.24,EKXJ421E□□330MJ45S,335
420,33,9.646,12.5,30,0.24,EKXJ421E□□330MK30S,400
420,33,9.646,16,20,0.24,EKXJ421E□□330ML20S,385
420,39,8.162,10,50,0.24,EKXJ421E□□390MJ50S,375
420,39,8.162,14.5,25,0.24,EKXJ421E□□390MU25S,435
420,47,6.773,12.5,35,0.24,EKXJ421E□□470MK35S,505
420,47,6.773,16,25,0.24,EKXJ421E□□470ML25S,500
420,47,6.773,18,20,0.24,EKXJ421E□□470MM20S,480
420,56,5.684,12.5,40,0.24,EKXJ421E□□560MK40S,570
420,56,5.684,12.5,45,0.24,EKXJ421E□□560MK45S,590
420,56,5.684,14.5,31.5,0.24,EKXJ421E□□560MUN3S,560
420,68,4.681,12.5,50,0.24,EKXJ421E□□680MK50S,670
420,68,4.681,14.5,35.5,0.24,EKXJ421E□□680MUP1S,640
420,68,4.681,14.5,40,0.24,EKXJ421E□□680MU40S,660
420,68,4.681,16,31.5,0.24,EKXJ421E□□680MLN3S,645
420,68,4.681,18,25,0.24,EKXJ421E□□680MM25S,615
420,82,3.882,14.5,45,0.24,EKXJ421E□□820MU45S,750
420,82,3.882,16,35.5,0.24,EKXJ421E□□820MLP1S,725
420,82,3.882,18,31.5,0.24,EKXJ421E□□820MMN3S,730
420,100,3.183,14.5,50,0.24,EKXJ421E□□101MU50S,845
420,100,3.183,16,40,0.24,EKXJ421E□□101ML40S,825
420,100,3.183,16,45,0.24,EKXJ421E□□101ML45S,840
420,100,3.183,18,35.5,0.24,EKXJ421E□□101MMP1S,835
420,120,2.653,16,50,0.24,EKXJ421E□□121ML50S,935
420,120,2.653,18,40,0.24,EKXJ421E□□121MM40S,930
420,120,2.653,18,45,0.24,EKXJ421E□□121MM45S,945
420,150,2.122,18,50,0.24,EKXJ421E□□151MM50S,1060
450,6.8,46.81,10,16,0.24,EKXJ451E□□6R8MJ16S,105
450,12,26.526,10,20,0.24,EKXJ451E□□120MJ20S,150
450,15,21.221,10,25,0.24,EKXJ451E□□150MJ25S,185
450,18,17.684,10,30,0.24,EKXJ451E□□180MJ30S,215
450,18,17.684,12.5,20,0.24,EKXJ451E□□180MK20S,255
450,22,14.469,10,35,0.24,EKXJ451E□□220MJ35S,250
450,27,11.789,10,40,0.24,EKXJ451E□□270MJ40S,290
450,27,11.789,10,45,0.24,EKXJ451E□□270MJ45S,305
450,27,11.789,12.5,25,0.24,EKXJ451E□□270MK25S,340
450,27,11.789,14.5,20,0.24,EKXJ451E□□270MU20S,335
450,33,9.646,12.5,30,0.24,EKXJ451E□□330MK30S,400
450,33,9.646,14.5,25,0.24,EKXJ451E□□330MU25S,400
450,33,9.646,16,20,0.24,EKXJ451E□□330ML20S,385
450,39,8.162,10,50,0.24,EKXJ451E□□390MJ50S,375
450,39,8.162,12.5,35,0.24,EKXJ451E□□390MK35S,460
450,39,8.162,18,20,0.24,EKXJ451E□□390MM20S,440
450,47,6.773,12.5,40,0.24,EKXJ451E□□470MK40S,525
450,47,6.773,14.5,31.5,0.24,EKXJ451E□□470MUN3S,515
450,47,6.773,16,25,0.24,EKXJ451E□□470ML25S,500
450,56,5.684,12.5,45,0.24,EKXJ451E□□560MK45S,590
450,56,5.684,14.5,35.5,0.24,EKXJ451E□□560MUP1S,580
450,56,5.684,16,31.5,0.24,EKXJ451E□□560MLN3S,585
450,56,5.684,18,25,0.24,EKXJ451E□□560MM25S,560
450,68,4.681,12.5,50,0.24,EKXJ451E□□680MK50S,670
450,68,4.681,14.5,40,0.24,EKXJ451E□□680MU40S,660
450,68,4.681,14.5,45,0.24,EKXJ451E□□680MU45S,680
450,68,4.681,16,35.5,0.24,EKXJ451E□□680MLP1S,660
450,82,3.882,14.5,50,0.24,EKXJ451E□□820MU50S,765
450,82,3.882,16,40,0.24,EKXJ451E□□820ML40S,750
450,82,3.882,16,45,0.24,EKXJ451E□□820ML45S,760
450,82,3.882,18,31.5,0.24,EKXJ451E□□820MMN3S,730
450,100,3.183,16,50,0.24,EKXJ451E□□101ML50S,855
450,100,3.183,18,35.5,0.24,EKXJ451E□□101MMP1S,835
450,120,2.653,18,40,0.24,EKXJ451E□□121MM40S,930
450,120,2.653,18,45,0.24,EKXJ451E□□121MM45S,945
450,150,2.122,18,50,0.24,EKXJ451E□□151MM50S,1060
500,6.8,46.81,10,20,0.24,EKXJ501E□□6R8MJ20S,90
500,8.2,38.818,10,25,0.24,EKXJ501E□□8R2MJ25S,110
500,10,31.831,10,30,0.24,EKXJ501E□□100MJ30S,130
500,12,26.526,12.5,20,0.24,EKXJ501E□□120MK20S,135
500,15,21.221,10,35,0.24,EKXJ501E□□150MJ35S,170
500,15,21.221,10,40,0.24,EKXJ501E□□150MJ40S,175
500,15,21.221,12.5,25,0.24,EKXJ501E□□150MK25S,165
500,18,17.684,10,45,0.24,EKXJ501E□□180MJ45S,190
500,18,17.684,12.5,30,0.24,EKXJ501E□□180MK30S,190
500,22,14.469,10,50,0.24,EKXJ501E□□220MJ50S,230
500,22,14.469,12.5,35,0.24,EKXJ501E□□220MK35S,220
500,27,11.789,12.5,40,0.24,EKXJ501E□□270MK40S,260
500,33,9.646,12.5,45,0.24,EKXJ501E□□330MK45S,285
500,39,8.162,12.5,50,0.24,EKXJ501E□□390MK50S,330
