Voltage,Capacitance,ESR(est.) 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,ESR(est.) 20°C@120Hz,Endurance,Frequency Coefficient 100kHz,Frequency Coefficient 10kHz,Frequency Coefficient 120Hz,Frequency Coefficient 1kHz,Frequency Coefficient 300Hz,Frequency Coefficient 50Hz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 85°C@120Hz,Status,V,VC,Vibration resistant,Weight (g)
250,10,10.362,10,16,-40,85,0.2,26.526,2000,1.6,1.6,1.0,1.4,1.25,0.8,200,1800,UVR2E100MPD,Uni-Polar,Radial Lead,Standard,105,MP,160 to 450,2500.0,Normal,1.77
250,22,4.71,12.5,20,-40,85,0.2,12.057,2000,1.6,1.6,1.0,1.4,1.25,0.8,320,1000,UVR2E220MHD,Uni-Polar,Radial Lead,Standard,190,MP,160 to 450,5500.0,Normal,3.43
250,33,2.01,12.5,20,-40,85,0.2,8.038,2000,2.0,2.0,1.0,1.57,1.35,0.75,430,1000,UVR2E330MHD,Uni-Polar,Radial Lead,Standard,230,MP,6.3 to 100,8250.0,Normal,3.43
250,33,3.14,12.5,20,-40,85,0.2,8.038,2000,1.6,1.6,1.0,1.4,1.25,0.8,430,1000,UVR2E330MHD,Uni-Polar,Radial Lead,Standard,230,MP,160 to 450,8250.0,Normal,3.43
250,47,1.411,12.5,25,-40,85,0.2,5.644,2000,2.0,2.0,1.0,1.57,1.35,0.75,570,800,UVR2E470MHD,Uni-Polar,Radial Lead,Standard,300,MP,6.3 to 100,11750.0,Normal,4.56
250,47,2.205,12.5,25,-40,85,0.2,5.644,2000,1.6,1.6,1.0,1.4,1.25,0.8,570,800,UVR2E470MHD,Uni-Polar,Radial Lead,Standard,300,MP,160 to 450,11750.0,Normal,4.56
250,100,1.179,16,30.5,-40,85,0.2,2.653,2000,1.5,1.5,1.0,1.34,1.23,0.8,1100,300,UVR2E101MHD,Uni-Polar,Radial Lead,Standard,520,MP,6.3 to 100,25000.0,Normal,9.6
250,100,1.036,16,30.5,-40,85,0.2,2.653,2000,1.6,1.6,1.0,1.4,1.25,0.8,1100,300,UVR2E101MHD,Uni-Polar,Radial Lead,Standard,520,MP,160 to 450,25000.0,Normal,9.6
250,220,0.536,20,40,-40,85,0.2,1.206,2000,1.5,1.5,1.0,1.34,1.23,0.8,2300,150,UVR2E221MRD,Uni-Polar,Radial Lead,Standard,740,EOL,6.3 to 100,55000.0,Normal,19.6
250,220,0.471,20,40,-40,85,0.2,1.206,2000,1.6,1.6,1.0,1.4,1.25,0.8,2300,150,UVR2E221MRD,Uni-Polar,Radial Lead,Standard,740,EOL,160 to 450,55000.0,Normal,19.6
250,220,0.536,22,30,-40,85,0.2,1.206,2000,1.5,1.5,1.0,1.34,1.23,0.8,2300,250,UVR2E221MRD6,Uni-Polar,Radial Lead,Standard,820,EOL,6.3 to 100,55000.0,Normal,16.6
250,220,0.471,22,30,-40,85,0.2,1.206,2000,1.6,1.6,1.0,1.4,1.25,0.8,2300,250,UVR2E221MRD6,Uni-Polar,Radial Lead,Standard,820,EOL,160 to 450,55000.0,Normal,16.6
250,330,0.357,22,50,-40,85,0.2,0.804,2000,1.5,1.5,1.0,1.34,1.23,0.8,3400,250,UVR2E331MRD,Uni-Polar,Radial Lead,Standard,1170,EOL,6.3 to 100,82500.0,Normal,27.4
250,330,0.608,22,50,-40,85,0.2,0.804,2000,1.15,1.15,1.0,1.13,1.1,0.9,3400,250,UVR2E331MRD,Uni-Polar,Radial Lead,Standard,1170,EOL,160 to 450,82500.0,Normal,27.4
250,330,0.357,25,30,-40,85,0.2,0.804,2000,1.5,1.5,1.0,1.34,1.23,0.8,3400,160,UVR2E331MRD6,Uni-Polar,Radial Lead,Standard,970,EOL,6.3 to 100,82500.0,Normal,21.5
250,330,0.608,25,30,-40,85,0.2,0.804,2000,1.15,1.15,1.0,1.13,1.1,0.9,3400,160,UVR2E331MRD6,Uni-Polar,Radial Lead,Standard,970,EOL,160 to 450,82500.0,Normal,21.5
250,470,0.251,25,50,-40,85,0.2,0.564,2000,1.5,1.5,1.0,1.34,1.23,0.8,4800,140,UVR2E471MRD,Uni-Polar,Radial Lead,Standard,1600,EOL,6.3 to 100,117500.0,Normal,38.8
315,1,103.617,6.3,11,-40,85,0.2,265.258,2000,1.6,1.6,1.0,1.4,1.25,0.8,72,4000,UVR2F010MED,Uni-Polar,Radial Lead,Standard,22,EOL,160 to 450,315.0,Normal,0.59
315,2.2,47.098,8,11.5,-40,85,0.2,120.572,2000,1.6,1.6,1.0,1.4,1.25,0.8,109,3000,UVR2F2R2MPD,Uni-Polar,Radial Lead,Standard,33,MP,160 to 450,693.0,Normal,1.19
315,3.3,31.399,10,12.5,-40,85,0.2,80.381,2000,1.6,1.6,1.0,1.4,1.25,0.8,142,2000,UVR2F3R3MPD,Uni-Polar,Radial Lead,Standard,55,MP,160 to 450,1039.5,Normal,1.49
315,4.7,22.046,10,12.5,-40,85,0.2,56.438,2000,1.6,1.6,1.0,1.4,1.25,0.8,159,2000,UVR2F4R7MPD,Uni-Polar,Radial Lead,Standard,65,MP,160 to 450,1480.5,Normal,1.49
315,10,10.362,10,20,-40,85,0.2,26.526,2000,1.6,1.6,1.0,1.4,1.25,0.8,226,1400,UVR2F100MPD,Uni-Polar,Radial Lead,Standard,115,MP,160 to 450,3150.0,Normal,2.34
315,22,4.71,12.5,20,-40,85,0.2,12.057,2000,1.6,1.6,1.0,1.4,1.25,0.8,377,1000,UVR2F220MHD,Uni-Polar,Radial Lead,Standard,190,MP,160 to 450,6930.0,Normal,3.43
315,33,2.01,16,25,-40,85,0.2,8.038,2000,2.0,2.0,1.0,1.57,1.35,0.75,516,400,UVR2F330MHD,Uni-Polar,Radial Lead,Standard,275,MP,6.3 to 100,10395.0,Normal,8.2
315,33,3.14,16,25,-40,85,0.2,8.038,2000,1.6,1.6,1.0,1.4,1.25,0.8,516,400,UVR2F330MHD,Uni-Polar,Radial Lead,Standard,275,MP,160 to 450,10395.0,Normal,8.2
315,47,1.411,16,25,-40,85,0.2,5.644,2000,2.0,2.0,1.0,1.57,1.35,0.75,692,400,UVR2F470MHD,Uni-Polar,Radial Lead,Standard,340,MP,6.3 to 100,14805.0,Normal,8.2
315,47,2.205,16,25,-40,85,0.2,5.644,2000,1.6,1.6,1.0,1.4,1.25,0.8,692,400,UVR2F470MHD,Uni-Polar,Radial Lead,Standard,340,MP,160 to 450,14805.0,Normal,8.2
315,100,1.179,18,35.5,-40,85,0.2,2.653,2000,1.5,1.5,1.0,1.34,1.23,0.8,1360,250,UVR2F101MHD,Uni-Polar,Radial Lead,Standard,560,MP,6.3 to 100,31500.0,Normal,14.2
315,100,1.036,18,35.5,-40,85,0.2,2.653,2000,1.6,1.6,1.0,1.4,1.25,0.8,1360,250,UVR2F101MHD,Uni-Polar,Radial Lead,Standard,560,MP,160 to 450,31500.0,Normal,14.2
315,220,0.536,22,50,-40,85,0.2,1.206,2000,1.5,1.5,1.0,1.34,1.23,0.8,2872,250,UVR2F221MRD,Uni-Polar,Radial Lead,Standard,850,EOL,6.3 to 100,69300.0,Normal,27.4
315,220,0.471,22,50,-40,85,0.2,1.206,2000,1.6,1.6,1.0,1.4,1.25,0.8,2872,250,UVR2F221MRD,Uni-Polar,Radial Lead,Standard,850,EOL,160 to 450,69300.0,Normal,27.4
315,220,0.536,25,30,-40,85,0.2,1.206,2000,1.5,1.5,1.0,1.34,1.23,0.8,2872,160,UVR2F221MRD6,Uni-Polar,Radial Lead,Standard,770,EOL,6.3 to 100,69300.0,Normal,21.5
315,220,0.471,25,30,-40,85,0.2,1.206,2000,1.6,1.6,1.0,1.4,1.25,0.8,2872,160,UVR2F221MRD6,Uni-Polar,Radial Lead,Standard,770,EOL,160 to 450,69300.0,Normal,21.5
315,330,0.357,25,50,-40,85,0.2,0.804,2000,1.5,1.5,1.0,1.34,1.23,0.8,4258,140,UVR2F331MRD,Uni-Polar,Radial Lead,Standard,1250,EOL,6.3 to 100,103950.0,Normal,38.8
315,330,0.608,25,50,-40,85,0.2,0.804,2000,1.15,1.15,1.0,1.13,1.1,0.9,4258,140,UVR2F331MRD,Uni-Polar,Radial Lead,Standard,1250,EOL,160 to 450,103950.0,Normal,38.8
350,1,129.521,6.3,11,-40,85,0.25,331.573,2000,1.6,1.6,1.0,1.4,1.25,0.8,75,4000,UVR2V010MED,Uni-Polar,Radial Lead,Standard,22,EOL,160 to 450,350.0,Normal,0.59
350,2.2,58.873,8,11.5,-40,85,0.25,150.715,2000,1.6,1.6,1.0,1.4,1.25,0.8,117,3000,UVR2V2R2MPD,Uni-Polar,Radial Lead,Standard,38,MP,160 to 450,770.0000000000001,Normal,1.19
350,3.3,39.249,10,12.5,-40,85,0.25,100.477,2000,1.6,1.6,1.0,1.4,1.25,0.8,146,2000,UVR2V3R3MPD,Uni-Polar,Radial Lead,Standard,55,MP,160 to 450,1155.0,Normal,1.49
350,4.7,27.558,10,12.5,-40,85,0.25,70.547,2000,1.6,1.6,1.0,1.4,1.25,0.8,166,2000,UVR2V4R7MPD,Uni-Polar,Radial Lead,Standard,65,MP,160 to 450,1645.0,Normal,1.49
350,10,12.952,10,20,-40,85,0.25,33.157,2000,1.6,1.6,1.0,1.4,1.25,0.8,240,1400,UVR2V100MPD,Uni-Polar,Radial Lead,Standard,115,MP,160 to 450,3500.0,Normal,2.34
350,22,5.887,12.5,25,-40,85,0.25,15.072,2000,1.6,1.6,1.0,1.4,1.25,0.8,408,800,UVR2V220MHD,Uni-Polar,Radial Lead,Standard,200,MP,160 to 450,7700.0,Normal,4.56
350,33,2.512,16,25,-40,85,0.25,10.048,2000,2.0,2.0,1.0,1.57,1.35,0.75,562,400,UVR2V330MHD,Uni-Polar,Radial Lead,Standard,275,MP,6.3 to 100,11550.0,Normal,8.2
350,33,3.925,16,25,-40,85,0.25,10.048,2000,1.6,1.6,1.0,1.4,1.25,0.8,562,400,UVR2V330MHD,Uni-Polar,Radial Lead,Standard,275,MP,160 to 450,11550.0,Normal,8.2
350,47,1.764,16,35.5,-40,85,0.25,7.055,2000,2.0,2.0,1.0,1.57,1.35,0.75,758,300,UVR2V470MHD,Uni-Polar,Radial Lead,Standard,380,MP,6.3 to 100,16450.0,Normal,11.8
350,47,2.756,16,35.5,-40,85,0.25,7.055,2000,1.6,1.6,1.0,1.4,1.25,0.8,758,300,UVR2V470MHD,Uni-Polar,Radial Lead,Standard,380,MP,160 to 450,16450.0,Normal,11.8
350,100,1.474,18,40,-40,85,0.25,3.316,2000,1.5,1.5,1.0,1.34,1.23,0.8,1500,200,UVR2V101MHD,Uni-Polar,Radial Lead,Standard,590,MP,6.3 to 100,35000.0,Normal,17.7
350,100,1.295,18,40,-40,85,0.25,3.316,2000,1.6,1.6,1.0,1.4,1.25,0.8,1500,200,UVR2V101MHD,Uni-Polar,Radial Lead,Standard,590,MP,160 to 450,35000.0,Normal,17.7
350,100,1.474,22,30,-40,85,0.25,3.316,2000,1.5,1.5,1.0,1.34,1.23,0.8,1500,250,UVR2V101MRD6,Uni-Polar,Radial Lead,Standard,570,EOL,6.3 to 100,35000.0,Normal,16.6
350,100,1.295,22,30,-40,85,0.25,3.316,2000,1.6,1.6,1.0,1.4,1.25,0.8,1500,250,UVR2V101MRD6,Uni-Polar,Radial Lead,Standard,570,EOL,160 to 450,35000.0,Normal,16.6
350,220,0.67,22,50,-40,85,0.25,1.507,2000,1.5,1.5,1.0,1.34,1.23,0.8,3180,250,UVR2V221MRD,Uni-Polar,Radial Lead,Standard,850,EOL,6.3 to 100,77000.0,Normal,27.4
350,220,0.589,22,50,-40,85,0.25,1.507,2000,1.6,1.6,1.0,1.4,1.25,0.8,3180,250,UVR2V221MRD,Uni-Polar,Radial Lead,Standard,850,EOL,160 to 450,77000.0,Normal,27.4
350,220,0.67,25,40,-40,85,0.25,1.507,2000,1.5,1.5,1.0,1.34,1.23,0.8,3180,180,UVR2V221MRD6,Uni-Polar,Radial Lead,Standard,890,EOL,6.3 to 100,77000.0,Normal,27.4
350,220,0.589,25,40,-40,85,0.25,1.507,2000,1.6,1.6,1.0,1.4,1.25,0.8,3180,180,UVR2V221MRD6,Uni-Polar,Radial Lead,Standard,890,EOL,160 to 450,77000.0,Normal,27.4
400,1,129.521,8,11.5,-40,85,0.25,331.573,2000,1.6,1.6,1.0,1.4,1.25,0.8,80,3000,UVR2G010MPD,Uni-Polar,Radial Lead,Standard,25,MP,160 to 450,400.0,Normal,1.19
400,2.2,58.873,10,12.5,-40,85,0.25,150.715,2000,1.6,1.6,1.0,1.4,1.25,0.8,128,2000,UVR2G2R2MPD,Uni-Polar,Radial Lead,Standard,45,MP,160 to 450,880.0000000000001,Normal,1.49
400,3.3,39.249,10,12.5,-40,85,0.25,100.477,2000,1.6,1.6,1.0,1.4,1.25,0.8,153,2000,UVR2G3R3MPD,Uni-Polar,Radial Lead,Standard,55,MP,160 to 450,1320.0,Normal,1.49
400,4.7,27.558,10,16,-40,85,0.25,70.547,2000,1.6,1.6,1.0,1.4,1.25,0.8,175,1800,UVR2G4R7MPD,Uni-Polar,Radial Lead,Standard,70,MP,160 to 450,1880.0,Normal,1.77
400,10,12.952,12.5,20,-40,85,0.25,33.157,2000,1.6,1.6,1.0,1.4,1.25,0.8,260,1000,UVR2G100MHD,Uni-Polar,Radial Lead,Standard,130,MP,160 to 450,4000.0,Normal,3.43
400,22,5.887,16,25,-40,85,0.25,15.072,2000,1.6,1.6,1.0,1.4,1.25,0.8,452,400,UVR2G220MHD,Uni-Polar,Radial Lead,Standard,240,MP,160 to 450,8800.0,Normal,8.2
400,33,2.512,16,30.5,-40,85,0.25,10.048,2000,2.0,2.0,1.0,1.57,1.35,0.75,628,300,UVR2G330MHD,Uni-Polar,Radial Lead,Standard,300,MP,6.3 to 100,13200.0,Normal,9.6
400,33,3.925,16,30.5,-40,85,0.25,10.048,2000,1.6,1.6,1.0,1.4,1.25,0.8,628,300,UVR2G330MHD,Uni-Polar,Radial Lead,Standard,300,MP,160 to 450,13200.0,Normal,9.6
400,47,1.764,16,35.5,-40,85,0.25,7.055,2000,2.0,2.0,1.0,1.57,1.35,0.75,852,300,UVR2G470MHD,Uni-Polar,Radial Lead,Standard,370,MP,6.3 to 100,18800.0,Normal,11.8
400,47,2.756,16,35.5,-40,85,0.25,7.055,2000,1.6,1.6,1.0,1.4,1.25,0.8,852,300,UVR2G470MHD,Uni-Polar,Radial Lead,Standard,370,MP,160 to 450,18800.0,Normal,11.8
400,100,1.474,20,40,-40,85,0.25,3.316,2000,1.5,1.5,1.0,1.34,1.23,0.8,1700,150,UVR2G101MRD,Uni-Polar,Radial Lead,Standard,550,EOL,6.3 to 100,40000.0,Normal,19.6
400,100,1.295,20,40,-40,85,0.25,3.316,2000,1.6,1.6,1.0,1.4,1.25,0.8,1700,150,UVR2G101MRD,Uni-Polar,Radial Lead,Standard,550,EOL,160 to 450,40000.0,Normal,19.6
400,100,1.474,25,30,-40,85,0.25,3.316,2000,1.5,1.5,1.0,1.34,1.23,0.8,1700,160,UVR2G101MRD6,Uni-Polar,Radial Lead,Standard,530,EOL,6.3 to 100,40000.0,Normal,21.5
400,100,1.295,25,30,-40,85,0.25,3.316,2000,1.6,1.6,1.0,1.4,1.25,0.8,1700,160,UVR2G101MRD6,Uni-Polar,Radial Lead,Standard,530,EOL,160 to 450,40000.0,Normal,21.5
400,220,0.67,25,50,-40,85,0.25,1.507,2000,1.5,1.5,1.0,1.34,1.23,0.8,3620,140,UVR2G221MRD,Uni-Polar,Radial Lead,Standard,750,EOL,6.3 to 100,88000.0,Normal,38.8
400,220,0.589,25,50,-40,85,0.25,1.507,2000,1.6,1.6,1.0,1.4,1.25,0.8,3620,140,UVR2G221MRD,Uni-Polar,Radial Lead,Standard,750,EOL,160 to 450,88000.0,Normal,38.8
450,1,129.521,8,11.5,-25,85,0.25,331.573,2000,1.6,1.6,1.0,1.4,1.25,0.8,85,3000,UVR2W010MPD,Uni-Polar,Radial Lead,Standard,23,MP,160 to 450,450.0,Normal,1.19
450,2.2,58.873,10,12.5,-25,85,0.25,150.715,2000,1.6,1.6,1.0,1.4,1.25,0.8,139,2000,UVR2W2R2MPD,Uni-Polar,Radial Lead,Standard,35,MP,160 to 450,990.0000000000001,Normal,1.49
450,3.3,39.249,10,16,-25,85,0.25,100.477,2000,1.6,1.6,1.0,1.4,1.25,0.8,159,1800,UVR2W3R3MPD,Uni-Polar,Radial Lead,Standard,45,MP,160 to 450,1485.0,Normal,1.77
450,4.7,27.558,10,20,-25,85,0.25,70.547,2000,1.6,1.6,1.0,1.4,1.25,0.8,185,1400,UVR2W4R7MPD,Uni-Polar,Radial Lead,Standard,55,MP,160 to 450,2115.0,Normal,2.34
450,10,12.952,12.5,20,-25,85,0.25,33.157,2000,1.6,1.6,1.0,1.4,1.25,0.8,280,1000,UVR2W100MHD,Uni-Polar,Radial Lead,Standard,90,MP,160 to 450,4500.0,Normal,3.43
450,22,5.887,16,25,-25,85,0.25,15.072,2000,1.6,1.6,1.0,1.4,1.25,0.8,496,400,UVR2W220MHD,Uni-Polar,Radial Lead,Standard,165,MP,160 to 450,9900.0,Normal,8.2
450,33,2.512,16,35.5,-25,85,0.25,10.048,2000,2.0,2.0,1.0,1.57,1.35,0.75,694,300,UVR2W330MHD,Uni-Polar,Radial Lead,Standard,230,MP,6.3 to 100,14850.0,Normal,11.8
450,33,3.925,16,35.5,-25,85,0.25,10.048,2000,1.6,1.6,1.0,1.4,1.25,0.8,694,300,UVR2W330MHD,Uni-Polar,Radial Lead,Standard,230,MP,160 to 450,14850.0,Normal,11.8
450,47,1.764,18,40,-25,85,0.25,7.055,2000,2.0,2.0,1.0,1.57,1.35,0.75,946,200,UVR2W470MHD,Uni-Polar,Radial Lead,Standard,300,MP,6.3 to 100,21150.0,Normal,17.7
450,47,2.756,18,40,-25,85,0.25,7.055,2000,1.6,1.6,1.0,1.4,1.25,0.8,946,200,UVR2W470MHD,Uni-Polar,Radial Lead,Standard,300,MP,160 to 450,21150.0,Normal,17.7
450,47,1.764,22,30,-25,85,0.25,7.055,2000,2.0,2.0,1.0,1.57,1.35,0.75,946,250,UVR2W470MRD6,Uni-Polar,Radial Lead,Standard,290,EOL,6.3 to 100,21150.0,Normal,16.6
450,47,2.756,22,30,-25,85,0.25,7.055,2000,1.6,1.6,1.0,1.4,1.25,0.8,946,250,UVR2W470MRD6,Uni-Polar,Radial Lead,Standard,290,EOL,160 to 450,21150.0,Normal,16.6
450,100,1.474,22,40,-25,85,0.25,3.316,2000,1.5,1.5,1.0,1.34,1.23,0.8,1900,250,UVR2W101MRD,Uni-Polar,Radial Lead,Standard,350,EOL,6.3 to 100,45000.0,Normal,23.8
450,100,1.295,22,40,-25,85,0.25,3.316,2000,1.6,1.6,1.0,1.4,1.25,0.8,1900,250,UVR2W101MRD,Uni-Polar,Radial Lead,Standard,350,EOL,160 to 450,45000.0,Normal,23.8
