Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Dissipation Factor,Leakage Current,Part Number,Ripple Current,Surge Voltage
250,33,602.86,13,20,15,257.5,ESE336M250AL3(1),170,300
250,47,423.285,13,25,15,362.5,ESE476M250AL4(1),330,300
250,68,292.564,13,25,15,520.0,ESE686M250AL4(1),340,300
250,100,198.944,16,25,15,760.0,ESE107M250AM7(1),415,300
250,150,132.629,16,32,15,1135.0,ESE157M250AM2(1),435,300
250,220,90.429,18,36,15,1660.0,ESE227M250AN2(1),600,300
350,1,26525.846,6.3,11,20,20.5,ESE105M350AE3(1),20,400
350,2.2,12057.203,8,11,20,33.1,ESE225M350AG3(1),35,400
350,3.3,8038.135,8,11,20,44.7,ESE335M350AG3(1),37,400
350,4.7,5643.797,8,11,20,59.4,ESE475M350AG3(1),47,400
350,10,2652.585,10,15,20,115.0,ESE106M350AH2(1),95,400
350,15,1768.39,10,20,20,167.5,ESE156M350AH4(1),140,400
350,22,1205.72,13,20,20,241.0,ESE226M350AL3(1),165,400
350,33,803.814,13,25,20,356.5,ESE336M350AL4(1),220,400
350,47,564.38,16,25,20,503.5,ESE476M350AM7(1),340,400
350,100,265.258,18,32,20,1060.0,ESE107M350AN1(1),430,400
350,150,176.839,18,40,20,1585.0,ESE157M350AN3(1),480,400
400,1,26525.846,6.3,11,20,22.0,ESE105M400AE3(1),16,450
400,1,26525.846,8,11,20,22.0,ESE105M400AG3(1),20,450
400,2.2,12057.203,6.3,11,20,36.4,ESE225M400AE3(1),20,450
400,2.2,12057.203,8,11,20,36.4,ESE225M400AG3(1),28,450
400,3.3,8038.135,8,11,20,49.6,ESE335M400AG3(1),38,450
400,4.7,5643.797,8,11,20,66.4,ESE475M400AG3(1),40,450
400,4.7,5643.797,10,12.5,20,66.4,ESE475M400AH9(1),49,450
400,6.8,3900.86,8,15,20,91.6,ESE685M400AG4(1),50,450
400,6.8,3900.86,10,12.5,20,91.6,ESE685M400AH9(1),52,450
400,10,2652.585,10,15,20,130.0,ESE106M400AH2(1),65,450
400,15,1768.39,10,20,20,190.0,ESE156M400AH4(1),100,450
400,22,1205.72,13,20,20,274.0,ESE226M400AL3(1),150,450
400,33,803.814,13,25,20,406.0,ESE336M400AL4(1),190,450
400,33,803.814,16,20,20,406.0,ESE336M400AM5(1),195,450
400,47,564.38,16,25,20,574.0,ESE476M400AM7(1),280,450
400,47,564.38,18,20,20,574.0,ESE476M400AN4(1),275,450
400,68,390.086,16,32,20,826.0,ESE686M400AM2(1),320,450
400,68,390.086,18,25,20,826.0,ESE686M400AN5(1),305,450
400,100,265.258,18,32,20,1210.0,ESE107M400AN1(1),430,450
400,120,221.049,18,32,20,1450.0,ESE127M400AN1(1),440,450
400,150,176.839,18,36,20,1810.0,ESE157M400AN2(1),450,450
400,150,176.839,18,40,20,1810.0,ESE157M400AN3(1),460,450
400,180,147.366,18,45,20,2170.0,ESE187M400AN7(1),480,450
450,1,26525.846,8,11,20,23.5,ESE105M450AG3(1),20,500
450,2.2,12057.203,8,11,20,39.7,ESE225M450AG3(1),28,500
450,2.2,12057.203,10,12.5,20,39.7,ESE225M450AH9(1),35,500
450,3.3,8038.135,10,12.5,20,54.6,ESE335M450AH9(1),49,500
450,4.7,5643.797,10,12.5,20,73.5,ESE475M450AH9(1),55,500
450,6.8,3900.86,10,15,20,101.8,ESE685M450AH2(1),65,500
450,10,2652.585,10,20,20,145.0,ESE106M450AH4(1),75,500
450,15,1768.39,13,20,20,212.5,ESE156M450AL3(1),125,500
450,22,1205.72,13,25,20,307.0,ESE226M450AL4(1),160,500
450,33,803.814,16,25,20,455.5,ESE336M450AM7(1),210,500
450,47,564.38,16,32,20,644.5,ESE476M450AM2(1),270,500
450,68,390.086,18,32,20,928.0,ESE686M450AN1(1),305,500
450,100,265.258,18,36,20,1360.0,ESE107M450AN2(1),380,500
