Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Ripple Current_1,Status,Vibration resistant,Weight (g)
63,22,4.823,780,6.3,11,-55,105,0.08,2000,2000.0,42,4000,UPJ1J220MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,215,110.0,EOL,Normal,0.59
63,27,3.93,640,6.3,11,-55,105,0.08,2000,1600.0,51,4000,UPJ1J270MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,240,130.0,EOL,Normal,0.59
63,33,3.215,520,6.3,15,-55,105,0.08,2000,1300.0,62,4000,UPJ1J330MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,305,170.0,EOL,Normal,0.72
63,39,2.721,450,6.3,15,-55,105,0.08,2000,1100.0,74,4000,UPJ1J390MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,330,190.0,EOL,Normal,0.72
63,47,2.258,370,8,11.5,-55,105,0.08,3000,930.0,89,3000,UPJ1J470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,365,215.0,MP,Normal,1.19
63,56,1.895,310,8,15,-55,105,0.08,3000,780.0,106,2000,UPJ1J560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,450,275.0,MP,Normal,1.36
63,56,1.895,340,10,12.5,-55,105,0.08,5000,850.0,106,2000,UPJ1J560MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,450,275.0,MP,Normal,1.49
63,68,1.56,260,8,15,-55,105,0.08,3000,650.0,129,2000,UPJ1J680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,500,315.0,MP,Normal,1.36
63,68,1.56,280,10,12.5,-55,105,0.08,5000,700.0,129,2000,UPJ1J680MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,495,310.0,MP,Normal,1.49
63,82,1.294,220,8,20,-55,105,0.08,3000,550.0,155,2000,UPJ1J820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,600,385.0,MP,Normal,1.66
63,82,1.294,240,10,16,-55,105,0.08,5000,600.0,155,1800,UPJ1J820MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,580,375.0,MP,Normal,1.77
63,100,1.061,180,10,20,-55,105,0.08,5000,450.0,189,1400,UPJ1J101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,750,495.0,MP,Normal,2.34
63,100,1.061,200,12.5,15,-55,105,0.08,5000,500.0,189,1200,UPJ1J101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,695,460.0,MP,Normal,2.96
63,120,0.884,150,10,20,-55,105,0.08,5000,380.0,227,1400,UPJ1J121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,820,555.0,MP,Normal,2.34
63,120,0.884,180,12.5,15,-55,105,0.08,5000,450.0,227,1200,UPJ1J121MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,750,510.0,MP,Normal,2.96
63,150,0.707,130,10,25,-55,105,0.08,5000,330.0,284,1200,UPJ1J151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,950,665.0,MP,Normal,3.07
63,150,0.707,140,12.5,15,-55,105,0.08,5000,350.0,284,1200,UPJ1J151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,845,590.0,MP,Normal,2.96
63,180,0.589,110,10,30.5,-55,105,0.08,5000,280.0,340,1000,UPJ1J181MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1110,790.0,MP,Normal,3.21
63,180,0.589,120,16,15,-55,105,0.08,5000,300.0,340,700,UPJ1J181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1050,750.0,MP,Normal,4.74
63,220,0.482,94,12.5,20,-55,105,0.08,5000,240.0,416,1000,UPJ1J221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1140,835.0,MP,Normal,3.43
63,220,0.482,100,16,15,-55,105,0.08,5000,250.0,416,700,UPJ1J221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1120,820.0,MP,Normal,4.74
63,270,0.393,81,12.5,25,-55,105,0.08,5000,200.0,510,800,UPJ1J271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1340,1000.0,MP,Normal,4.56
63,270,0.393,88,18,15,-55,105,0.08,5000,220.0,510,400,UPJ1J271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1290,965.0,MP,Normal,6.31
63,330,0.322,72,12.5,25,-55,105,0.08,5000,180.0,624,800,UPJ1J331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1420,1090.0,MP,Normal,4.56
63,330,0.322,78,18,15,-55,105,0.08,5000,200.0,624,400,UPJ1J331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1410,1080.0,MP,Normal,6.31
63,390,0.272,59,12.5,30.5,-55,105,0.08,5000,150.0,737,600,UPJ1J391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1620,1260.0,MP,Normal,6.01
63,390,0.272,70,16,20,-55,105,0.08,5000,180.0,737,600,UPJ1J391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1500,1170.0,MP,Normal,6.6
63,470,0.226,52,12.5,35.5,-55,105,0.08,5000,130.0,888,500,UPJ1J471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1780,1420.0,MP,Normal,7.06
63,470,0.226,63,16,25,-55,105,0.08,5000,160.0,888,400,UPJ1J471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1700,1350.0,MP,Normal,8.2
63,560,0.189,47,12.5,40,-55,105,0.08,5000,120.0,1058,400,UPJ1J561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1950,1580.0,MP,Normal,7.57
63,560,0.189,58,18,20,-55,105,0.08,5000,150.0,1058,400,UPJ1J561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1730,1400.0,MP,Normal,9.0
63,680,0.156,43,16,30.5,-55,105,0.08,5000,110.0,1285,300,UPJ1J681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2050,1700.0,MP,Normal,9.6
63,680,0.156,51,18,25,-55,105,0.08,5000,130.0,1285,300,UPJ1J681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1940,1610.0,MP,Normal,10.6
63,820,0.129,40,16,35.5,-55,105,0.08,5000,100.0,1550,300,UPJ1J821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2220,1880.0,MP,Normal,11.8
63,820,0.129,43,18,30.5,-55,105,0.08,5000,120.0,1550,300,UPJ1J821MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2110,1780.0,MP,Normal,13.1
63,1000,0.106,37,16,40,-55,105,0.08,5000,93.0,1890,300,UPJ1J102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2370,2050.0,MP,Normal,14.1
63,1000,0.106,40,18,35.5,-55,105,0.08,5000,100.0,1890,250,UPJ1J102MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2280,1970.0,MP,Normal,14.2
63,1200,0.088,34,18,40,-55,105,0.08,5000,85.0,2268,200,UPJ1J122MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2510,2210.0,MP,Normal,17.7
80,4.7,22.575,4200,5,11,-55,105,0.08,2000,11000.0,11,6000,UPJ1K4R7MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,53,26.0,EOL,Normal,0.44
80,6.8,15.603,2600,5,11,-55,105,0.08,2000,7000.0,16,6000,UPJ1K6R8MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,68,34.0,EOL,Normal,0.44
80,10,10.61,1700,6.3,11,-55,105,0.08,2000,4600.0,24,4000,UPJ1K100MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,87,43.0,EOL,Normal,0.59
80,12,8.842,1400,6.3,11,-55,105,0.08,2000,3800.0,29,4000,UPJ1K120MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,96,48.0,EOL,Normal,0.59
80,15,7.074,1200,6.3,11,-55,105,0.08,2000,3200.0,36,4000,UPJ1K150MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,104,52.0,EOL,Normal,0.59
80,18,5.895,1000,6.3,11,-55,105,0.08,2000,2700.0,43,4000,UPJ1K180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,114,58.0,EOL,Normal,0.59
80,22,4.823,770,6.3,15,-55,105,0.08,2000,2100.0,53,4000,UPJ1K220MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,135,71.0,EOL,Normal,0.72
80,27,3.93,630,6.3,15,-55,105,0.08,2000,1700.0,65,4000,UPJ1K270MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,149,80.0,EOL,Normal,0.72
80,33,3.215,530,8,11.5,-55,105,0.08,3000,1400.0,79,3000,UPJ1K330MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,234,132.0,MP,Normal,1.19
80,39,2.721,460,8,15,-55,105,0.08,3000,1200.0,94,2000,UPJ1K390MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,272,156.0,MP,Normal,1.36
80,39,2.721,490,10,12.5,-55,105,0.08,5000,1300.0,94,2000,UPJ1K390MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,271,155.0,MP,Normal,1.49
80,47,2.258,390,8,15,-55,105,0.08,3000,1100.0,113,2000,UPJ1K470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,295,175.0,MP,Normal,1.36
80,47,2.258,420,10,12.5,-55,105,0.08,5000,1100.0,113,2000,UPJ1K470MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,293,174.0,MP,Normal,1.49
80,56,1.895,340,8,20,-55,105,0.08,3000,920.0,134,2000,UPJ1K560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,347,208.0,MP,Normal,1.66
80,56,1.895,360,10,16,-55,105,0.08,5000,970.0,134,1800,UPJ1K560MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,337,202.0,MP,Normal,1.77
80,68,1.56,280,10,20,-55,105,0.08,5000,760.0,163,1400,UPJ1K680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,426,264.0,MP,Normal,2.34
80,68,1.56,310,12.5,15,-55,105,0.08,5000,840.0,163,1200,UPJ1K680MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,402,249.0,MP,Normal,2.96
80,82,1.294,250,10,20,-55,105,0.08,5000,680.0,197,1400,UPJ1K820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,447,284.0,MP,Normal,2.34
80,82,1.294,270,12.5,15,-55,105,0.08,5000,730.0,197,1200,UPJ1K820MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,430,273.0,MP,Normal,2.96
80,100,1.061,210,10,25,-55,105,0.08,5000,570.0,240,1200,UPJ1K101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,526,347.0,MP,Normal,3.07
80,100,1.061,230,12.5,15,-55,105,0.08,5000,620.0,240,1200,UPJ1K101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,466,308.0,MP,Normal,2.96
80,120,0.884,180,10,30.5,-55,105,0.08,5000,490.0,288,1000,UPJ1K121MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,606,406.0,MP,Normal,3.21
80,120,0.884,200,16,15,-55,105,0.08,5000,540.0,288,700,UPJ1K121MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,663,444.0,MP,Normal,4.74
80,150,0.707,150,10,30.5,-55,105,0.08,5000,410.0,360,1000,UPJ1K151MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,663,459.0,MP,Normal,3.21
80,150,0.707,180,16,15,-55,105,0.08,5000,470.0,360,700,UPJ1K151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,699,484.0,MP,Normal,4.74
80,180,0.589,130,12.5,25,-55,105,0.08,5000,350.0,432,800,UPJ1K181MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,734,520.0,MP,Normal,4.56
80,180,0.589,150,16,15,-55,105,0.08,5000,410.0,432,700,UPJ1K181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,766,543.0,MP,Normal,4.74
80,220,0.482,120,12.5,30.5,-55,105,0.08,5000,320.0,528,600,UPJ1K221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,816,595.0,MP,Normal,6.01
80,220,0.482,130,18,15,-55,105,0.08,5000,350.0,528,400,UPJ1K221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,881,643.0,MP,Normal,6.31
80,270,0.393,100,12.5,30.5,-55,105,0.08,5000,270.0,648,600,UPJ1K271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,894,667.0,MP,Normal,6.01
80,270,0.393,110,16,20,-55,105,0.08,5000,300.0,648,600,UPJ1K271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,995,742.0,MP,Normal,6.6
80,330,0.322,88,12.5,35.5,-55,105,0.08,5000,240.0,792,500,UPJ1K331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1000,767.0,MP,Normal,7.06
80,330,0.322,99,16,25,-55,105,0.08,5000,270.0,792,400,UPJ1K331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1140,874.0,MP,Normal,8.2
80,390,0.272,78,12.5,40,-55,105,0.08,5000,210.0,936,400,UPJ1K391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1060,822.0,MP,Normal,7.57
80,390,0.272,89,18,20,-55,105,0.08,5000,240.0,936,400,UPJ1K391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1170,908.0,MP,Normal,9.0
80,470,0.226,69,16,30.5,-55,105,0.08,5000,190.0,1128,300,UPJ1K471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1450,1150.0,MP,Normal,9.6
80,470,0.226,80,18,25,-55,105,0.08,5000,220.0,1128,300,UPJ1K471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1330,1060.0,MP,Normal,10.6
80,560,0.189,62,16,35.5,-55,105,0.08,5000,170.0,1344,300,UPJ1K561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1600,1300.0,MP,Normal,11.8
80,560,0.189,72,18,30.5,-55,105,0.08,5000,190.0,1344,300,UPJ1K561MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1490,1210.0,MP,Normal,13.1
80,680,0.156,55,16,40,-55,105,0.08,5000,150.0,1632,300,UPJ1K681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1770,1470.0,MP,Normal,14.1
80,680,0.156,65,18,30.5,-55,105,0.08,5000,180.0,1632,300,UPJ1K681MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1560,1300.0,MP,Normal,13.1
80,820,0.129,49,18,35.5,-55,105,0.08,5000,130.0,1968,250,UPJ1K821MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1890,1590.0,MP,Normal,14.2
80,1000,0.106,44,18,40,-55,105,0.08,5000,120.0,2400,200,UPJ1K102MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2080,1790.0,MP,Normal,17.7
100,2.2,48.229,6600,5,11,-55,105,0.08,2000,18000.0,7,6000,UPJ2A2R2MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,43,21.0,EOL,Normal,0.44
100,3.3,32.153,4100,5,11,-55,105,0.08,2000,11000.0,10,6000,UPJ2A3R3MDD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,54,27.0,EOL,Normal,0.44
100,4.7,22.575,2800,6.3,11,-55,105,0.08,2000,7600.0,14,4000,UPJ2A4R7MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,68,34.0,EOL,Normal,0.59
100,6.8,15.603,1900,6.3,11,-55,105,0.08,2000,5100.0,20,4000,UPJ2A6R8MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,83,41.0,EOL,Normal,0.59
100,10,10.61,1200,6.3,11,-55,105,0.08,2000,3200.0,30,4000,UPJ2A100MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,104,52.0,EOL,Normal,0.59
100,12,8.842,1000,6.3,11,-55,105,0.08,2000,2700.0,36,4000,UPJ2A120MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,114,57.0,EOL,Normal,0.59
100,15,7.074,810,6.3,15,-55,105,0.08,2000,2200.0,45,4000,UPJ2A150MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,131,65.0,EOL,Normal,0.72
100,18,5.895,670,6.3,15,-55,105,0.08,2000,1800.0,54,4000,UPJ2A180MED,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,155,80.0,EOL,Normal,0.72
100,22,4.823,550,8,11.5,-55,105,0.08,3000,1500.0,66,3000,UPJ2A220MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,230,122.0,MP,Normal,1.19
100,27,3.93,470,8,15,-55,105,0.08,3000,1300.0,81,2000,UPJ2A270MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,269,146.0,MP,Normal,1.36
100,27,3.93,500,10,12.5,-55,105,0.08,5000,1400.0,81,2000,UPJ2A270MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,268,145.0,MP,Normal,1.49
100,33,3.215,380,8,15,-55,105,0.08,3000,1000.0,99,2000,UPJ2A330MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,299,169.0,MP,Normal,1.36
100,33,3.215,420,10,12.5,-55,105,0.08,5000,1100.0,99,2000,UPJ2A330MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,293,166.0,MP,Normal,1.49
100,39,2.721,330,8,20,-55,105,0.08,3000,890.0,117,2000,UPJ2A390MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,352,202.0,MP,Normal,1.66
100,39,2.721,360,10,16,-55,105,0.08,5000,970.0,117,1800,UPJ2A390MPD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,337,193.0,MP,Normal,1.77
100,47,2.258,280,10,20,-55,105,0.08,5000,760.0,141,1400,UPJ2A470MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,423,252.0,MP,Normal,2.34
100,47,2.258,310,12.5,15,-55,105,0.08,5000,840.0,141,1200,UPJ2A470MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,402,239.0,MP,Normal,2.96
100,56,1.895,240,10,20,-55,105,0.08,5000,650.0,168,1400,UPJ2A560MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,456,274.0,MP,Normal,2.34
100,56,1.895,270,12.5,15,-55,105,0.08,5000,730.0,168,1200,UPJ2A560MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,430,258.0,MP,Normal,2.96
100,68,1.56,210,10,25,-55,105,0.08,5000,570.0,204,1200,UPJ2A680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,526,326.0,MP,Normal,3.07
100,68,1.56,230,12.5,15,-55,105,0.08,5000,620.0,204,1200,UPJ2A680MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,466,289.0,MP,Normal,2.96
100,82,1.294,180,10,30.5,-55,105,0.08,5000,490.0,246,1000,UPJ2A820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,606,386.0,MP,Normal,3.21
100,82,1.294,190,16,15,-55,105,0.08,5000,510.0,246,700,UPJ2A820MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,681,433.0,MP,Normal,4.74
100,100,1.061,150,10,30.5,-55,105,0.08,5000,410.0,300,1000,UPJ2A101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,663,438.0,MP,Normal,3.21
100,100,1.061,170,16,15,-55,105,0.08,5000,460.0,300,700,UPJ2A101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,719,475.0,MP,Normal,4.74
100,120,0.884,130,12.5,25,-55,105,0.08,5000,350.0,360,800,UPJ2A121MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,774,519.0,MP,Normal,4.56
100,120,0.884,140,16,15,-55,105,0.08,5000,380.0,360,700,UPJ2A121MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,793,531.0,MP,Normal,4.74
100,150,0.707,110,12.5,25,-55,105,0.08,5000,300.0,450,800,UPJ2A151MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,798,553.0,MP,Normal,4.56
100,150,0.707,120,18,15,-55,105,0.08,5000,320.0,450,400,UPJ2A151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,917,635.0,MP,Normal,6.31
100,180,0.589,98,12.5,30.5,-55,105,0.08,5000,260.0,540,600,UPJ2A181MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,904,641.0,MP,Normal,6.01
100,180,0.589,110,16,20,-55,105,0.08,5000,300.0,540,600,UPJ2A181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,995,706.0,MP,Normal,6.6
100,220,0.482,87,12.5,35.5,-55,105,0.08,5000,230.0,660,500,UPJ2A221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1000,730.0,MP,Normal,7.06
100,220,0.482,93,16,25,-55,105,0.08,5000,250.0,660,400,UPJ2A221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1170,854.0,MP,Normal,8.2
100,270,0.393,72,12.5,40,-55,105,0.08,5000,190.0,810,400,UPJ2A271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1130,843.0,MP,Normal,7.57
100,270,0.393,80,18,20,-55,105,0.08,5000,220.0,810,400,UPJ2A271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1230,918.0,MP,Normal,9.0
100,330,0.322,62,16,30.5,-55,105,0.08,5000,170.0,990,300,UPJ2A331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1520,1160.0,MP,Normal,9.6
100,330,0.322,70,18,25,-55,105,0.08,5000,190.0,990,300,UPJ2A331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1420,1080.0,MP,Normal,10.6
100,390,0.272,53,16,35.5,-55,105,0.08,5000,140.0,1170,300,UPJ2A391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1730,1340.0,MP,Normal,11.8
100,390,0.272,62,18,30.5,-55,105,0.08,5000,170.0,1170,300,UPJ2A391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1600,1240.0,MP,Normal,13.1
100,470,0.226,47,16,40,-55,105,0.08,5000,130.0,1410,300,UPJ2A471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1920,1530.0,MP,Normal,14.1
100,470,0.226,56,18,35.5,-55,105,0.08,5000,150.0,1410,250,UPJ2A471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1770,1410.0,MP,Normal,14.2
100,560,0.189,41,18,35.5,-55,105,0.08,5000,110.0,1680,250,UPJ2A561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2070,1680.0,MP,Normal,14.2
100,680,0.156,36,18,40,-55,105,0.08,5000,97.0,2040,200,UPJ2A681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2300,1910.0,MP,Normal,17.7
160,1,265.258,,8,11.5,-40,105,0.2,3000,nan,56,3000,UPJ2C010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,19,nan,EOL,Normal,1.19
160,2.2,120.572,,8,11.5,-40,105,0.2,3000,nan,75,3000,UPJ2C2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,30,nan,EOL,Normal,1.19
160,3.3,80.381,,10,12.5,-40,105,0.2,5000,nan,93,2000,UPJ2C3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,50,nan,EOL,Normal,1.49
160,4.7,56.438,,10,12.5,-40,105,0.2,5000,nan,115,2000,UPJ2C4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,57,nan,EOL,Normal,1.49
160,10,26.526,,10,16,-40,105,0.2,5000,nan,164,1800,UPJ2C100MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,90,nan,EOL,Normal,1.77
160,22,12.057,,12.5,20,-40,105,0.2,5000,nan,241,1000,UPJ2C220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,140,nan,EOL,Normal,3.43
160,33,8.038,,12.5,25,-40,105,0.2,5000,nan,311,800,UPJ2C330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,175,nan,EOL,Normal,4.56
160,47,5.644,,16,25,-40,105,0.2,5000,nan,401,400,UPJ2C470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,220,nan,EOL,Normal,8.2
160,100,2.653,,16,35.5,-40,105,0.2,5000,nan,740,300,UPJ2C101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,330,nan,EOL,Normal,11.8
200,1,265.258,,8,11.5,-40,105,0.2,3000,nan,60,3000,UPJ2D010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,19,nan,EOL,Normal,1.19
200,2.2,120.572,,8,11.5,-40,105,0.2,3000,nan,84,3000,UPJ2D2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,30,nan,EOL,Normal,1.19
200,3.3,80.381,,10,12.5,-40,105,0.2,5000,nan,106,2000,UPJ2D3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,50,nan,EOL,Normal,1.49
200,4.7,56.438,,10,16,-40,105,0.2,5000,nan,134,1800,UPJ2D4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,60,nan,EOL,Normal,1.77
200,10,26.526,,10,20,-40,105,0.2,5000,nan,180,1400,UPJ2D100MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,95,nan,EOL,Normal,2.34
200,22,12.057,,12.5,25,-40,105,0.2,5000,nan,276,800,UPJ2D220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,145,nan,EOL,Normal,4.56
200,33,8.038,,16,25,-40,105,0.2,5000,nan,364,400,UPJ2D330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,180,nan,EOL,Normal,8.2
200,47,5.644,,16,25,-40,105,0.2,5000,nan,476,400,UPJ2D470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,220,nan,EOL,Normal,8.2
200,100,2.653,,18,40,-40,105,0.2,5000,nan,900,200,UPJ2D101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,345,nan,EOL,Normal,17.7
