Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 85°C@120Hz,Status,Vibration resistant,Weight (g)
25,1000,0.212,12.5,15,-40,85,0.16,2000,750,1200,URS1E102MHD,Uni-Polar,Radial Lead,Lo-Profile,830,MP,Normal,2.96
25,2200,0.109,18,15,-40,85,0.18,2000,1650,400,URS1E222MHD,Uni-Polar,Radial Lead,Lo-Profile,1360,MP,Normal,6.31
25,3300,0.08,18,20,-40,85,0.2,2000,2475,400,URS1E332MHD,Uni-Polar,Radial Lead,Lo-Profile,1720,MP,Normal,9.0
25,4700,0.062,18,25,-40,85,0.22,2000,3525,300,URS1E472MHD,Uni-Polar,Radial Lead,Lo-Profile,2050,MP,Normal,10.6
35,330,0.563,10,12.5,-40,85,0.14,2000,347,2000,URS1V331MPD,Uni-Polar,Radial Lead,Lo-Profile,480,MP,Normal,1.49
35,470,0.395,12.5,12.5,-40,85,0.14,2000,494,1500,URS1V471MHD,Uni-Polar,Radial Lead,Lo-Profile,590,MP,Normal,2.8
35,1000,0.186,16,15,-40,85,0.14,2000,1050,700,URS1V102MHD,Uni-Polar,Radial Lead,Lo-Profile,1010,MP,Normal,4.74
35,2200,0.096,18,20,-40,85,0.16,2000,2310,400,URS1V222MHD,Uni-Polar,Radial Lead,Lo-Profile,1560,MP,Normal,9.0
35,3300,0.072,20,25,-40,85,0.18,2000,3465,250,URS1V332MRD,Uni-Polar,Radial Lead,Lo-Profile,2000,EOL,Normal,11.5
50,220,0.723,10,12.5,-40,85,0.12,2000,330,2000,URS1H221MPD,Uni-Polar,Radial Lead,Lo-Profile,420,MP,Normal,1.49
50,330,0.482,12.5,12.5,-40,85,0.12,2000,495,1500,URS1H331MHD,Uni-Polar,Radial Lead,Lo-Profile,530,MP,Normal,2.8
50,470,0.339,16,15,-40,85,0.12,2000,705,700,URS1H471MHD,Uni-Polar,Radial Lead,Lo-Profile,750,MP,Normal,4.74
50,1000,0.159,18,20,-40,85,0.12,2000,1500,400,URS1H102MHD,Uni-Polar,Radial Lead,Lo-Profile,1160,MP,Normal,9.0
50,2200,0.084,20,25,-40,85,0.14,2000,3300,250,URS1H222MRD,Uni-Polar,Radial Lead,Lo-Profile,1750,EOL,Normal,11.5
63,220,0.603,12.5,12.5,-40,85,0.1,2000,416,1500,URS1J221MHD,Uni-Polar,Radial Lead,Lo-Profile,490,MP,Normal,2.8
63,330,0.402,12.5,15,-40,85,0.1,2000,624,1200,URS1J331MHD,Uni-Polar,Radial Lead,Lo-Profile,710,MP,Normal,2.96
63,470,0.282,16,15,-40,85,0.1,2000,888,700,URS1J471MHD,Uni-Polar,Radial Lead,Lo-Profile,900,MP,Normal,4.74
100,47,2.258,10,12.5,-40,85,0.08,2000,141,2000,URS2A470MPD,Uni-Polar,Radial Lead,Lo-Profile,230,MP,Normal,1.49
100,100,1.061,12.5,15,-40,85,0.08,2000,300,1200,URS2A101MHD,Uni-Polar,Radial Lead,Lo-Profile,370,MP,Normal,2.96
100,220,0.482,16,15,-40,85,0.08,2000,660,700,URS2A221MHD,Uni-Polar,Radial Lead,Lo-Profile,620,MP,Normal,4.74
100,330,0.322,18,15,-40,85,0.08,2000,990,400,URS2A331MHD,Uni-Polar,Radial Lead,Lo-Profile,760,MP,Normal,6.31
160,47,5.644,16,15,-40,85,0.2,2000,401,700,URS2C470MHD,Uni-Polar,Radial Lead,Lo-Profile,420,LTB,Normal,4.74
160,68,3.901,16,20,-40,85,0.2,2000,535,600,URS2C680MHD6,Uni-Polar,Radial Lead,Lo-Profile,490,LTB,Normal,6.6
160,68,3.901,18,15,-40,85,0.2,2000,535,400,URS2C680MHD,Uni-Polar,Radial Lead,Lo-Profile,490,LTB,Normal,6.31
160,100,2.653,18,20,-40,85,0.2,2000,740,400,URS2C101MHD,Uni-Polar,Radial Lead,Lo-Profile,590,LTB,Normal,9.0
160,100,2.653,20,15,-40,85,0.2,2000,740,300,URS2C101MRD6,Uni-Polar,Radial Lead,Lo-Profile,590,EOL,Normal,7.32
160,150,1.768,18,25,-40,85,0.2,2000,1060,300,URS2C151MHD,Uni-Polar,Radial Lead,Lo-Profile,710,LTB,Normal,10.6
160,150,1.768,20,20,-40,85,0.2,2000,1060,250,URS2C151MRD6,Uni-Polar,Radial Lead,Lo-Profile,710,EOL,Normal,9.81
160,220,1.206,20,25,-40,85,0.2,2000,1508,250,URS2C221MRD,Uni-Polar,Radial Lead,Lo-Profile,770,EOL,Normal,11.5
200,33,8.038,16,15,-40,85,0.2,2000,364,700,URS2D330MHD,Uni-Polar,Radial Lead,Lo-Profile,350,LTB,Normal,4.74
200,47,5.644,16,20,-40,85,0.2,2000,476,600,URS2D470MHD6,Uni-Polar,Radial Lead,Lo-Profile,420,LTB,Normal,6.6
200,47,5.644,18,15,-40,85,0.2,2000,476,400,URS2D470MHD,Uni-Polar,Radial Lead,Lo-Profile,420,LTB,Normal,6.31
200,68,3.901,18,20,-40,85,0.2,2000,644,400,URS2D680MHD,Uni-Polar,Radial Lead,Lo-Profile,490,LTB,Normal,9.0
200,68,3.901,20,15,-40,85,0.2,2000,644,300,URS2D680MRD6,Uni-Polar,Radial Lead,Lo-Profile,490,EOL,Normal,7.32
200,100,2.653,18,25,-40,85,0.2,2000,900,300,URS2D101MHD,Uni-Polar,Radial Lead,Lo-Profile,590,LTB,Normal,10.6
200,100,2.653,20,20,-40,85,0.2,2000,900,250,URS2D101MRD6,Uni-Polar,Radial Lead,Lo-Profile,590,EOL,Normal,9.81
200,150,1.768,18,25,-40,85,0.2,2000,1300,300,URS2D151MHD,Uni-Polar,Radial Lead,Lo-Profile,710,LTB,Normal,10.6
250,22,12.057,16,15,-40,85,0.2,2000,320,700,URS2E220MHD,Uni-Polar,Radial Lead,Lo-Profile,280,LTB,Normal,4.74
250,33,8.038,16,20,-40,85,0.2,2000,430,600,URS2E330MHD6,Uni-Polar,Radial Lead,Lo-Profile,350,LTB,Normal,6.6
250,33,8.038,18,15,-40,85,0.2,2000,430,400,URS2E330MHD,Uni-Polar,Radial Lead,Lo-Profile,350,LTB,Normal,6.31
250,47,5.644,18,20,-40,85,0.2,2000,570,400,URS2E470MHD,Uni-Polar,Radial Lead,Lo-Profile,420,LTB,Normal,9.0
250,47,5.644,20,15,-40,85,0.2,2000,570,300,URS2E470MRD6,Uni-Polar,Radial Lead,Lo-Profile,420,EOL,Normal,7.32
250,68,3.901,18,20,-40,85,0.2,2000,780,400,URS2E680MHD,Uni-Polar,Radial Lead,Lo-Profile,490,LTB,Normal,9.0
250,100,2.653,18,25,-40,85,0.2,2000,1100,300,URS2E101MHD,Uni-Polar,Radial Lead,Lo-Profile,590,LTB,Normal,10.6
400,10,33.157,16,15,-40,85,0.25,2000,260,700,URS2G100MHD,Uni-Polar,Radial Lead,Lo-Profile,140,LTB,Normal,4.74
400,22,15.072,16,20,-40,85,0.25,2000,452,600,URS2G220MHD6,Uni-Polar,Radial Lead,Lo-Profile,280,LTB,Normal,6.6
400,22,15.072,18,15,-40,85,0.25,2000,452,400,URS2G220MHD,Uni-Polar,Radial Lead,Lo-Profile,280,LTB,Normal,6.31
400,33,10.048,18,20,-40,85,0.25,2000,628,400,URS2G330MHD,Uni-Polar,Radial Lead,Lo-Profile,350,LTB,Normal,9.0
400,47,7.055,18,25,-40,85,0.25,2000,852,300,URS2G470MHD,Uni-Polar,Radial Lead,Lo-Profile,420,LTB,Normal,10.6
400,47,7.055,20,20,-40,85,0.25,2000,852,250,URS2G470MRD6,Uni-Polar,Radial Lead,Lo-Profile,420,EOL,Normal,9.81
400,68,4.876,20,25,-40,85,0.25,2000,1188,250,URS2G680MRD,Uni-Polar,Radial Lead,Lo-Profile,490,EOL,Normal,11.5
