Voltage,Capacitance,Dissipation Factor,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Ripple Current 105°C@50Hz,Status,VC,Vibration resistant,Weight (g)
25,82,0.14,0.25,6.3,11,-55,105,2.264,2000,0.5,62,4000,UPW1E820MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,290,188.31,246.69,216.56,160.06,EOL,2050,Normal,0.59
25,100,0.14,0.25,6.3,11,-55,105,1.857,2000,0.5,75,4000,UPW1E101MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,290,188.31,246.69,216.56,160.06,EOL,2500,Normal,0.59
25,120,0.14,0.23,6.3,15,-55,105,1.547,2000,0.46,90,4000,UPW1E121MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,430,430,279.22,365.78,321.1,237.34,EOL,3000,Normal,0.72
25,150,0.14,0.117,8,11.5,-55,105,1.238,3000,0.234,113,3000,UPW1E151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,555,360.39,472.11,414.45,306.33,MP,3750,Normal,1.19
25,220,0.14,0.117,8,11.5,-55,105,0.844,3000,0.234,165,3000,UPW1E221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,555,360.39,472.11,414.45,306.33,MP,5500,Normal,1.19
25,330,0.14,0.085,8,15,-55,105,0.563,3000,0.17,248,2000,UPW1E331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,730,730,474.03,620.97,545.13,402.92,MP,8250,Normal,1.36
25,330,0.14,0.09,10,12.5,-55,105,0.563,5000,0.18,248,2000,UPW1E331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,760,760,493.51,646.49,567.53,419.48,MP,8250,Normal,1.49
25,470,0.14,0.065,8,20,-55,105,0.395,3000,0.13,353,2000,UPW1E471MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,995,995,748.12,897.74,800.49,695.75,MP,11750,Normal,1.66
25,470,0.14,0.068,10,16,-55,105,0.395,5000,0.136,353,1800,UPW1E471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1050,1050,789.47,947.37,844.74,734.21,MP,11750,Normal,1.77
25,560,0.14,0.052,10,20,-55,105,0.332,5000,0.104,420,1400,UPW1E561MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,1220,917.29,1100.75,981.5,853.08,MP,14000,Normal,2.34
25,680,0.14,0.052,10,20,-55,105,0.273,5000,0.104,510,1400,UPW1E681MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,1220,917.29,1100.75,981.5,853.08,MP,17000,Normal,2.34
25,820,0.14,0.045,10,25,-55,105,0.226,5000,0.09,615,1200,UPW1E821MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1440,1440,1082.71,1299.25,1158.5,1006.92,MP,20500,Normal,3.07
25,1000,0.14,0.035,10,30.5,-55,105,0.212,5000,0.07,750,1000,UPW1E102MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1815,1815,1364.66,1637.59,1460.19,1269.14,MP,25000,Normal,3.21
25,1000,0.14,0.038,12.5,20,-55,105,0.212,7000,0.076,750,1000,UPW1E102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1660,1660,1248.12,1497.74,1335.49,1160.75,MP,25000,Normal,3.43
25,1500,0.14,0.03,12.5,25,-55,105,0.141,7000,0.06,1125,800,UPW1E152MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1950,1950,1652.54,1850.85,1751.69,1553.39,MP,37500,Normal,4.56
25,1500,0.14,0.022,16,25,-55,105,0.141,8000,0.044,1125,400,UPW1E152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,2555,2165.25,2425.08,2295.17,2035.34,MP,37500,Normal,8.2
25,1800,0.14,0.025,12.5,30.5,-55,105,0.118,7000,0.05,1350,600,UPW1E182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2310,2310,1957.63,2192.54,2075.08,1840.17,MP,45000,Normal,6.01
25,1800,0.14,0.029,16,20,-55,105,0.118,8000,0.058,1350,600,UPW1E182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2210,2210,1872.88,2097.63,1985.25,1760.51,MP,45000,Normal,6.6
25,2200,0.16,0.022,12.5,35.5,-55,105,0.121,7000,0.044,1650,500,UPW1E222MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2510,2510,2127.12,2382.37,2254.75,1999.49,MP,55000,Normal,7.06
25,2200,0.16,0.022,16,25,-55,105,0.121,8000,0.044,1650,400,UPW1E222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,2555,2165.25,2425.08,2295.17,2035.34,MP,55000,Normal,8.2
25,2200,0.16,0.028,18,20,-55,105,0.121,8000,0.056,1650,400,UPW1E222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2490,2490,2110.17,2363.39,2236.78,1983.56,MP,55000,Normal,9
25,2700,0.16,0.022,16,25,-55,105,0.098,8000,0.044,2025,400,UPW1E272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,2555,2165.25,2425.08,2295.17,2035.34,MP,67500,Normal,8.2
25,3300,0.18,0.018,16,30.5,-55,105,0.096,8000,0.036,2475,300,UPW1E332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3010,3010,2550.85,2856.95,2703.9,2397.8,MP,82500,Normal,9.6
25,3300,0.18,0.02,18,25,-55,105,0.096,8000,0.04,2475,300,UPW1E332MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2740,2740,2322.03,2600.68,2461.36,2182.71,MP,82500,Normal,10.6
25,3900,0.18,0.016,16,35.5,-55,105,0.082,8000,0.032,2925,300,UPW1E392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3150,3150,2669.49,2989.83,2829.66,2509.32,MP,97500,Normal,11.8
25,3900,0.18,0.016,18,30.5,-55,105,0.082,8000,0.032,2925,300,UPW1E392MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3635,3635,3080.51,3450.17,3265.34,2895.68,MP,97500,Normal,13.1
25,4700,0.2,0.015,18,35.5,-55,105,0.079,8000,0.03,3525,250,UPW1E472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3680,3680,3118.64,3492.88,3305.76,2931.53,MP,117500,Normal,14.2
25,6800,0.24,0.014,18,40,-55,105,0.07,8000,0.028,5100,200,UPW1E682MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3800,3800,3220.34,3606.78,3413.56,3027.12,MP,170000,Normal,17.7
35,4.7,0.12,0.6,5,11,-55,105,33.863,2000,1.2,5,6000,UPW1V4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,,,,,,EOL,164.5,Normal,0.44
35,10,0.12,0.6,5,11,-55,105,15.916,2000,1.2,11,6000,UPW1V100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,,,,,,EOL,350,Normal,0.44
35,22,0.12,0.6,5,11,-55,105,7.234,2000,1.2,23,6000,UPW1V220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,180,54.05,144.32,90.27,36.22,EOL,770,Normal,0.44
35,27,0.12,0.6,5,11,-55,105,5.895,2000,1.2,28,6000,UPW1V270MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,180,54.05,144.32,90.27,36.22,EOL,945,Normal,0.44
35,33,0.12,0.6,5,11,-55,105,4.823,2000,1.2,35,6000,UPW1V330MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,180,180,54.05,144.32,90.27,36.22,EOL,1155,Normal,0.44
35,47,0.12,0.25,6.3,11,-55,105,3.386,2000,0.5,49,4000,UPW1V470MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,290,87.09,232.52,145.44,58.35,EOL,1645,Normal,0.59
35,56,0.12,0.25,6.3,11,-55,105,2.842,2000,0.5,59,4000,UPW1V560MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,290,,,,,,EOL,1960,Normal,0.59
35,82,0.12,0.23,6.3,15,-55,105,1.941,2000,0.46,86,4000,UPW1V820MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,430,430,279.22,365.78,321.1,237.34,EOL,2870,Normal,0.72
35,100,0.12,0.117,8,11.5,-55,105,1.592,3000,0.234,105,3000,UPW1V101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,555,360.39,472.11,414.45,306.33,MP,3500,Normal,1.19
35,150,0.12,0.117,8,11.5,-55,105,1.061,3000,0.234,158,3000,UPW1V151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,555,555,360.39,472.11,414.45,306.33,MP,5250,Normal,1.19
35,220,0.12,0.085,8,15,-55,105,0.723,3000,0.17,231,2000,UPW1V221MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,730,730,474.03,620.97,545.13,402.92,MP,7700,Normal,1.36
35,220,0.12,0.09,10,12.5,-55,105,0.723,5000,0.18,231,2000,UPW1V221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,760,760,493.51,646.49,567.53,419.48,MP,7700,Normal,1.49
35,330,0.12,0.065,8,20,-55,105,0.482,3000,0.13,347,2000,UPW1V331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,995,995,646.1,846.4,743.02,549.19,MP,11550,Normal,1.66
35,330,0.12,0.068,10,16,-55,105,0.482,5000,0.136,347,1800,UPW1V331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1050,1050,681.82,893.18,784.09,579.55,MP,11550,Normal,1.77
35,390,0.12,0.052,10,20,-55,105,0.408,5000,0.104,410,1400,UPW1V391MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,1220,917.29,1100.75,981.5,853.08,MP,13650,Normal,2.34
35,470,0.12,0.052,10,20,-55,105,0.339,5000,0.104,494,1400,UPW1V471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1220,1220,917.29,1100.75,981.5,853.08,MP,16450,Normal,2.34
35,560,0.12,0.045,10,25,-55,105,0.284,5000,0.09,588,1200,UPW1V561MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1440,1440,1082.71,1299.25,1158.5,1006.92,MP,19600,Normal,3.07
35,680,0.12,0.035,10,30.5,-55,105,0.234,5000,0.07,714,1000,UPW1V681MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1815,1815,1364.66,1637.59,1460.19,1269.14,MP,23800,Normal,3.21
35,680,0.12,0.038,12.5,20,-55,105,0.234,7000,0.076,714,1000,UPW1V681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1660,1660,1248.12,1497.74,1335.49,1160.75,MP,23800,Normal,3.43
35,1000,0.12,0.03,12.5,25,-55,105,0.186,7000,0.06,1050,800,UPW1V102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1950,1950,1466.17,1759.4,1568.8,1363.53,MP,35000,Normal,4.56
35,1200,0.12,0.025,12.5,30.5,-55,105,0.155,7000,0.05,1260,600,UPW1V122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2310,2310,1957.63,2192.54,2075.08,1840.17,MP,42000,Normal,6.01
35,1200,0.12,0.029,16,20,-55,105,0.155,8000,0.058,1260,600,UPW1V122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2210,2210,1872.88,2097.63,1985.25,1760.51,MP,42000,Normal,6.6
35,1500,0.12,0.022,12.5,35.5,-55,105,0.124,7000,0.044,1575,500,UPW1V152MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2510,2510,2127.12,2382.37,2254.75,1999.49,MP,52500,Normal,7.06
35,1500,0.12,0.022,16,25,-55,105,0.124,8000,0.044,1575,400,UPW1V152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,2555,2165.25,2425.08,2295.17,2035.34,MP,52500,Normal,8.2
35,1800,0.12,0.022,16,25,-55,105,0.103,8000,0.044,1890,400,UPW1V182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2555,2555,2165.25,2425.08,2295.17,2035.34,MP,63000,Normal,8.2
35,1800,0.12,0.028,18,20,-55,105,0.103,8000,0.056,1890,400,UPW1V182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2490,2490,2110.17,2363.39,2236.78,1983.56,MP,63000,Normal,9
35,2200,0.14,0.018,16,30.5,-55,105,0.109,8000,0.036,2310,300,UPW1V222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3010,3010,2550.85,2856.95,2703.9,2397.8,MP,77000,Normal,9.6
35,2200,0.14,0.02,18,25,-55,105,0.109,8000,0.04,2310,300,UPW1V222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2740,2740,2322.03,2600.68,2461.36,2182.71,MP,77000,Normal,10.6
35,2700,0.14,0.016,16,35.5,-55,105,0.088,8000,0.032,2835,300,UPW1V272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3150,3150,2669.49,2989.83,2829.66,2509.32,MP,94500,Normal,11.8
35,2700,0.14,0.016,18,30.5,-55,105,0.088,8000,0.032,2835,300,UPW1V272MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3635,3635,3080.51,3450.17,3265.34,2895.68,MP,94500,Normal,13.1
35,3300,0.16,0.015,18,35.5,-55,105,0.088,8000,0.03,3465,250,UPW1V332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3680,3680,3118.64,3492.88,3305.76,2931.53,MP,115500,Normal,14.2
35,4700,0.18,0.014,18,40,-55,105,0.073,8000,0.028,4935,200,UPW1V472MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3800,3800,3220.34,3606.78,3413.56,3027.12,MP,164500,Normal,17.7
50,2.2,0.1,3,5,11,-55,105,60.286,2000,6,4,6000,UPW1H2R2MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,55,,,,,,EOL,110.00000000000001,Normal,0.44
50,3.3,0.1,2.6,5,11,-55,105,40.191,2000,5.2,5,6000,UPW1H3R3MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,65,,,,,,EOL,165,Normal,0.44
50,4.7,0.1,2.3,5,11,-55,105,28.219,2000,4.6,7,6000,UPW1H4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,90,,,,,,EOL,235,Normal,0.44
50,10,0.1,1.4,5,11,-55,105,13.263,2000,2.8,15,6000,UPW1H100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,120,,,,,,EOL,500,Normal,0.44
50,18,0.1,1.3,5,11,-55,105,7.368,2000,2.6,27,6000,UPW1H180MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,155,155,46.55,124.28,77.73,31.19,EOL,900,Normal,0.44
50,22,0.1,1.2,5,11,-55,105,6.029,2000,2.4,33,6000,UPW1H220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,170,170,51.05,136.31,85.26,34.2,EOL,1100,Normal,0.44
50,33,0.1,0.43,6.3,11,-55,105,4.019,2000,0.86,50,4000,UPW1H330MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,300,300,90.09,240.54,150.45,60.36,EOL,1650,Normal,0.59
50,47,0.1,0.43,6.3,11,-55,105,2.822,2000,0.86,71,4000,UPW1H470MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,300,300,90.09,240.54,150.45,60.36,EOL,2350,Normal,0.59
50,56,0.1,0.4,6.3,15,-55,105,2.368,2000,0.8,84,4000,UPW1H560MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,360,,,,,,EOL,2800,Normal,0.72
50,82,0.1,0.234,8,11.5,-55,105,1.617,3000,0.468,123,3000,UPW1H820MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,485,485,314.94,412.56,362.18,267.69,MP,4100,Normal,1.19
50,100,0.1,0.234,8,11.5,-55,105,1.326,3000,0.468,150,3000,UPW1H101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,485,485,314.94,412.56,362.18,267.69,MP,5000,Normal,1.19
50,120,0.1,0.155,8,15,-55,105,1.105,3000,0.31,180,2000,UPW1H121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,635,635,412.34,540.16,474.19,350.49,MP,6000,Normal,1.36
50,120,0.1,0.162,10,12.5,-55,105,1.105,5000,0.324,180,2000,UPW1H121MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,620,620,402.6,527.4,462.99,342.21,MP,6000,Normal,1.49
50,150,0.1,0.162,10,12.5,-55,105,0.884,5000,0.324,225,2000,UPW1H151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,615,615,399.35,523.15,459.25,339.45,MP,7500,Normal,1.49
50,180,0.1,0.12,8,20,-55,105,0.737,3000,0.24,270,2000,UPW1H181MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,860,860,558.44,731.56,642.21,474.68,MP,9000,Normal,1.66
50,180,0.1,0.119,10,16,-55,105,0.737,5000,0.238,270,1800,UPW1H181MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,850,850,551.95,723.05,634.74,469.16,MP,9000,Normal,1.77
50,220,0.1,0.119,10,16,-55,105,0.603,5000,0.238,330,1800,UPW1H221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,850,850,551.95,723.05,634.74,469.16,MP,11000,Normal,1.77
50,220,0.1,0.09,10,20,-55,105,0.603,5000,0.18,330,1400,UPW1H221MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1030,1030,668.83,876.17,769.16,568.51,MP,11000,Normal,2.34
50,270,0.1,0.082,10,25,-55,105,0.491,5000,0.164,405,1200,UPW1H271MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1200,1200,779.22,1020.78,896.1,662.34,MP,13500,Normal,3.07
50,330,0.1,0.09,10,20,-55,105,0.402,5000,0.18,495,1400,UPW1H331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1030,1030,668.83,876.17,769.16,568.51,MP,16500,Normal,2.34
50,330,0.1,0.06,10,30.5,-55,105,0.402,5000,0.12,495,1000,UPW1H331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1610,1610,1045.45,1369.55,1202.27,888.64,MP,16500,Normal,3.21
50,390,0.1,0.063,12.5,20,-55,105,0.34,7000,0.126,585,1000,UPW1H391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1480,1480,1112.78,1335.34,1190.68,1034.89,MP,19500,Normal,3.43
50,470,0.1,0.06,12.5,20,-55,105,0.282,7000,0.12,705,1000,UPW1H471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1500,1500,1127.82,1353.38,1206.77,1048.87,MP,23500,Normal,3.43
50,560,0.1,0.05,12.5,25,-55,105,0.237,7000,0.1,840,800,UPW1H561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1832,1832,1377.44,1652.93,1473.86,1281.02,MP,28000,Normal,4.56
50,680,0.1,0.05,12.5,25,-55,105,0.195,7000,0.1,1020,800,UPW1H681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1840,1840,1383.46,1660.15,1480.3,1286.62,MP,34000,Normal,4.56
50,680,0.1,0.048,16,20,-55,105,0.195,8000,0.096,1020,600,UPW1H681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1840,1840,1383.46,1660.15,1480.3,1286.62,MP,34000,Normal,6.6
50,820,0.1,0.034,12.5,35.5,-55,105,0.162,7000,0.068,1230,500,UPW1H821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2290,2290,1721.8,2066.17,1842.33,1601.28,MP,41000,Normal,7.06
50,820,0.1,0.042,18,20,-55,105,0.162,8000,0.084,1230,400,UPW1H821MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2420,2420,1819.55,2183.46,1946.92,1692.18,MP,41000,Normal,9
50,1000,0.1,0.034,16,25,-55,105,0.159,8000,0.068,1500,400,UPW1H102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2235,2235,1680.45,2016.54,1798.08,1562.82,MP,50000,Normal,8.2
50,1200,0.1,0.028,16,30.5,-55,105,0.133,8000,0.056,1800,300,UPW1H122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2700,2700,2288.14,2562.71,2425.42,2150.85,MP,60000,Normal,9.6
50,1200,0.1,0.029,18,25,-55,105,0.133,8000,0.058,1800,300,UPW1H122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2610,2610,2211.86,2477.29,2344.58,2079.15,MP,60000,Normal,10.6
50,1500,0.1,0.028,16,30.5,-55,105,0.106,8000,0.056,2250,300,UPW1H152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2700,2700,2288.14,2562.71,2425.42,2150.85,MP,75000,Normal,9.6
50,1500,0.1,0.025,16,35.5,-55,105,0.106,8000,0.05,2250,300,UPW1H152MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,2790,2790,2364.41,2648.14,2506.27,2222.54,MP,75000,Normal,11.8
50,1800,0.1,0.025,18,30.5,-55,105,0.088,8000,0.05,2700,300,UPW1H182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3000,3000,2542.37,2847.46,2694.92,2389.83,MP,90000,Normal,13.1
50,2200,0.12,0.023,18,35.5,-55,105,0.096,8000,0.046,3300,250,UPW1H222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,3100,3100,2627.12,2942.37,2784.75,2469.49,MP,110000,Normal,14.2
63,4.7,0.09,4.7,5,11,-55,105,25.397,2000,9.4,9,6000,UPW1J4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,68,,,,,,EOL,296.1,Normal,0.44
63,6.8,0.09,2.5,5,11,-55,105,17.554,2000,5,13,6000,UPW1J6R8MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,95,,,,,,EOL,428.4,Normal,0.44
63,10,0.09,2.1,5,11,-55,105,11.937,2000,4.2,19,6000,UPW1J100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,110,,,,,,EOL,630,Normal,0.44
63,12,0.09,2,5,11,-55,105,9.947,2000,4,23,6000,UPW1J120MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,145,,,,,,EOL,756,Normal,0.44
63,15,0.09,1.2,6.3,11,-55,105,7.958,2000,2.4,28,4000,UPW1J150MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,160,160,48.05,128.29,80.24,32.19,EOL,945,Normal,0.59
63,22,0.09,0.71,6.3,11,-55,105,5.426,2000,1.42,42,4000,UPW1J220MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,250,250,75.08,200.45,125.38,50.3,EOL,1386,Normal,0.59
63,33,0.09,0.71,6.3,11,-55,105,3.617,2000,1.42,62,4000,UPW1J330MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,250,250,75.08,200.45,125.38,50.3,EOL,2079,Normal,0.59
63,39,0.09,0.7,6.3,15,-55,105,3.061,2000,1.4,74,4000,UPW1J390MED,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,330,330,99.1,264.59,165.5,66.4,EOL,2457,Normal,0.72
63,47,0.09,0.342,8,11.5,-55,105,2.54,3000,0.684,89,3000,UPW1J470MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,405,405,121.62,324.73,203.11,81.49,MP,2961,Normal,1.19
63,68,0.09,0.342,8,11.5,-55,105,1.755,3000,0.684,129,3000,UPW1J680MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,405,405,262.99,344.51,302.44,223.54,MP,4284,Normal,1.19
63,100,0.09,0.23,8,15,-55,105,1.194,3000,0.46,189,2000,UPW1J101MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,535,535,347.4,455.1,399.51,295.29,MP,6300,Normal,1.36
63,100,0.09,0.256,10,12.5,-55,105,1.194,5000,0.512,189,2000,UPW1J101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,540,540,350.65,459.35,403.25,298.05,MP,6300,Normal,1.49
63,120,0.09,0.194,10,16,-55,105,0.995,5000,0.388,227,1800,UPW1J121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,600,600,389.61,510.39,448.05,331.17,MP,7560,Normal,1.77
63,150,0.09,0.194,10,16,-55,105,0.796,5000,0.388,284,1800,UPW1J151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,660,660,428.57,561.43,492.86,364.29,MP,9450,Normal,1.77
63,180,0.09,0.147,10,20,-55,105,0.663,5000,0.294,340,1400,UPW1J181MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,890,890,577.92,757.08,664.61,491.23,MP,11340,Normal,2.34
63,180,0.09,0.15,12.5,15,-55,105,0.663,7000,0.3,340,1200,UPW1J181MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1020,1020,662.34,867.66,761.69,562.99,MP,11340,Normal,2.96
63,220,0.09,0.147,10,20,-55,105,0.543,5000,0.294,416,1400,UPW1J221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,885,885,574.68,752.82,660.88,488.47,MP,13860,Normal,2.34
63,220,0.09,0.13,10,25,-55,105,0.543,5000,0.26,416,1200,UPW1J221MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z For Switching Power Supplies,1050,1050,681.82,893.18,784.09,579.55,MP,13860,Normal,3.07
