Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
35,100,1.592,150,10,12.5,-40,125,0.12,5000,105,2000,UBT1V101MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,620,MP,Normal,1.49
35,220,0.723,94,10,16,-40,125,0.12,5000,231,1800,UBT1V221MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,790,EOL,Normal,1.77
35,220,0.723,94,10,16,-40,125,0.12,5000,231,1800,UBT1V221MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,790,MP,Normal,1.77
35,330,0.482,75,10,20,-40,125,0.12,5000,347,1400,UBT1V331MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,950,EOL,Normal,2.34
35,330,0.482,75,10,20,-40,125,0.12,5000,347,1400,UBT1V331MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,950,MP,Normal,2.34
35,470,0.339,58,12.5,20,-40,125,0.12,10000,494,1000,UBT1V471MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1330,EOL,Normal,3.43
35,470,0.339,58,12.5,20,-40,125,0.12,10000,494,1000,UBT1V471MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1330,MP,Normal,3.43
35,1000,0.159,31,16,25,-40,125,0.12,10000,1050,400,UBT1V102MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,2010,EOL,Normal,8.2
35,1000,0.159,31,16,25,-40,125,0.12,10000,1050,400,UBT1V102MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,2010,MP,Normal,8.2
35,2200,0.084,25,18,35.5,-40,125,0.14,10000,2310,250,UBT1V222MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,2790,EOL,Normal,14.2
35,2200,0.084,25,18,35.5,-40,125,0.14,10000,2310,250,UBT1V222MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,2790,MP,Normal,14.2
50,4.7,28.219,1150,8,11.5,-40,125,0.1,2000,7,3000,UBT1H4R7MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,85,EOL,Normal,1.19
50,4.7,28.219,1150,8,11.5,-40,125,0.1,2000,7,3000,UBT1H4R7MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,85,MP,Normal,1.19
50,10,13.263,750,8,11.5,-40,125,0.1,2000,15,3000,UBT1H100MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,180,EOL,Normal,1.19
50,10,13.263,750,8,11.5,-40,125,0.1,2000,15,3000,UBT1H100MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,180,MP,Normal,1.19
50,22,6.029,500,8,11.5,-40,125,0.1,2000,33,3000,UBT1H220MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,250,EOL,Normal,1.19
50,22,6.029,500,8,11.5,-40,125,0.1,2000,33,3000,UBT1H220MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,250,MP,Normal,1.19
50,33,4.019,450,8,11.5,-40,125,0.1,2000,50,3000,UBT1H330MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,300,EOL,Normal,1.19
50,33,4.019,450,8,11.5,-40,125,0.1,2000,50,3000,UBT1H330MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,300,MP,Normal,1.19
50,47,2.822,350,8,11.5,-40,125,0.1,2000,71,3000,UBT1H470MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,440,EOL,Normal,1.19
50,47,2.822,350,8,11.5,-40,125,0.1,2000,71,3000,UBT1H470MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,440,MP,Normal,1.19
50,100,1.326,180,10,12.5,-40,125,0.1,5000,150,2000,UBT1H101MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,555,EOL,Normal,1.49
50,100,1.326,180,10,12.5,-40,125,0.1,5000,150,2000,UBT1H101MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,555,MP,Normal,1.49
50,220,0.603,98,10,20,-40,125,0.1,5000,330,1400,UBT1H221MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,930,EOL,Normal,2.34
50,220,0.603,98,10,20,-40,125,0.1,5000,330,1400,UBT1H221MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,930,MP,Normal,2.34
50,330,0.402,70,12.5,20,-40,125,0.1,10000,495,1000,UBT1H331MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1330,EOL,Normal,3.43
50,330,0.402,70,12.5,20,-40,125,0.1,10000,495,1000,UBT1H331MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1330,MP,Normal,3.43
50,470,0.282,55,12.5,25,-40,125,0.1,10000,705,800,UBT1H471MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1650,EOL,Normal,4.56
50,470,0.282,55,12.5,25,-40,125,0.1,10000,705,800,UBT1H471MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1650,MP,Normal,4.56
50,1000,0.133,31,16,30.5,-40,125,0.1,10000,1500,300,UBT1H102MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,2430,EOL,Normal,9.6
50,1000,0.133,31,16,30.5,-40,125,0.1,10000,1500,300,UBT1H102MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,2430,MP,Normal,9.6
63,22,6.029,2000,8,11.5,-40,125,0.1,2000,42,3000,UBT1J220MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,130,EOL,Normal,1.19
63,22,6.029,2000,8,11.5,-40,125,0.1,2000,42,3000,UBT1J220MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,130,MP,Normal,1.19
63,33,4.019,1500,8,11.5,-40,125,0.1,2000,62,3000,UBT1J330MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,150,EOL,Normal,1.19
63,33,4.019,1500,8,11.5,-40,125,0.1,2000,62,3000,UBT1J330MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,150,MP,Normal,1.19
63,47,2.822,590,10,12.5,-40,125,0.1,3000,89,2000,UBT1J470MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,530,EOL,Normal,1.49
63,47,2.822,590,10,12.5,-40,125,0.1,3000,89,2000,UBT1J470MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,530,MP,Normal,1.49
63,100,1.326,410,10,16,-40,125,0.1,3000,189,1800,UBT1J101MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,690,EOL,Normal,1.77
63,100,1.326,410,10,16,-40,125,0.1,3000,189,1800,UBT1J101MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,690,MP,Normal,1.77
63,220,0.603,160,12.5,20,-40,125,0.1,5000,416,1000,UBT1J221MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1050,EOL,Normal,3.43
63,220,0.603,160,12.5,20,-40,125,0.1,5000,416,1000,UBT1J221MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1050,MP,Normal,3.43
63,330,0.402,120,12.5,25,-40,125,0.1,5000,624,800,UBT1J331MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1290,EOL,Normal,4.56
63,330,0.402,120,12.5,25,-40,125,0.1,5000,624,800,UBT1J331MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1290,MP,Normal,4.56
63,470,0.282,97,12.5,30.5,-40,125,0.1,5000,888,600,UBT1J471MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1460,EOL,Normal,6.01
63,470,0.282,97,12.5,30.5,-40,125,0.1,5000,888,600,UBT1J471MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1460,MP,Normal,6.01
80,22,4.823,1500,8,11.5,-40,125,0.08,2000,53,3000,UBT1K220MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,150,EOL,Normal,1.19
80,22,4.823,1500,8,11.5,-40,125,0.08,2000,53,3000,UBT1K220MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,150,MP,Normal,1.19
80,33,3.215,800,10,12.5,-40,125,0.08,3000,79,2000,UBT1K330MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,480,EOL,Normal,1.49
80,33,3.215,800,10,12.5,-40,125,0.08,3000,79,2000,UBT1K330MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,480,MP,Normal,1.49
80,47,2.258,800,10,12.5,-40,125,0.08,3000,113,2000,UBT1K470MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,480,EOL,Normal,1.49
80,47,2.258,800,10,12.5,-40,125,0.08,3000,113,2000,UBT1K470MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,480,MP,Normal,1.49
80,100,1.061,390,10,20,-40,125,0.08,3000,240,1400,UBT1K101MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,790,EOL,Normal,2.34
80,100,1.061,390,10,20,-40,125,0.08,3000,240,1400,UBT1K101MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,790,MP,Normal,2.34
80,220,0.482,180,12.5,25,-40,125,0.08,5000,528,800,UBT1K221MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1240,EOL,Normal,4.56
80,220,0.482,180,12.5,25,-40,125,0.08,5000,528,800,UBT1K221MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1240,MP,Normal,4.56
80,330,0.322,160,12.5,30.5,-40,125,0.08,5000,792,600,UBT1K331MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1390,EOL,Normal,6.01
80,330,0.322,160,12.5,30.5,-40,125,0.08,5000,792,600,UBT1K331MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1390,MP,Normal,6.01
80,470,0.226,110,16,25,-40,125,0.08,5000,1128,400,UBT1K471MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1500,EOL,Normal,8.2
80,470,0.226,110,16,25,-40,125,0.08,5000,1128,400,UBT1K471MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1500,MP,Normal,8.2
100,10,10.61,1500,8,11.5,-40,125,0.08,2000,30,3000,UBT2A100MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,150,EOL,Normal,1.19
100,10,10.61,1500,8,11.5,-40,125,0.08,2000,30,3000,UBT2A100MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,150,MP,Normal,1.19
100,22,4.823,800,10,12.5,-40,125,0.08,3000,66,2000,UBT2A220MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,480,EOL,Normal,1.49
100,22,4.823,800,10,12.5,-40,125,0.08,3000,66,2000,UBT2A220MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,480,MP,Normal,1.49
100,33,3.215,800,10,12.5,-40,125,0.08,3000,99,2000,UBT2A330MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,480,EOL,Normal,1.49
100,33,3.215,800,10,12.5,-40,125,0.08,3000,99,2000,UBT2A330MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,480,MP,Normal,1.49
100,47,2.258,550,10,16,-40,125,0.08,3000,141,1800,UBT2A470MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,630,EOL,Normal,1.77
100,47,2.258,550,10,16,-40,125,0.08,3000,141,1800,UBT2A470MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,630,MP,Normal,1.77
100,100,1.061,250,12.5,20,-40,125,0.08,5000,300,1000,UBT2A101MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,990,EOL,Normal,3.43
100,100,1.061,250,12.5,20,-40,125,0.08,5000,300,1000,UBT2A101MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,990,MP,Normal,3.43
100,220,0.482,110,16,25,-40,125,0.08,5000,660,400,UBT2A221MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1500,EOL,Normal,8.2
100,220,0.482,110,16,25,-40,125,0.08,5000,660,400,UBT2A221MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1500,MP,Normal,8.2
100,330,0.322,79,16,30.5,-40,125,0.08,5000,990,300,UBT2A331MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1790,EOL,Normal,9.6
100,330,0.322,79,16,30.5,-40,125,0.08,5000,990,300,UBT2A331MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,1790,MP,Normal,9.6
160,22,12.057,,10,20,-40,125,0.2,2000,241,1400,UBT2C220MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,115,EOL,Normal,2.34
160,22,12.057,,10,20,-40,125,0.2,2000,241,1400,UBT2C220MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,115,MP,Normal,2.34
160,33,8.038,,10,25,-40,125,0.2,2000,311,1200,UBT2C330MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,154,EOL,Normal,3.07
160,33,8.038,,10,25,-40,125,0.2,2000,311,1200,UBT2C330MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,154,MP,Normal,3.07
160,47,5.644,,12.5,20,-40,125,0.2,2000,401,1000,UBT2C470MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,187,EOL,Normal,3.43
160,47,5.644,,12.5,20,-40,125,0.2,2000,401,1000,UBT2C470MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,187,MP,Normal,3.43
160,68,3.901,,12.5,25,-40,125,0.2,2000,535,800,UBT2C680MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,245,EOL,Normal,4.56
160,68,3.901,,12.5,25,-40,125,0.2,2000,535,800,UBT2C680MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,245,MP,Normal,4.56
160,100,2.653,,16,25,-40,125,0.2,2000,740,400,UBT2C101MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,329,EOL,Normal,8.2
160,100,2.653,,16,25,-40,125,0.2,2000,740,400,UBT2C101MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,329,MP,Normal,8.2
160,150,1.768,,16,30.5,-40,125,0.2,2000,1060,300,UBT2C151MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,434,EOL,Normal,9.6
160,150,1.768,,16,30.5,-40,125,0.2,2000,1060,300,UBT2C151MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,434,MP,Normal,9.6
200,10,26.526,,10,20,-40,125,0.2,2000,180,1400,UBT2D100MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,78,EOL,Normal,2.34
200,10,26.526,,10,20,-40,125,0.2,2000,180,1400,UBT2D100MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,78,MP,Normal,2.34
200,22,12.057,,10,25,-40,125,0.2,2000,276,1200,UBT2D220MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,126,EOL,Normal,3.07
200,22,12.057,,10,25,-40,125,0.2,2000,276,1200,UBT2D220MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,126,MP,Normal,3.07
200,33,8.038,,12.5,20,-40,125,0.2,2000,364,1000,UBT2D330MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,157,EOL,Normal,3.43
200,33,8.038,,12.5,20,-40,125,0.2,2000,364,1000,UBT2D330MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,157,MP,Normal,3.43
200,47,5.644,,12.5,25,-40,125,0.2,2000,476,800,UBT2D470MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,204,EOL,Normal,4.56
200,47,5.644,,12.5,25,-40,125,0.2,2000,476,800,UBT2D470MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,204,MP,Normal,4.56
200,68,3.901,,16,20,-40,125,0.2,2000,644,600,UBT2D680MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,250,EOL,Normal,6.6
200,68,3.901,,16,20,-40,125,0.2,2000,644,600,UBT2D680MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,250,MP,Normal,6.6
200,100,2.653,,16,25,-40,125,0.2,2000,900,400,UBT2D101MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,329,EOL,Normal,8.2
200,100,2.653,,16,25,-40,125,0.2,2000,900,400,UBT2D101MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,329,MP,Normal,8.2
250,10,26.526,,10,20,-40,125,0.2,2000,200,1400,UBT2E100MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,78,EOL,Normal,2.34
250,10,26.526,,10,20,-40,125,0.2,2000,200,1400,UBT2E100MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,78,MP,Normal,2.34
250,22,12.057,,12.5,20,-40,125,0.2,2000,320,1000,UBT2E220MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,128,EOL,Normal,3.43
250,22,12.057,,12.5,20,-40,125,0.2,2000,320,1000,UBT2E220MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,128,MP,Normal,3.43
250,33,8.038,,12.5,25,-40,125,0.2,2000,430,800,UBT2E330MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,171,EOL,Normal,4.56
