Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (85℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UVK2G100MPD,MP,400.0,10.00,10.0,16.0,-40,85,2000,1.77,0.25,260,90,,,,,,,,1800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G220MHD,MP,400.0,22.00,12.5,25.0,-40,85,2000,4.56,0.25,452,200,,,,,,,,800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G330MHD,MP,400.0,33.00,16.0,25.0,-40,85,2000,8.20,0.25,628,240,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G470MHD,MP,400.0,47.00,16.0,25.0,-40,85,2000,8.20,0.25,852,280,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G680MHD,MP,400.0,68.00,16.0,30.5,-40,85,2000,9.60,0.25,1188,340,,,,,,,,300,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G101MHD,MP,400.0,100.00,18.0,35.5,-40,85,2000,14.20,0.25,1700,440,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2G221MRD,EOL,400.0,220.00,22.0,50.0,-40,85,2000,27.40,0.25,3620,650,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W2R2MPD,MP,450.0,2.20,8.0,11.5,-25,85,2000,1.19,0.25,139,28,,,,,,,,3000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W3R3MPD,MP,450.0,3.30,10.0,12.5,-25,85,2000,1.49,0.25,159,40,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W4R7MPD,MP,450.0,4.70,10.0,12.5,-25,85,2000,1.49,0.25,185,46,,,,,,,,2000,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W100MPD,MP,450.0,10.00,10.0,20.0,-25,85,2000,2.34,0.25,280,80,,,,,,,,1400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W220MHD,MP,450.0,22.00,12.5,25.0,-25,85,2000,4.56,0.25,496,140,,,,,,,,800,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W330MHD,MP,450.0,33.00,16.0,25.0,-25,85,2000,8.20,0.25,694,180,,,,,,,,400,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W470MHD,MP,450.0,47.00,16.0,30.5,-25,85,2000,9.60,0.25,946,220,,,,,,,,300,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W680MHD,MP,450.0,68.00,18.0,35.5,-25,85,2000,14.20,0.25,1324,260,,,,,,,,250,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W101MHD,MP,450.0,100.00,18.0,40.0,-25,85,2000,17.70,0.25,1900,280,,,,,,,,200,Radial Lead,Miniaturized,Uni-Polar,Normal
UVK2W221MRD,EOL,450.0,220.00,25.0,50.0,-25,85,2000,38.80,0.25,4060,350,,,,,,,,140,Radial Lead,Miniaturized,Uni-Polar,Normal
