Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (85℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UFG1A682MHM,EOL,10.0,6800.00,18.0,40.0,-40,85,1000,17.70,0.29,680,2049,,,,,,,,200,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C330MDM,EOL,16.0,33.00,5.0,11.0,-40,85,1000,0.44,0.16,5,57,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C470MEM,EOL,16.0,47.00,6.3,11.0,-40,85,1000,0.59,0.16,8,74,,,,,,,,4000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C101MPM,EOL,16.0,100.00,8.0,11.5,-40,85,1000,1.19,0.16,16,128,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C221MPM,EOL,16.0,220.00,10.0,12.5,-40,85,1000,1.49,0.16,35,226,,,,,,,,2000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C331MPM,EOL,16.0,330.00,10.0,16.0,-40,85,1000,1.77,0.16,53,309,,,,,,,,1800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C471MPM,EOL,16.0,470.00,10.0,20.0,-40,85,1000,2.34,0.16,75,406,,,,,,,,1400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C102MHM,EOL,16.0,1000.00,12.5,25.0,-40,85,1000,4.56,0.16,160,723,,,,,,,,800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C222MHM,EOL,16.0,2200.00,16.0,25.0,-40,85,1000,8.20,0.18,352,1290,,,,,,,,400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C332MHM,EOL,16.0,3300.00,16.0,35.5,-40,85,1000,11.80,0.20,528,1720,,,,,,,,300,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1C472MHM,EOL,16.0,4700.00,18.0,35.5,-40,85,1000,14.20,0.22,752,2140,,,,,,,,250,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E220MDM,EOL,25.0,22.00,5.0,11.0,-40,85,1000,0.44,0.14,6,50,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E330MEM,EOL,25.0,33.00,6.3,11.0,-40,85,1000,0.59,0.14,8,70,,,,,,,,4000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E470MEM,EOL,25.0,47.00,6.3,11.0,-40,85,1000,0.59,0.14,12,85,,,,,,,,4000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E101MPM,EOL,25.0,100.00,8.0,11.5,-40,85,1000,1.19,0.14,25,140,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E221MPM,EOL,25.0,220.00,10.0,16.0,-40,85,1000,1.77,0.14,55,260,,,,,,,,1800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E331MPM,EOL,25.0,330.00,10.0,20.0,-40,85,1000,2.34,0.14,83,351,,,,,,,,1400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E471MHM,EOL,25.0,470.00,12.5,20.0,-40,85,1000,3.43,0.14,118,476,,,,,,,,1000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E102MHM,EOL,25.0,1000.00,16.0,25.0,-40,85,1000,8.20,0.14,250,854,,,,,,,,400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E222MHM,EOL,25.0,2200.00,16.0,35.5,-40,85,1000,11.80,0.16,550,1570,,,,,,,,300,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1E332MHM,EOL,25.0,3300.00,18.0,40.0,-40,85,1000,17.70,0.18,825,1794,,,,,,,,200,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V220MEM,EOL,35.0,22.00,6.3,11.0,-40,85,1000,0.59,0.12,8,60,,,,,,,,4000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V330MEM,EOL,35.0,33.00,6.3,11.0,-40,85,1000,0.59,0.12,12,75,,,,,,,,4000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V470MPM,EOL,35.0,47.00,8.0,11.5,-40,85,1000,1.19,0.12,16,101,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V101MPM,EOL,35.0,100.00,10.0,12.5,-40,85,1000,1.49,0.12,35,176,,,,,,,,2000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V221MPM,EOL,35.0,220.00,10.0,20.0,-40,85,1000,2.34,0.12,77,320,,,,,,,,1400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V331MHM,EOL,35.0,330.00,12.5,20.0,-40,85,1000,3.43,0.12,116,446,,,,,,,,1000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V471MHM,EOL,35.0,470.00,12.5,25.0,-40,85,1000,4.56,0.12,165,590,,,,,,,,800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V102MHM,EOL,35.0,1000.00,16.0,25.0,-40,85,1000,8.20,0.12,350,1060,,,,,,,,400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1V222MHM,EOL,35.0,2200.00,18.0,35.5,-40,85,1000,14.20,0.14,770,1840,,,,,,,,250,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H010MDM,EOL,50.0,1.00,5.0,11.0,-40,85,1000,0.44,0.10,3,9,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H2R2MDM,EOL,50.0,2.20,5.0,11.0,-40,85,1000,0.44,0.10,3,18,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H3R3MDM,EOL,50.0,3.30,5.0,11.0,-40,85,1000,0.44,0.10,3,22,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H4R7MDM,EOL,50.0,4.70,5.0,11.0,-40,85,1000,0.44,0.10,3,27,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H100MDM,EOL,50.0,10.00,5.0,11.0,-40,85,1000,0.44,0.10,5,39,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H220MEM,EOL,50.0,22.00,6.3,11.0,-40,85,1000,0.59,0.10,11,65,,,,,,,,4000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H330MPM,EOL,50.0,33.00,8.0,11.5,-40,85,1000,1.19,0.10,17,93,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H470MPM,EOL,50.0,47.00,8.0,11.5,-40,85,1000,1.19,0.10,24,111,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H101MPM,EOL,50.0,100.00,10.0,16.0,-40,85,1000,1.77,0.10,50,215,,,,,,,,1800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H221MHM,EOL,50.0,220.00,12.5,20.0,-40,85,1000,3.43,0.10,110,390,,,,,,,,1000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H331MHM,EOL,50.0,330.00,12.5,20.0,-40,85,1000,3.43,0.10,165,488,,,,,,,,1000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H471MHM,EOL,50.0,470.00,16.0,25.0,-40,85,1000,8.20,0.10,235,650,,,,,,,,400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1H102MHM,EOL,50.0,1000.00,16.0,30.5,-40,85,1000,9.60,0.10,500,1143,,,,,,,,300,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J100MEM,EOL,63.0,10.00,6.3,11.0,-40,85,1000,0.59,0.09,6,50,,,,,,,,4000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J220MPM,EOL,63.0,22.00,8.0,11.5,-40,85,1000,1.19,0.09,14,85,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J330MPM,EOL,63.0,33.00,8.0,11.5,-40,85,1000,1.19,0.09,21,105,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J470MPM,EOL,63.0,47.00,10.0,12.5,-40,85,1000,1.49,0.09,30,140,,,,,,,,2000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J101MPM,EOL,63.0,100.00,10.0,20.0,-40,85,1000,2.34,0.09,63,255,,,,,,,,1400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J221MHM,EOL,63.0,220.00,12.5,20.0,-40,85,1000,3.43,0.09,139,420,,,,,,,,1000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J331MHM,EOL,63.0,330.00,12.5,25.0,-40,85,1000,4.56,0.09,208,541,,,,,,,,800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J471MHM,EOL,63.0,470.00,16.0,25.0,-40,85,1000,8.20,0.09,296,840,,,,,,,,400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1J102MHM,EOL,63.0,1000.00,18.0,35.5,-40,85,1000,14.20,0.09,630,1400,,,,,,,,250,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1K100MEM,EOL,80.0,10.00,6.3,11.0,-40,85,1000,0.59,0.09,8,55,,,,,,,,4000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1K220MPM,EOL,80.0,22.00,8.0,11.5,-40,85,1000,1.19,0.09,18,100,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1K330MPM,EOL,80.0,33.00,10.0,12.5,-40,85,1000,1.49,0.09,26,130,,,,,,,,2000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1K470MPM,EOL,80.0,47.00,10.0,16.0,-40,85,1000,1.77,0.09,38,170,,,,,,,,1800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1K101MHM,EOL,80.0,100.00,12.5,20.0,-40,85,1000,3.43,0.09,80,270,,,,,,,,1000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1K221MHM,EOL,80.0,220.00,12.5,25.0,-40,85,1000,4.56,0.09,176,490,,,,,,,,800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1K331MHM,EOL,80.0,330.00,16.0,30.5,-40,85,1000,9.60,0.09,264,650,,,,,,,,300,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG1K471MHM,EOL,80.0,470.00,16.0,35.5,-40,85,1000,11.80,0.09,376,920,,,,,,,,300,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A010MDM,EOL,100.0,1.00,5.0,11.0,-40,85,1000,0.44,0.08,3,15,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A2R2MDM,EOL,100.0,2.20,5.0,11.0,-40,85,1000,0.44,0.08,3,22,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A3R3MDM,EOL,100.0,3.30,5.0,11.0,-40,85,1000,0.44,0.08,3,27,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A4R7MDM,EOL,100.0,4.70,5.0,11.0,-40,85,1000,0.44,0.08,5,36,,,,,,,,6000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A100MPM,EOL,100.0,10.00,8.0,11.5,-40,85,1000,1.19,0.08,10,65,,,,,,,,3000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A220MPM,EOL,100.0,22.00,10.0,12.5,-40,85,1000,1.49,0.08,22,110,,,,,,,,2000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A330MPM,EOL,100.0,33.00,10.0,16.0,-40,85,1000,1.77,0.08,33,150,,,,,,,,1800,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A470MPM,EOL,100.0,47.00,10.0,20.0,-40,85,1000,2.34,0.08,47,190,,,,,,,,1400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A101MHM,EOL,100.0,100.00,12.5,20.0,-40,85,1000,3.43,0.08,100,300,,,,,,,,1000,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A221MHM,EOL,100.0,220.00,16.0,25.0,-40,85,1000,8.20,0.08,220,549,,,,,,,,400,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A331MHM,EOL,100.0,330.00,16.0,30.5,-40,85,1000,9.60,0.08,330,734,,,,,,,,300,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
UFG2A471MHM,EOL,100.0,470.00,18.0,35.5,-40,85,1000,14.20,0.08,470,980,,,,,,,,250,Radial Lead,Hi-Grade For Audio,Uni-Polar,Normal
