Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UVZ1J222MHD,MP,63.0,2200.00,18.0,35.5,-55,105,2000,14.20,0.12,4158,1650,,,,,,,,250,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J332MRD,EOL,63.0,3300.00,20.0,40.0,-55,105,2000,19.60,0.14,6237,1950,,,,,,,,150,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J472MRD,EOL,63.0,4700.00,22.0,50.0,-55,105,2000,27.40,0.16,8883,2450,,,,,,,,250,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ1J682MRD,EOL,63.0,6800.00,25.0,50.0,-55,105,2000,38.80,0.20,12852,2800,,,,,,,,140,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A2R2MDD,EOL,100.0,2.20,5.0,11.0,-55,105,1000,0.44,0.08,7,21,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A3R3MDD,EOL,100.0,3.30,5.0,11.0,-55,105,1000,0.44,0.08,10,29,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A4R7MDD,EOL,100.0,4.70,5.0,11.0,-55,105,1000,0.44,0.08,14,32,,,,,,,,6000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A100MED,EOL,100.0,10.00,6.3,11.0,-55,105,1000,0.59,0.08,30,54,,,,,,,,4000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A220MED,EOL,100.0,22.00,6.3,11.0,-55,105,1000,0.59,0.08,66,93,,,,,,,,4000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A330MPD,MP,100.0,33.00,8.0,11.5,-55,105,1000,1.19,0.08,99,130,,,,,,,,3000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A470MPD,MP,100.0,47.00,10.0,12.5,-55,105,2000,1.49,0.08,141,165,,,,,,,,2000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A101MPD,MP,100.0,100.00,10.0,20.0,-55,105,2000,2.34,0.08,300,265,,,,,,,,1400,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A221MHD,MP,100.0,220.00,12.5,25.0,-55,105,2000,4.56,0.08,660,440,,,,,,,,800,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A331MHD,MP,100.0,330.00,12.5,25.0,-55,105,2000,4.56,0.08,990,540,,,,,,,,800,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A471MHD,MP,100.0,470.00,16.0,25.0,-55,105,2000,8.20,0.08,1410,715,,,,,,,,400,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A102MHD,MP,100.0,1000.00,18.0,40.0,-55,105,2000,17.70,0.08,3000,985,,,,,,,,200,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A222MRD,EOL,100.0,2200.00,22.0,50.0,-55,105,2000,27.40,0.10,6600,1750,,,,,,,,250,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2A332MRD,EOL,100.0,3300.00,25.0,50.0,-55,105,2000,38.80,0.12,9900,2070,,,,,,,,140,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
UVZ2CR47MED,EOL,160.0,0.47,6.3,11.0,-40,105,1000,0.59,0.20,48,11,,,,,,,,4000,Radial Lead,6mmL Wide Temp. Range,Uni-Polar,Normal
