Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (85℃/120Hz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UVP1C471MPD,MP,16.0,470.00,10.0,20.0,-40,85,2000,2.34,0.22,226,485,,,,,,,,1400,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1C102MHD,MP,16.0,1000.00,12.5,25.0,-40,85,2000,4.56,0.22,480,855,,,,,,,,800,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1C222MHD,MP,16.0,2200.00,16.0,30.5,-40,85,2000,9.60,0.24,1056,1510,,,,,,,,300,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1C332MHD,MP,16.0,3300.00,18.0,35.5,-40,85,2000,14.20,0.26,1584,1980,,,,,,,,250,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E100MDD,EOL,25.0,10.00,5.0,11.0,-40,85,2000,0.44,0.20,8,42,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E220MED,EOL,25.0,22.00,6.3,11.0,-40,85,2000,0.59,0.20,17,65,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E330MED,EOL,25.0,33.00,6.3,11.0,-40,85,2000,0.59,0.20,25,80,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E470MED,EOL,25.0,47.00,6.3,11.0,-40,85,2000,0.59,0.20,35,95,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E101MPD,MP,25.0,100.00,8.0,11.5,-40,85,2000,1.19,0.20,75,160,,,,,,,,3000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E221MPD,MP,25.0,220.00,10.0,16.0,-40,85,2000,1.77,0.20,165,305,,,,,,,,1800,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E331MHD,MP,25.0,330.00,12.5,20.0,-40,85,2000,3.43,0.20,248,450,,,,,,,,1000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E471MHD,MP,25.0,470.00,12.5,20.0,-40,85,2000,3.43,0.20,353,540,,,,,,,,1000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E102MHD,MP,25.0,1000.00,16.0,25.0,-40,85,2000,8.20,0.20,750,950,,,,,,,,400,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1E222MHD,MP,25.0,2200.00,18.0,35.5,-40,85,2000,14.20,0.22,1650,1620,,,,,,,,250,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V4R7MDD,EOL,35.0,4.70,5.0,11.0,-40,85,2000,0.44,0.16,5,34,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V100MDD,EOL,35.0,10.00,5.0,11.0,-40,85,2000,0.44,0.16,11,43,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V220MED,EOL,35.0,22.00,6.3,11.0,-40,85,2000,0.59,0.16,23,73,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V330MPD,MP,35.0,33.00,8.0,11.5,-40,85,2000,1.19,0.16,35,100,,,,,,,,3000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V470MPD,MP,35.0,47.00,8.0,11.5,-40,85,2000,1.19,0.16,49,120,,,,,,,,3000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V101MPD,MP,35.0,100.00,10.0,16.0,-40,85,2000,1.77,0.16,105,230,,,,,,,,1800,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V221MHD,MP,35.0,220.00,12.5,20.0,-40,85,2000,3.43,0.16,231,410,,,,,,,,1000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V331MHD,MP,35.0,330.00,12.5,20.0,-40,85,2000,3.43,0.16,347,505,,,,,,,,1000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V471MHD,MP,35.0,470.00,12.5,25.0,-40,85,2000,4.56,0.16,494,655,,,,,,,,800,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1V102MHD,MP,35.0,1000.00,16.0,30.5,-40,85,2000,9.60,0.16,1050,1140,,,,,,,,300,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H010MDD,EOL,50.0,1.00,5.0,11.0,-40,85,2000,0.44,0.14,3,17,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H2R2MDD,EOL,50.0,2.20,5.0,11.0,-40,85,2000,0.44,0.14,3,25,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H3R3MDD,EOL,50.0,3.30,5.0,11.0,-40,85,2000,0.44,0.14,5,27,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H4R7MDD,EOL,50.0,4.70,5.0,11.0,-40,85,2000,0.44,0.14,7,34,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H100MED,EOL,50.0,10.00,6.3,11.0,-40,85,2000,0.59,0.14,15,52,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H220MPD,MP,50.0,22.00,8.0,11.5,-40,85,2000,1.19,0.14,33,89,,,,,,,,3000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H330MPD,MP,50.0,33.00,8.0,11.5,-40,85,2000,1.19,0.14,50,105,,,,,,,,3000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H470MPD,MP,50.0,47.00,10.0,12.5,-40,85,2000,1.49,0.14,71,150,,,,,,,,2000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H101MPD,MP,50.0,100.00,10.0,20.0,-40,85,2000,2.34,0.14,150,265,,,,,,,,1400,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H221MHD,MP,50.0,220.00,12.5,25.0,-40,85,2000,4.56,0.14,330,480,,,,,,,,800,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H331MHD,MP,50.0,330.00,16.0,25.0,-40,85,2000,8.20,0.14,495,650,,,,,,,,400,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1H471MHD,MP,50.0,470.00,16.0,30.5,-40,85,2000,9.60,0.14,705,835,,,,,,,,300,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J3R3MDD,EOL,63.0,3.30,5.0,11.0,-40,85,2000,0.44,0.12,6,28,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J4R7MED,EOL,63.0,4.70,6.3,11.0,-40,85,2000,0.59,0.12,9,34,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J100MED,EOL,63.0,10.00,6.3,11.0,-40,85,2000,0.59,0.12,19,57,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J220MPD,MP,63.0,22.00,8.0,11.5,-40,85,2000,1.19,0.12,42,95,,,,,,,,3000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J330MPD,MP,63.0,33.00,10.0,12.5,-40,85,2000,1.49,0.12,62,135,,,,,,,,2000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J470MPD,MP,63.0,47.00,10.0,16.0,-40,85,2000,1.77,0.12,89,180,,,,,,,,1800,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J101MHD,MP,63.0,100.00,12.5,20.0,-40,85,2000,3.43,0.12,189,320,,,,,,,,1000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J221MHD,MP,63.0,220.00,16.0,25.0,-40,85,2000,8.20,0.12,416,575,,,,,,,,400,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J331MHD,MP,63.0,330.00,16.0,30.5,-40,85,2000,9.60,0.12,624,655,,,,,,,,300,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP1J471MHD,MP,63.0,470.00,18.0,35.5,-40,85,2000,14.20,0.12,888,965,,,,,,,,250,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A010MDD,EOL,100.0,1.00,5.0,11.0,-40,85,2000,0.44,0.10,3,21,,,,,,,,6000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A2R2MED,EOL,100.0,2.20,6.3,11.0,-40,85,2000,0.59,0.10,7,34,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A3R3MED,EOL,100.0,3.30,6.3,11.0,-40,85,2000,0.59,0.10,10,39,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A4R7MED,EOL,100.0,4.70,6.3,11.0,-40,85,2000,0.59,0.10,14,47,,,,,,,,4000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A100MPD,MP,100.0,10.00,8.0,11.5,-40,85,2000,1.19,0.10,30,71,,,,,,,,3000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A220MPD,MP,100.0,22.00,10.0,16.0,-40,85,2000,1.77,0.10,66,135,,,,,,,,1800,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A330MHD,MP,100.0,33.00,12.5,20.0,-40,85,2000,3.43,0.10,99,220,,,,,,,,1000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A470MHD,MP,100.0,47.00,12.5,20.0,-40,85,2000,3.43,0.10,141,240,,,,,,,,1000,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A101MHD,MP,100.0,100.00,16.0,25.0,-40,85,2000,8.20,0.10,300,425,,,,,,,,400,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
UVP2A221MHD,MP,100.0,220.00,18.0,35.5,-40,85,2000,14.20,0.10,660,720,,,,,,,,250,Radial Lead,Bi-Polar Standard,Bi-Polar,Normal
