Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (125℃/100kHz),Rated Ripple2(mArms),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UBT2C151MHD8,MP,160.0,150.00,16.0,30.5,-40,125,2000,9.60,0.20,1060,434,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D100MPD,EOL,200.0,10.00,10.0,20.0,-40,125,2000,2.34,0.20,180,78,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D100MPD8,MP,200.0,10.00,10.0,20.0,-40,125,2000,2.34,0.20,180,78,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D220MPD,EOL,200.0,22.00,10.0,25.0,-40,125,2000,3.07,0.20,276,126,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D220MPD8,MP,200.0,22.00,10.0,25.0,-40,125,2000,3.07,0.20,276,126,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D330MHD,EOL,200.0,33.00,12.5,20.0,-40,125,2000,3.43,0.20,364,157,,,,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D330MHD8,MP,200.0,33.00,12.5,20.0,-40,125,2000,3.43,0.20,364,157,,,,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D470MHD,EOL,200.0,47.00,12.5,25.0,-40,125,2000,4.56,0.20,476,204,,,,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D470MHD8,MP,200.0,47.00,12.5,25.0,-40,125,2000,4.56,0.20,476,204,,,,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D680MHD,EOL,200.0,68.00,16.0,20.0,-40,125,2000,6.60,0.20,644,250,,,,,,,,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D680MHD8,MP,200.0,68.00,16.0,20.0,-40,125,2000,6.60,0.20,644,250,,,,,,,,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D101MHD,EOL,200.0,100.00,16.0,25.0,-40,125,2000,8.20,0.20,900,329,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2D101MHD8,MP,200.0,100.00,16.0,25.0,-40,125,2000,8.20,0.20,900,329,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E100MPD,EOL,250.0,10.00,10.0,20.0,-40,125,2000,2.34,0.20,200,78,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E100MPD8,MP,250.0,10.00,10.0,20.0,-40,125,2000,2.34,0.20,200,78,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E220MHD,EOL,250.0,22.00,12.5,20.0,-40,125,2000,3.43,0.20,320,128,,,,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E220MHD8,MP,250.0,22.00,12.5,20.0,-40,125,2000,3.43,0.20,320,128,,,,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E330MHD,EOL,250.0,33.00,12.5,25.0,-40,125,2000,4.56,0.20,430,171,,,,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E330MHD8,MP,250.0,33.00,12.5,25.0,-40,125,2000,4.56,0.20,430,171,,,,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E470MHD,EOL,250.0,47.00,16.0,25.0,-40,125,2000,8.20,0.20,570,225,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E470MHD8,MP,250.0,47.00,16.0,25.0,-40,125,2000,8.20,0.20,570,225,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E680MHD,EOL,250.0,68.00,16.0,30.5,-40,125,2000,9.60,0.20,780,292,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2E680MHD8,MP,250.0,68.00,16.0,30.5,-40,125,2000,9.60,0.20,780,292,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V4R7MPD,EOL,350.0,4.70,10.0,20.0,-25,125,2000,2.34,0.24,166,53,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V4R7MPD8,MP,350.0,4.70,10.0,20.0,-25,125,2000,2.34,0.24,166,53,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V100MPD,EOL,350.0,10.00,10.0,25.0,-25,125,2000,3.07,0.24,240,85,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V100MPD8,MP,350.0,10.00,10.0,25.0,-25,125,2000,3.07,0.24,240,85,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V220MHD,EOL,350.0,22.00,12.5,25.0,-25,125,2000,4.56,0.24,408,139,,,,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V220MHD8,MP,350.0,22.00,12.5,25.0,-25,125,2000,4.56,0.24,408,139,,,,,,,,800,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V330MHD,EOL,350.0,33.00,16.0,25.0,-25,125,2000,8.20,0.24,562,189,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V330MHD8,MP,350.0,33.00,16.0,25.0,-25,125,2000,8.20,0.24,562,189,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V470MHD,EOL,350.0,47.00,16.0,30.5,-25,125,2000,9.60,0.24,758,243,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2V470MHD8,MP,350.0,47.00,16.0,30.5,-25,125,2000,9.60,0.24,758,243,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G4R7MPD,EOL,400.0,4.70,10.0,20.0,-25,125,2000,2.34,0.24,175,53,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G4R7MPD8,MP,400.0,4.70,10.0,20.0,-25,125,2000,2.34,0.24,175,53,,,,,,,,1400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G100MPD,EOL,400.0,10.00,10.0,25.0,-25,125,2000,3.07,0.24,260,86,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G100MPD8,MP,400.0,10.00,10.0,25.0,-25,125,2000,3.07,0.24,260,86,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G220MHD,EOL,400.0,22.00,12.5,30.5,-25,125,2000,6.01,0.24,452,142,,,,,,,,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G220MHD8,MP,400.0,22.00,12.5,30.5,-25,125,2000,6.01,0.24,452,142,,,,,,,,600,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G330MHD,EOL,400.0,33.00,16.0,25.0,-25,125,2000,8.20,0.24,628,189,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G330MHD8,MP,400.0,33.00,16.0,25.0,-25,125,2000,8.20,0.24,628,189,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G470MHD,EOL,400.0,47.00,16.0,30.5,-25,125,2000,9.60,0.24,852,243,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2G470MHD8,MP,400.0,47.00,16.0,30.5,-25,125,2000,9.60,0.24,852,243,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2W4R7MPD,EOL,450.0,4.70,10.0,25.0,-25,125,2000,3.07,0.24,185,58,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2W4R7MPD8,MP,450.0,4.70,10.0,25.0,-25,125,2000,3.07,0.24,185,58,,,,,,,,1200,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2W100MHD,EOL,450.0,10.00,12.5,20.0,-25,125,2000,3.43,0.24,280,86,,,,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2W100MHD8,MP,450.0,10.00,12.5,20.0,-25,125,2000,3.43,0.24,280,86,,,,,,,,1000,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2W220MHD,EOL,450.0,22.00,16.0,25.0,-25,125,2000,8.20,0.24,496,154,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2W220MHD8,MP,450.0,22.00,16.0,25.0,-25,125,2000,8.20,0.24,496,154,,,,,,,,400,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2W330MHD,EOL,450.0,33.00,16.0,30.5,-25,125,2000,9.60,0.24,694,203,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
UBT2W330MHD8,MP,450.0,33.00,16.0,30.5,-25,125,2000,9.60,0.24,694,203,,,,,,,,300,Radial Lead,Hi-Temp.(125/135degC) For Automotive,Uni-Polar,Normal
