Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/100kHz),Ripple Rating (105℃/120Hz),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPJ1H121MPD6,MP,50.0,120.00,10.0,16.0,-55,105,5000,1.77,0.10,180,640,435.0,,,,,0.43,0.17,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H151MPD,MP,50.0,150.00,10.0,20.0,-55,105,5000,2.34,0.10,225,820,570.0,,,,,0.33,0.13,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H151MHD6,MP,50.0,150.00,12.5,15.0,-55,105,5000,2.96,0.10,225,785,545.0,,,,,0.35,0.14,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H181MPD,MP,50.0,180.00,10.0,20.0,-55,105,5000,2.34,0.10,270,890,635.0,,,,,0.28,0.11,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H181MHD6,MP,50.0,180.00,12.5,15.0,-55,105,5000,2.96,0.10,270,845,605.0,,,,,0.31,0.12,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H221MPD,MP,50.0,220.00,10.0,25.0,-55,105,5000,3.07,0.10,330,1040,760.0,,,,,0.25,0.098,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H221MHD6,MP,50.0,220.00,12.5,15.0,-55,105,5000,2.96,0.10,330,920,670.0,,,,,0.25,0.1,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H271MPD,MP,50.0,270.00,10.0,30.5,-55,105,5000,3.21,0.10,405,1200,900.0,,,,,0.21,0.085,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H271MHD6,MP,50.0,270.00,16.0,15.0,-55,105,5000,4.74,0.10,405,1120,840.0,,,,,0.23,0.091,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H331MPD,MP,50.0,330.00,10.0,30.5,-55,105,5000,3.21,0.10,495,1300,995.0,,,,,0.18,0.072,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H331MHD6,MP,50.0,330.00,16.0,15.0,-55,105,5000,4.74,0.10,495,1210,925.0,,,,,0.2,0.078,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H391MHD,MP,50.0,390.00,12.5,25.0,-55,105,5000,4.56,0.10,585,1440,1120.0,,,,,0.13,0.053,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H391MHD6,MP,50.0,390.00,16.0,15.0,-55,105,5000,4.74,0.10,585,1270,990.0,,,,,0.18,0.072,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H471MHD,MP,50.0,470.00,12.5,25.0,-55,105,5000,4.56,0.10,705,1500,1190.0,,,,,0.12,0.048,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H471MHD6,MP,50.0,470.00,18.0,15.0,-55,105,5000,6.31,0.10,705,1470,1170.0,,,,,0.15,0.06,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H561MHD,MP,50.0,560.00,12.5,30.5,-55,105,5000,6.01,0.10,840,1680,1360.0,,,,,0.1,0.04,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H561MHD6,MP,50.0,560.00,16.0,20.0,-55,105,5000,6.60,0.10,840,1550,1260.0,,,,,0.13,0.053,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H681MHD,MP,50.0,680.00,12.5,35.5,-55,105,5000,7.06,0.10,1020,1850,1530.0,,,,,0.09,0.036,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H681MHD6,MP,50.0,680.00,16.0,20.0,-55,105,5000,6.60,0.10,1020,1630,1350.0,,,,,0.12,0.048,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H821MHD,MP,50.0,820.00,12.5,40.0,-55,105,5000,7.57,0.10,1230,2010,1700.0,,,,,0.083,0.033,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H821MHD6,MP,50.0,820.00,18.0,20.0,-55,105,5000,9.00,0.10,1230,1810,1530.0,,,,,0.11,0.043,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H102MHD,MP,50.0,1000.00,16.0,30.5,-55,105,5000,9.60,0.10,1500,2120,1830.0,,,,,0.075,0.03,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H102MHD6,MP,50.0,1000.00,18.0,25.0,-55,105,5000,10.60,0.10,1500,2000,1730.0,,,,,0.09,0.036,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H122MHD,MP,50.0,1200.00,16.0,35.5,-55,105,5000,11.80,0.10,1800,2260,1990.0,,,,,0.07,0.028,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H122MHD6,MP,50.0,1200.00,18.0,30.5,-55,105,5000,13.10,0.10,1800,2140,1880.0,,,,,0.078,0.031,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H152MHD,MP,50.0,1500.00,16.0,40.0,-55,105,5000,14.10,0.10,2250,2410,2170.0,,,,,0.065,0.026,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H152MHD6,MP,50.0,1500.00,18.0,30.5,-55,105,5000,13.10,0.10,2250,2220,1990.0,,,,,0.073,0.029,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H182MHD,MP,50.0,1800.00,18.0,35.5,-55,105,5000,14.20,0.10,2700,2460,2210.0,,,,,0.063,0.025,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1H222MHD,MP,50.0,2200.00,18.0,40.0,-55,105,5000,17.70,0.12,3300,2560,2300.0,,,,,0.06,0.024,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J100MDD,EOL,63.0,10.00,5.0,11.0,-55,105,2000,0.44,0.08,19,135,67.0,,,,,4.0,1.6,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J120MDD,EOL,63.0,12.00,5.0,11.0,-55,105,2000,0.44,0.08,23,145,72.0,,,,,3.5,1.4,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J150MED,EOL,63.0,15.00,6.3,11.0,-55,105,2000,0.59,0.08,28,185,92.0,,,,,2.8,1.1,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J180MED,EOL,63.0,18.00,6.3,11.0,-55,105,2000,0.59,0.08,34,195,100.0,,,,,2.4,0.95,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J220MED,EOL,63.0,22.00,6.3,11.0,-55,105,2000,0.59,0.08,42,215,110.0,,,,,2.0,0.78,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J270MED,EOL,63.0,27.00,6.3,11.0,-55,105,2000,0.59,0.08,51,240,130.0,,,,,1.6,0.64,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J330MED,EOL,63.0,33.00,6.3,15.0,-55,105,2000,0.72,0.08,62,305,170.0,,,,,1.3,0.52,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J390MED,EOL,63.0,39.00,6.3,15.0,-55,105,2000,0.72,0.08,74,330,190.0,,,,,1.1,0.45,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J470MPD,MP,63.0,47.00,8.0,11.5,-55,105,3000,1.19,0.08,89,365,215.0,,,,,0.93,0.37,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J560MPD,MP,63.0,56.00,8.0,15.0,-55,105,3000,1.36,0.08,106,450,275.0,,,,,0.78,0.31,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J560MPD6,MP,63.0,56.00,10.0,12.5,-55,105,5000,1.49,0.08,106,450,275.0,,,,,0.85,0.34,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J680MPD,MP,63.0,68.00,8.0,15.0,-55,105,3000,1.36,0.08,129,500,315.0,,,,,0.65,0.26,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J680MPD6,MP,63.0,68.00,10.0,12.5,-55,105,5000,1.49,0.08,129,495,310.0,,,,,0.7,0.28,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J820MPD,MP,63.0,82.00,8.0,20.0,-55,105,3000,1.66,0.08,155,600,385.0,,,,,0.55,0.22,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J820MPD6,MP,63.0,82.00,10.0,16.0,-55,105,5000,1.77,0.08,155,580,375.0,,,,,0.6,0.24,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J101MPD,MP,63.0,100.00,10.0,20.0,-55,105,5000,2.34,0.08,189,750,495.0,,,,,0.45,0.18,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J101MHD6,MP,63.0,100.00,12.5,15.0,-55,105,5000,2.96,0.08,189,695,460.0,,,,,0.5,0.2,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J121MPD,MP,63.0,120.00,10.0,20.0,-55,105,5000,2.34,0.08,227,820,555.0,,,,,0.38,0.15,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J121MHD6,MP,63.0,120.00,12.5,15.0,-55,105,5000,2.96,0.08,227,750,510.0,,,,,0.45,0.18,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J151MPD,MP,63.0,150.00,10.0,25.0,-55,105,5000,3.07,0.08,284,950,665.0,,,,,0.33,0.13,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J151MHD6,MP,63.0,150.00,12.5,15.0,-55,105,5000,2.96,0.08,284,845,590.0,,,,,0.35,0.14,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J181MPD,MP,63.0,180.00,10.0,30.5,-55,105,5000,3.21,0.08,340,1110,790.0,,,,,0.28,0.11,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J181MHD6,MP,63.0,180.00,16.0,15.0,-55,105,5000,4.74,0.08,340,1050,750.0,,,,,0.3,0.12,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J221MHD,MP,63.0,220.00,12.5,20.0,-55,105,5000,3.43,0.08,416,1140,835.0,,,,,0.24,0.094,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J221MHD6,MP,63.0,220.00,16.0,15.0,-55,105,5000,4.74,0.08,416,1120,820.0,,,,,0.25,0.1,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J271MHD,MP,63.0,270.00,12.5,25.0,-55,105,5000,4.56,0.08,510,1340,1000.0,,,,,0.2,0.081,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J271MHD6,MP,63.0,270.00,18.0,15.0,-55,105,5000,6.31,0.08,510,1290,965.0,,,,,0.22,0.088,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J331MHD,MP,63.0,330.00,12.5,25.0,-55,105,5000,4.56,0.08,624,1420,1090.0,,,,,0.18,0.072,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J331MHD6,MP,63.0,330.00,18.0,15.0,-55,105,5000,6.31,0.08,624,1410,1080.0,,,,,0.2,0.078,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J391MHD,MP,63.0,390.00,12.5,30.5,-55,105,5000,6.01,0.08,737,1620,1260.0,,,,,0.15,0.059,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J391MHD6,MP,63.0,390.00,16.0,20.0,-55,105,5000,6.60,0.08,737,1500,1170.0,,,,,0.18,0.07,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J471MHD,MP,63.0,470.00,12.5,35.5,-55,105,5000,7.06,0.08,888,1780,1420.0,,,,,0.13,0.052,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J471MHD6,MP,63.0,470.00,16.0,25.0,-55,105,5000,8.20,0.08,888,1700,1350.0,,,,,0.16,0.063,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J561MHD,MP,63.0,560.00,12.5,40.0,-55,105,5000,7.57,0.08,1058,1950,1580.0,,,,,0.12,0.047,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J561MHD6,MP,63.0,560.00,18.0,20.0,-55,105,5000,9.00,0.08,1058,1730,1400.0,,,,,0.15,0.058,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J681MHD,MP,63.0,680.00,16.0,30.5,-55,105,5000,9.60,0.08,1285,2050,1700.0,,,,,0.11,0.043,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J681MHD6,MP,63.0,680.00,18.0,25.0,-55,105,5000,10.60,0.08,1285,1940,1610.0,,,,,0.13,0.051,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J821MHD,MP,63.0,820.00,16.0,35.5,-55,105,5000,11.80,0.08,1550,2220,1880.0,,,,,0.1,0.04,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J821MHD6,MP,63.0,820.00,18.0,30.5,-55,105,5000,13.10,0.08,1550,2110,1780.0,,,,,0.12,0.043,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J102MHD,MP,63.0,1000.00,16.0,40.0,-55,105,5000,14.10,0.08,1890,2370,2050.0,,,,,0.093,0.037,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J102MHD6,MP,63.0,1000.00,18.0,35.5,-55,105,5000,14.20,0.08,1890,2280,1970.0,,,,,0.1,0.04,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1J122MHD,MP,63.0,1200.00,18.0,40.0,-55,105,5000,17.70,0.08,2268,2510,2210.0,,,,,0.085,0.034,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K4R7MDD,EOL,80.0,4.70,5.0,11.0,-55,105,2000,0.44,0.08,11,53,26.0,,,,,11.0,4.2,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K6R8MDD,EOL,80.0,6.80,5.0,11.0,-55,105,2000,0.44,0.08,16,68,34.0,,,,,7.0,2.6,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K100MED,EOL,80.0,10.00,6.3,11.0,-55,105,2000,0.59,0.08,24,87,43.0,,,,,4.6,1.7,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K120MED,EOL,80.0,12.00,6.3,11.0,-55,105,2000,0.59,0.08,29,96,48.0,,,,,3.8,1.4,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K150MED,EOL,80.0,15.00,6.3,11.0,-55,105,2000,0.59,0.08,36,104,52.0,,,,,3.2,1.2,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K180MED,EOL,80.0,18.00,6.3,11.0,-55,105,2000,0.59,0.08,43,114,58.0,,,,,2.7,1.0,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K220MED,EOL,80.0,22.00,6.3,15.0,-55,105,2000,0.72,0.08,53,135,71.0,,,,,2.1,0.77,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K270MED,EOL,80.0,27.00,6.3,15.0,-55,105,2000,0.72,0.08,65,149,80.0,,,,,1.7,0.63,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K330MPD,MP,80.0,33.00,8.0,11.5,-55,105,3000,1.19,0.08,79,234,132.0,,,,,1.4,0.53,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K390MPD,MP,80.0,39.00,8.0,15.0,-55,105,3000,1.36,0.08,94,272,156.0,,,,,1.2,0.46,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K390MPD6,MP,80.0,39.00,10.0,12.5,-55,105,5000,1.49,0.08,94,271,155.0,,,,,1.3,0.49,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K470MPD,MP,80.0,47.00,8.0,15.0,-55,105,3000,1.36,0.08,113,295,175.0,,,,,1.1,0.39,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K470MPD6,MP,80.0,47.00,10.0,12.5,-55,105,5000,1.49,0.08,113,293,174.0,,,,,1.1,0.42,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K560MPD,MP,80.0,56.00,8.0,20.0,-55,105,3000,1.66,0.08,134,347,208.0,,,,,0.92,0.34,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K560MPD6,MP,80.0,56.00,10.0,16.0,-55,105,5000,1.77,0.08,134,337,202.0,,,,,0.97,0.36,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K680MPD,MP,80.0,68.00,10.0,20.0,-55,105,5000,2.34,0.08,163,426,264.0,,,,,0.76,0.28,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K680MHD6,MP,80.0,68.00,12.5,15.0,-55,105,5000,2.96,0.08,163,402,249.0,,,,,0.84,0.31,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K820MPD,MP,80.0,82.00,10.0,20.0,-55,105,5000,2.34,0.08,197,447,284.0,,,,,0.68,0.25,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K820MHD6,MP,80.0,82.00,12.5,15.0,-55,105,5000,2.96,0.08,197,430,273.0,,,,,0.73,0.27,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K101MPD,MP,80.0,100.00,10.0,25.0,-55,105,5000,3.07,0.08,240,526,347.0,,,,,0.57,0.21,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K101MHD6,MP,80.0,100.00,12.5,15.0,-55,105,5000,2.96,0.08,240,466,308.0,,,,,0.62,0.23,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K121MPD,MP,80.0,120.00,10.0,30.5,-55,105,5000,3.21,0.08,288,606,406.0,,,,,0.49,0.18,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K121MHD6,MP,80.0,120.00,16.0,15.0,-55,105,5000,4.74,0.08,288,663,444.0,,,,,0.54,0.2,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K151MPD,MP,80.0,150.00,10.0,30.5,-55,105,5000,3.21,0.08,360,663,459.0,,,,,0.41,0.15,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K151MHD6,MP,80.0,150.00,16.0,15.0,-55,105,5000,4.74,0.08,360,699,484.0,,,,,0.47,0.18,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K181MHD,MP,80.0,180.00,12.5,25.0,-55,105,5000,4.56,0.08,432,734,520.0,,,,,0.35,0.13,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K181MHD6,MP,80.0,180.00,16.0,15.0,-55,105,5000,4.74,0.08,432,766,543.0,,,,,0.41,0.15,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K221MHD,MP,80.0,220.00,12.5,30.5,-55,105,5000,6.01,0.08,528,816,595.0,,,,,0.32,0.12,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K221MHD6,MP,80.0,220.00,18.0,15.0,-55,105,5000,6.31,0.08,528,881,643.0,,,,,0.35,0.13,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K271MHD,MP,80.0,270.00,12.5,30.5,-55,105,5000,6.01,0.08,648,894,667.0,,,,,0.27,0.1,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K271MHD6,MP,80.0,270.00,16.0,20.0,-55,105,5000,6.60,0.08,648,995,742.0,,,,,0.3,0.11,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K331MHD,MP,80.0,330.00,12.5,35.5,-55,105,5000,7.06,0.08,792,1000,767.0,,,,,0.24,0.088,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K331MHD6,MP,80.0,330.00,16.0,25.0,-55,105,5000,8.20,0.08,792,1140,874.0,,,,,0.27,0.099,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K391MHD,MP,80.0,390.00,12.5,40.0,-55,105,5000,7.57,0.08,936,1060,822.0,,,,,0.21,0.078,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K391MHD6,MP,80.0,390.00,18.0,20.0,-55,105,5000,9.00,0.08,936,1170,908.0,,,,,0.24,0.089,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K471MHD,MP,80.0,470.00,16.0,30.5,-55,105,5000,9.60,0.08,1128,1450,1150.0,,,,,0.19,0.069,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K471MHD6,MP,80.0,470.00,18.0,25.0,-55,105,5000,10.60,0.08,1128,1330,1060.0,,,,,0.22,0.08,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K561MHD,MP,80.0,560.00,16.0,35.5,-55,105,5000,11.80,0.08,1344,1600,1300.0,,,,,0.17,0.062,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K561MHD6,MP,80.0,560.00,18.0,30.5,-55,105,5000,13.10,0.08,1344,1490,1210.0,,,,,0.19,0.072,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K681MHD,MP,80.0,680.00,16.0,40.0,-55,105,5000,14.10,0.08,1632,1770,1470.0,,,,,0.15,0.055,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K681MHD6,MP,80.0,680.00,18.0,30.5,-55,105,5000,13.10,0.08,1632,1560,1300.0,,,,,0.18,0.065,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K821MHD,MP,80.0,820.00,18.0,35.5,-55,105,5000,14.20,0.08,1968,1890,1590.0,,,,,0.13,0.049,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ1K102MHD,MP,80.0,1000.00,18.0,40.0,-55,105,5000,17.70,0.08,2400,2080,1790.0,,,,,0.12,0.044,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A2R2MDD,EOL,100.0,2.20,5.0,11.0,-55,105,2000,0.44,0.08,7,43,21.0,,,,,18.0,6.6,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A3R3MDD,EOL,100.0,3.30,5.0,11.0,-55,105,2000,0.44,0.08,10,54,27.0,,,,,11.0,4.1,6000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A4R7MED,EOL,100.0,4.70,6.3,11.0,-55,105,2000,0.59,0.08,14,68,34.0,,,,,7.6,2.8,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A6R8MED,EOL,100.0,6.80,6.3,11.0,-55,105,2000,0.59,0.08,20,83,41.0,,,,,5.1,1.9,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A100MED,EOL,100.0,10.00,6.3,11.0,-55,105,2000,0.59,0.08,30,104,52.0,,,,,3.2,1.2,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A120MED,EOL,100.0,12.00,6.3,11.0,-55,105,2000,0.59,0.08,36,114,57.0,,,,,2.7,1.0,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A150MED,EOL,100.0,15.00,6.3,15.0,-55,105,2000,0.72,0.08,45,131,65.0,,,,,2.2,0.81,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A180MED,EOL,100.0,18.00,6.3,15.0,-55,105,2000,0.72,0.08,54,155,80.0,,,,,1.8,0.67,4000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A220MPD,MP,100.0,22.00,8.0,11.5,-55,105,3000,1.19,0.08,66,230,122.0,,,,,1.5,0.55,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A270MPD,MP,100.0,27.00,8.0,15.0,-55,105,3000,1.36,0.08,81,269,146.0,,,,,1.3,0.47,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A270MPD6,MP,100.0,27.00,10.0,12.5,-55,105,5000,1.49,0.08,81,268,145.0,,,,,1.4,0.5,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A330MPD,MP,100.0,33.00,8.0,15.0,-55,105,3000,1.36,0.08,99,299,169.0,,,,,1.0,0.38,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A330MPD6,MP,100.0,33.00,10.0,12.5,-55,105,5000,1.49,0.08,99,293,166.0,,,,,1.1,0.42,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A390MPD,MP,100.0,39.00,8.0,20.0,-55,105,3000,1.66,0.08,117,352,202.0,,,,,0.89,0.33,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A390MPD6,MP,100.0,39.00,10.0,16.0,-55,105,5000,1.77,0.08,117,337,193.0,,,,,0.97,0.36,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
